ICD9_code	ICD9_label	ICD9_simpleLabel	phecode1.2_codeList	phecodeX_codeList
369.16	Better eye: moderate vision impairment; lesser eye: total vision impairment	better eye moderate vision impairment lesser eye total vision impairment	['367', '367.9']	['388']
369.17	Better eye: moderate vision impairment; lesser eye: near-total vision impairment	better eye moderate vision impairment lesser eye near-total vision impairment	['367', '367.9']	['388']
369.18	Better eye: moderate vision impairment; lesser eye: profound vision impairment	better eye moderate vision impairment lesser eye profound vision impairment	['367', '367.9']	['388']
369.2	Moderate or severe vision impairment, both eyes	moderate or severe vision impairment both eyes	['367', '367.9']	['388']
369.20	Moderate or severe impairment, both eyes, impairment level not further specified	moderate or severe impairment both eyes impairment level not further specified	['367', '367.9']	['388']
369.21	Better eye: severe vision impairment; lesser eye; impairment not further specified	better eye severe vision impairment lesser eye impairment not further specified	['367', '367.9']	['388']
369.22	Better eye: severe vision impairment; lesser eye: severe vision impairment	better eye severe vision impairment lesser eye severe vision impairment	['367', '367.9']	['388']
369.23	Better eye: moderate vision impairment; lesser eye: impairment not further specified	better eye moderate vision impairment lesser eye impairment not further specified	['367', '367.9']	['388']
369.24	Better eye: moderate vision impairment; lesser eye: severe vision impairment	better eye moderate vision impairment lesser eye severe vision impairment	['367', '367.9']	['388']
369.25	Better eye: moderate vision impairment; lesser eye: moderate vision impairment	better eye moderate vision impairment lesser eye moderate vision impairment	['367', '367.9']	['388']
369.3	Unqualified visual loss, both eyes	unqualified visual loss both eyes	['367', '367.9']	['388']
369.4	Legal blindness, as defined in U.S.A.	legal blindness as defined in u.s.a.	['367', '367.9']	['388']
369.6	Profound vision impairment, one eye	profound vision impairment one eye	['367', '367.9']	['388']
369.60	Profound impairment, one eye, impairment level not further specified	profound impairment one eye impairment level not further specified	['367', '367.9']	['388']
369.61	One eye: total vision impairment; other eye: not specified	one eye total vision impairment other eye not specified	['367', '367.9']	['388']
369.62	One eye: total vision impairment; other eye: near-normal vision	one eye total vision impairment other eye near-normal vision	['367', '367.9']	['388']
369.63	One eye: total vision impairment; other eye: normal vision	one eye total vision impairment other eye normal vision	['367', '367.9']	['388']
369.64	One eye: near-total vision impairment; other eye: vision not specified	one eye near-total vision impairment other eye vision not specified	['367', '367.9']	['388']
369.65	One eye: near-total vision impairment; other eye: near-normal vision	one eye near-total vision impairment other eye near-normal vision	['367', '367.9']	['388']
369.66	One eye: near-total vision impairment; other eye: normal vision	one eye near-total vision impairment other eye normal vision	['367', '367.9']	['388']
369.67	One eye: profound vision impairment; other eye: vision not specified	one eye profound vision impairment other eye vision not specified	['367', '367.9']	['388']
369.68	One eye: profound vision impairment; other eye: near-normal vision	one eye profound vision impairment other eye near-normal vision	['367', '367.9']	['388']
369.69	One eye: profound vision impairment; other eye: normal vision	one eye profound vision impairment other eye normal vision	['367', '367.9']	['388']
369.7	Moderate or severe vision impairment, one eye	moderate or severe vision impairment one eye	['367', '367.9']	['388']
369.70	Moderate or severe impairment, one eye, impairment level not further specified	moderate or severe impairment one eye impairment level not further specified	['367', '367.9']	['388']
369.71	One eye: severe vision impairment; other eye: vision not specified	one eye severe vision impairment other eye vision not specified	['367', '367.9']	['388']
369.72	One eye: severe vision impairment; other eye: near-normal vision	one eye severe vision impairment other eye near-normal vision	['367', '367.9']	['388']
369.73	One eye: severe vision impairment; other eye: normal vision	one eye severe vision impairment other eye normal vision	['367', '367.9']	['388']
369.74	One eye: moderate vision impairment; other eye: vision not specified	one eye moderate vision impairment other eye vision not specified	['367', '367.9']	['388']
369.75	One eye: moderate vision impairment; other eye: near-normal vision	one eye moderate vision impairment other eye near-normal vision	['367', '367.9']	['388']
369.76	One eye: moderate vision impairment; other eye: normal vision	one eye moderate vision impairment other eye normal vision	['367', '367.9']	['388']
369.8	Unqualified visual loss, one eye	unqualified visual loss one eye	['367', '367.9']	['388']
369.9	Unspecified visual loss	visual loss	['367', '367.9']	['388']
370	Keratitis	keratitis	['370']	['367', '367.2']
370.0	Corneal ulcer	corneal ulcer	['370', '370.1']	['367', '367.2', '367.21']
370.00	Corneal ulcer, unspecified	corneal ulcer	['370', '370.1']	['367', '367.2', '367.21']
370.01	Marginal corneal ulcer	marginal corneal ulcer	['370', '370.1']	['367', '367.2', '367.21']
370.02	Ring corneal ulcer	ring corneal ulcer	['370', '370.1']	['367', '367.2', '367.21']
370.03	Central corneal ulcer	central corneal ulcer	['370', '370.1']	['367', '367.2', '367.21']
370.04	Hypopyon ulcer	hypopyon ulcer	['370', '370.1']	['367', '367.2', '367.21', '367.8']
370.05	Mycotic corneal ulcer	mycotic corneal ulcer	['370', '370.1']	['089', '089.3', '367', '367.2', '367.21']
370.06	Perforated corneal ulcer	perforated corneal ulcer	['370', '370.1']	['367', '367.2', '367.21']
370.07	Mooren's ulcer	moorens ulcer	['370', '370.1']	['367', '367.2', '367.21']
370.2	Superficial keratitis without conjunctivitis	superficial keratitis without conjunctivitis	['370', '370.2']	['367', '367.2']
370.20	Superficial keratitis, unspecified	superficial keratitis	['370', '370.2']	['367', '367.2']
370.21	Punctate keratitis	punctate keratitis	['370', '370.2']	['367', '367.2', '367.22']
370.22	Macular keratitis	macular keratitis	['370', '370.2']	['367', '367.2']
370.23	Filamentary keratitis	filamentary keratitis	['370', '370.2']	['367', '367.2']
370.24	Photokeratitis	photokeratitis	['370', '370.2']	['367', '367.2']
370.3	Certain types of keratoconjunctivitis	certain types of keratoconjunctivitis	['370', '370.3']	['367', '367.3']
370.31	Phlyctenular keratoconjunctivitis	phlyctenular keratoconjunctivitis	['370', '370.3']	['367', '367.3']
370.32	Limbar and corneal involvement in vernal conjunctivitis	limbar and corneal involvement in vernal conjunctivitis	['371', '371.2', '371.21']	['367', '367.3']
370.33	Keratoconjunctivitis sicca, not specified as Sjogren's	keratoconjunctivitis sicca not specified as sjogrens	['370', '370.3', '370.31']	['367', '367.3', '367.31']
370.34	Exposure keratoconjunctivitis	exposure keratoconjunctivitis	['370', '370.3']	['367', '367.3']
370.35	Neurotrophic keratoconjunctivitis	neurotrophic keratoconjunctivitis	['370', '370.3']	['367', '367.3', '367.32']
370.4	Other and unspecified keratoconjunctivitis	other andkeratoconjunctivitis	['370', '370.3']	['367', '367.3']
370.40	Keratoconjunctivitis, unspecified	keratoconjunctivitis	['370', '370.3']	['367', '367.3']
370.44	Keratitis or keratoconjunctivitis in exanthema	keratitis or keratoconjunctivitis in exanthema	['370', '370.3']	['367', '367.3']
370.49	Other keratoconjunctivitis	other keratoconjunctivitis	['370', '370.3']	['367', '367.3']
370.5	Interstitial and deep keratitis	interstitial and deep keratitis	['370']	['367', '367.2']
370.50	Interstitial keratitis, unspecified	interstitial keratitis	['370']	['367', '367.2']
370.52	Diffuse interstitial keratitis	diffuse interstitial keratitis	['370']	['367', '367.2']
370.54	Sclerosing keratitis	sclerosing keratitis	['370']	['367', '367.2']
370.55	Corneal abscess	corneal abscess	['370']	['367', '367.2']
370.59	Other interstitial and deep keratitis	other interstitial and deep keratitis	['370']	['367', '367.2']
370.6	Corneal neovascularization	corneal neovascularization	['370']	['369', '369.3']
370.60	Corneal neovascularization, unspecified	corneal neovascularization	['370']	['369', '369.3']
370.61	Localized vascularization of cornea	localized vascularization of cornea	['370']	['369', '369.3']
370.62	Pannus (corneal)	pannus corneal	['370']	['369', '369.3']
370.63	Deep vascularization of cornea	deep vascularization of cornea	['370']	['369', '369.3']
370.64	Ghost vessels (corneal)	ghost vessels corneal	['370']	['369', '369.3']
370.8	Other forms of keratitis	other forms of keratitis	['370']	['367', '367.2']
370.9	Unspecified keratitis	keratitis	['370']	['367', '367.2']
371	Corneal opacity and other disorders of cornea	corneal opacity and other disorders of cornea	['364']	['369']
371.0	Corneal scars and opacities	corneal scars and opacities	['364']	['369']
371.00	Corneal opacity, unspecified	corneal opacity	['364.1']	['369', '369.1']
371.01	Minor opacity of cornea	minor opacity of cornea	['364.1']	['369', '369.1']
371.02	Peripheral opacity of cornea	peripheral opacity of cornea	['364.1']	['369', '369.1', '369.11']
371.03	Central opacity of cornea	central opacity of cornea	['364.1']	['369', '369.1', '369.12']
371.04	Adherent leucoma	adherent leucoma	['364.1']	['369', '369.1']
371.05	Phthisical cornea	phthisical cornea	['364.1']	['369', '369.1']
371.1	Corneal pigmentations and deposits	corneal pigmentations and deposits	['364']	['369', '369.1']
371.10	Corneal deposit, unspecified	corneal deposit	['364']	['369', '369.1', '369.15']
371.11	Anterior corneal pigmentations	anterior corneal pigmentations	['364']	['369', '369.1', '369.14']
371.12	Stromal corneal pigmentations	stromal corneal pigmentations	['364']	['369', '369.1', '369.14']
371.13	Posterior corneal pigmentations	posterior corneal pigmentations	['364']	['369', '369.1', '369.14']
371.14	Kayser-Fleischer ring	kayser-fleischer ring	['364']	['247', '247.1', '247.13']
371.15	Other corneal deposits associated with metabolic disorders	other corneal deposits associated with metabolic disorders	['364']	['369', '369.1', '369.15']
371.16	Argentous corneal deposits	argentous corneal deposits	['364']	['369', '369.1', '369.15']
371.2	Corneal edema	corneal edema	['364', '364.2']	['369', '369.2']
371.20	Corneal edema, unspecified	corneal edema	['364', '364.2']	['369', '369.2']
371.21	Idiopathic corneal edema	idiopathic corneal edema	['364', '364.2']	['369', '369.2']
371.22	Secondary corneal edema	secondary corneal edema	['364', '364.2']	['369', '369.2']
371.23	Bullous keratopathy	bullous keratopathy	['364', '364.2']	['369', '369.2']
371.24	Corneal edema due to wearing of contact lenses	corneal edema due to wearing of contact lenses	['364']	['369', '369.2']
371.3	Changes of corneal membranes	changes of corneal membranes	['364']	['369']
371.30	Corneal membrane change, unspecified	corneal membrane change	['364']	['369']
371.31	Folds and rupture of bowman's membrane	folds and rupture of bowmans membrane	['364']	['369']
371.32	Folds in descemet's membrane	folds in descemets membrane	['364']	['369']
371.33	Rupture in descemet's membrane	rupture in descemets membrane	['364']	['369']
371.4	Corneal degenerations	corneal degenerations	['364', '364.4']	['369', '369.4']
371.40	Corneal degeneration, unspecified	corneal degeneration	['364', '364.4']	['369', '369.4']
371.41	Senile corneal changes	senile corneal changes	['364', '364.4']	['369', '369.4', '369.44']
371.42	Recurrent erosion of cornea	recurrent erosion of cornea	['364', '364.4']	['369', '369.4', '369.42']
371.43	Band-shaped keratopathy	band-shaped keratopathy	['364', '364.4']	['369', '369.4', '369.43']
371.44	Other calcerous degenerations of cornea	other calcerous degenerations of cornea	['364', '364.4']	['369', '369.4']
371.45	Keratomalacia NOS	keratomalacia	['364', '364.4']	['369', '369.4']
371.46	Nodular degeneration of cornea	nodular degeneration of cornea	['364', '364.4']	['369', '369.4']
371.48	Peripheral degenerations of cornea	peripheral degenerations of cornea	['364', '364.4']	['369', '369.4']
371.49	Other corneal degenerations	other corneal degenerations	['364', '364.4']	['369', '369.4']
371.5	Hereditary corneal dystrophies	hereditary corneal dystrophies	['364', '364.5']	['369', '369.5']
371.50	Hereditary corneal dystrophy, unspecified	hereditary corneal dystrophy	['364', '364.5']	['369', '369.5']
371.51	Juvenile epithelial corneal dystrophy	juvenile epithelial corneal dystrophy	['364', '364.5']	['369', '369.5', '369.54']
371.52	Other anterior corneal dystrophies	other anterior corneal dystrophies	['364', '364.5']	['369', '369.5']
371.53	Granular corneal dystrophy	granular corneal dystrophy	['364', '364.5']	['369', '369.5', '369.53']
371.54	Lattice corneal dystrophy	lattice corneal dystrophy	['364', '364.5']	['369', '369.5', '369.52']
371.55	Macular corneal dystrophy	macular corneal dystrophy	['364', '364.5']	['369', '369.5']
371.56	Other stromal corneal dystrophies	other stromal corneal dystrophies	['364', '364.5']	['369', '369.5']
371.57	Endothelial corneal dystrophy	endothelial corneal dystrophy	['364', '364.5', '364.51']	['369', '369.5', '369.51']
371.58	Other posterior corneal dystrophies	other posterior corneal dystrophies	['364', '364.5']	['369', '369.5']
