phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_simpleLabel	phecodeXupdated_category
CV_400.1	Rheumatic chorea	rheumatic chorea	Cardiovascular
CV_400.2	Rheumatic heart disease	rheumatic heart disease	Cardiovascular
CV_401	Hypertension	hypertension	Cardiovascular
CV_401.1	Essential hypertension	essential hypertension	Cardiovascular
CV_401.2	Hypertensive heart disease	hypertensive heart disease	Cardiovascular
CV_401.6	Secondary hypertension	secondary hypertension	Cardiovascular
CV_401.61	Renovascular hypertension	renovascular hypertension	Cardiovascular
CV_401.7	Hypertensive crisis*	hypertensive crisis	Cardiovascular
CV_402	Elevated blood pressure reading without diagnosis of hypertension	elevated blood pressure reading without diagnosis of hypertension	Cardiovascular
CV_403	Angina pectoris	angina pectoris	Cardiovascular
CV_403.1	Coronary artery spasm [Coronary vasospasm]*	coronary artery spasm coronary vasospasm	Cardiovascular
CV_404	Ischemic heart disease	ischemic heart disease	Cardiovascular
CV_404.1	Myocardial infarction [Heart attack]	myocardial infarction heart attack	Cardiovascular
CV_404.11	Acute myocardial infarction	acute myocardial infarction	Cardiovascular
CV_404.2	Coronary atherosclerosis [Atherosclerotic heart disease]	coronary atherosclerosis atherosclerotic heart disease	Cardiovascular
CV_404.22	Coronary atherosclerosis due to lipid rich plaque	coronary atherosclerosis due to lipid rich plaque	Cardiovascular
CV_404.23	Coronary atherosclerosis due to calcified coronary lesion	coronary atherosclerosis due to calcified coronary lesion	Cardiovascular
CV_406	Pulmonary heart disease	pulmonary heart disease	Cardiovascular
CV_406.1	Pulmonary hypertension	pulmonary hypertension	Cardiovascular
CV_406.11	Primary pulmonary hypertension	primary pulmonary hypertension	Cardiovascular
CV_406.12	Kyphoscoliotic heart disease	kyphoscoliotic heart disease	Cardiovascular
CV_406.16	Group 4 pulmonary hypertension*	group 4 pulmonary hypertension	Cardiovascular
CV_406.2	Acute pulmonary heart disease	acute pulmonary heart disease	Cardiovascular
CV_408	Diseases of pulmonary vessels	diseases of pulmonary vessels	Cardiovascular
CV_410	Inflammation of the heart [Carditis]	inflammation of the heart carditis	Cardiovascular
CV_410.1	Pericarditis	pericarditis	Cardiovascular
CV_410.2	Endocarditis	endocarditis	Cardiovascular
CV_410.3	Myocarditis	myocarditis	Cardiovascular
CV_411	Other diseases of pericardium	other diseases of pericardium	Cardiovascular
CV_411.1	Hemopericardium NEC	hemopericardium nec	Cardiovascular
CV_411.2	Pericardial effusion (noninflammatory)*	pericardial effusion noninflammatory	Cardiovascular
CV_411.3	Cardiac tamponade	cardiac tamponade	Cardiovascular
CV_413	Heart valve disorders	heart valve disorders	Cardiovascular
CV_413.1	Mitral valve disorders	mitral valve disorders	Cardiovascular
CV_413.11	Mitral valve insufficiency	mitral valve insufficiency	Cardiovascular
CV_413.12	Mitral valve prolapse*	mitral valve prolapse	Cardiovascular
CV_413.13	Mitral valve stenosis	mitral valve stenosis	Cardiovascular
CV_413.2	Aortic valve disorders	aortic valve disorders	Cardiovascular
CV_413.21	Aortic stenosis	aortic stenosis	Cardiovascular
CV_413.22	Aortic insufficiency	aortic insufficiency	Cardiovascular
CV_413.3	Tricuspid valve disorders	tricuspid valve disorders	Cardiovascular
CV_413.31	Tricuspid value stenosis*	tricuspid value stenosis	Cardiovascular
CV_413.32	Tricuspid value insufficiency*	tricuspid value insufficiency	Cardiovascular
CV_413.4	Pulmonary valve disorders	pulmonary valve disorders	Cardiovascular
CV_413.41	Pulmonary valve stenosis	pulmonary valve stenosis	Cardiovascular
CV_413.42	Pulmonary valve insufficiency*	pulmonary valve insufficiency	Cardiovascular
CV_413.6	Heart valve replaced	heart valve replaced	Cardiovascular
CV_414	Cardiomyopathy	cardiomyopathy	Cardiovascular
CV_414.1	Hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	Cardiovascular
CV_414.11	Hypertrophic obstructive cardiomyopathy	hypertrophic obstructive cardiomyopathy	Cardiovascular
CV_414.2	Dilated cardiomyopathy*	dilated cardiomyopathy	Cardiovascular
CV_414.3	Alcoholic cardiomyopathy	alcoholic cardiomyopathy	Cardiovascular
CV_414.5	Ischemic cardiomyopathy*	ischemic cardiomyopathy	Cardiovascular
CV_414.6	Endomyocardial (eosinophilic) disease [Endomyocardial fibrosis]	endomyocardial eosinophilic disease endomyocardial fibrosis	Cardiovascular
CV_414.7	Endocardial fibroelastosis	endocardial fibroelastosis	Cardiovascular
CV_414.8	Restrictive cardiomyopathy*	restrictive cardiomyopathy	Cardiovascular
CV_414.9	Takotsubo syndrome [Stress cardiomyopathy]	takotsubo syndrome stress cardiomyopathy	Cardiovascular
CV_416	Cardiac arrhythmia and conduction disorders	cardiac arrhythmia and conduction disorders	Cardiovascular
CV_416.1	Paroxysmal tachycardia	paroxysmal tachycardia	Cardiovascular
CV_416.11	Supraventricular tachycardia	supraventricular tachycardia	Cardiovascular
CV_416.12	Ventricular tachycardia	ventricular tachycardia	Cardiovascular
CV_416.121	Torsades de pointes*	torsades de pointes	Cardiovascular
CV_416.2	Atrial fibrillation and flutter	atrial fibrillation and flutter	Cardiovascular
CV_416.21	Atrial fibrillation	atrial fibrillation	Cardiovascular
CV_416.211	Paroxysmal atrial fibrillation*	paroxysmal atrial fibrillation	Cardiovascular
CV_416.212	Persistent atrial fibrillation*	persistent atrial fibrillation	Cardiovascular
CV_416.213	Chronic atrial fibrillation*	chronic atrial fibrillation	Cardiovascular
CV_416.214	Permanent atrial fibrillation*	permanent atrial fibrillation	Cardiovascular
CV_416.22	Atrial flutter	atrial flutter	Cardiovascular
CV_416.221	Typical atrial flutter*	typical atrial flutter	Cardiovascular
CV_416.222	Atypical atrial flutter*	atypical atrial flutter	Cardiovascular
CV_416.3	Ventricular fibrillation and flutter	ventricular fibrillation and flutter	Cardiovascular
CV_416.31	Ventricular fibrillation	ventricular fibrillation	Cardiovascular
CV_416.32	Ventricular flutter	ventricular flutter	Cardiovascular
CV_416.4	Heart block	heart block	Cardiovascular
CV_416.41	Atrioventricular block	atrioventricular block	Cardiovascular
CV_416.411	Atrioventricular block, first degree	atrioventricular block first degree	Cardiovascular
CV_416.412	Atrioventricular block, second degree	atrioventricular block second degree	Cardiovascular
CV_416.413	Atrioventricular block, complete	atrioventricular block complete	Cardiovascular
CV_416.42	Left bundle branch block	left bundle branch block	Cardiovascular
CV_416.43	Right bundle branch block	right bundle branch block	Cardiovascular
CV_416.5	Premature depolarization [Premature beats]	premature depolarization premature beats	Cardiovascular
CV_416.51	Atrial premature depolarization [Supraventricular premature beats]	atrial premature depolarization supraventricular premature beats	Cardiovascular
CV_416.52	Ventricular premature depolarization*	ventricular premature depolarization	Cardiovascular
CV_416.6	Long QT syndrome	long qt syndrome	Cardiovascular
CV_416.7	Sinoatrial node dysfunction	sinoatrial node dysfunction	Cardiovascular
CV_416.71	Sick sinus syndrome*	sick sinus syndrome	Cardiovascular
CV_416.8	Pre-excitation syndrome [Anomalous atrioventricular excitation]	pre-excitation syndrome anomalous atrioventricular excitation	Cardiovascular
CV_417	Abnormalities of heart beat	abnormalities of heart beat	Cardiovascular
CV_417.1	Palpitations	palpitations	Cardiovascular
CV_417.2	Tachycardia	tachycardia	Cardiovascular
CV_417.3	Bradycardia	bradycardia	Cardiovascular
CV_418	Abnormal results of cardiovascular function studies	abnormal results of cardiovascular function studies	Cardiovascular
CV_418.1	Abnormal electrocardiogram [ECG] [EKG]	abnormal electrocardiogram ecg ekg	Cardiovascular
CV_418.2	Abnormal findings on diagnostic imaging of heart and coronary circulation*	abnormal findings on diagnostic imaging of heart and coronary circulation	Cardiovascular
CV_419	Presence of cardiac device	presence of cardiac device	Cardiovascular
CV_419.1	Presence of cardiac pacemaker	presence of cardiac pacemaker	Cardiovascular
CV_419.2	Presence of cardiac defibrillator	presence of cardiac defibrillator	Cardiovascular
CV_420	Cardiac arrest	cardiac arrest	Cardiovascular
CV_423	Abnormal cardiac sounds	abnormal cardiac sounds	Cardiovascular
CV_423.1	Cardiac murmurs	cardiac murmurs	Cardiovascular
CV_424	Heart failure	heart failure	Cardiovascular
CV_424.1	Left heart failure	left heart failure	Cardiovascular
CV_424.2	Systolic heart failure	systolic heart failure	Cardiovascular
CV_424.3	Diastolic heart failure	diastolic heart failure	Cardiovascular
CV_424.4	Combined systolic and diastolic heart failure	combined systolic and diastolic heart failure	Cardiovascular
CV_424.5	Right heart failure*	right heart failure	Cardiovascular
CV_424.7	Rheumatic heart failure	rheumatic heart failure	Cardiovascular
CV_425	Cardiomegaly	cardiomegaly	Cardiovascular
CV_426	Complications and ill-defined descriptions of heart disease	complications and ill-defined descriptions of heart disease	Cardiovascular
CV_430	Nontraumatic Intracranial hemorrhage	nontraumatic intracranial hemorrhage	Cardiovascular
CV_430.1	Nontraumatic subarachnoid hemorrhage	nontraumatic subarachnoid hemorrhage	Cardiovascular
CV_430.2	Nontraumatic intracerebral hemorrhage	nontraumatic intracerebral hemorrhage	Cardiovascular
CV_430.3	Nontraumatic subdural hemorrhage	nontraumatic subdural hemorrhage	Cardiovascular
CV_430.4	Nontraumatic extradural hemorrhage	nontraumatic extradural hemorrhage	Cardiovascular
CV_431	Stroke and transient cerebral ischemic attacks	stroke and transient cerebral ischemic attacks	Cardiovascular
CV_431.11	Cerebral infarction [Ischemic stroke]	cerebral infarction ischemic stroke	Cardiovascular
CV_431.12	Hemorrhagic stroke	hemorrhagic stroke	Cardiovascular
CV_431.13	Brain stem stroke syndrome*	brain stem stroke syndrome	Cardiovascular
CV_431.14	Cerebellar stroke syndrome*	cerebellar stroke syndrome	Cardiovascular
CV_431.15	Lacunar syndrome*	lacunar syndrome	Cardiovascular
CV_431.2	Transient cerebral ischemic attack [TIA]	transient cerebral ischemic attack tia	Cardiovascular
CV_433	Other cerebrovascular disease	other cerebrovascular disease	Cardiovascular
CV_433.1	Occlusion and stenosis of cerebral arteries	occlusion and stenosis of cerebral arteries	Cardiovascular
CV_433.2	Occlusion and stenosis of precerebral arteries	occlusion and stenosis of precerebral arteries	Cardiovascular
CV_433.21	Carotid artery stenosis	carotid artery stenosis	Cardiovascular
CV_433.3	Cerebrovascular insufficiency	cerebrovascular insufficiency	Cardiovascular
CV_433.31	Cerebrovascular vasospasm and vasoconstriction*	cerebrovascular vasospasm and vasoconstriction	Cardiovascular
CV_433.32	Vertebro-basilar artery syndrome	vertebro-basilar artery syndrome	Cardiovascular
CV_433.34	Cerebral artery syndrome (middle, anterior, posterior)*	cerebral artery syndrome middle anterior posterior	Cardiovascular
CV_433.4	Moyamoya disease	moyamoya disease	Cardiovascular
CV_436	Atherosclerosis [ASCVD]	atherosclerosis ascvd	Cardiovascular
CV_436.1	Atherosclerosis of renal artery	atherosclerosis of renal artery	Cardiovascular
CV_436.2	Atherosclerosis of the extremities	atherosclerosis of the extremities	Cardiovascular
CV_436.23	Chronic total occlusion of artery of the extremities	chronic total occlusion of artery of the extremities	Cardiovascular
CV_436.3	Atherosclerosis of aorta	atherosclerosis of aorta	Cardiovascular
CV_436.4	Atheroembolism	atheroembolism	Cardiovascular
CV_436.5	Cerebral atherosclerosis	cerebral atherosclerosis	Cardiovascular
CV_438	Aneurysm or ectasia	aneurysm or ectasia	Cardiovascular
CV_438.1	Aortic aneurysm and ectasia	aortic aneurysm and ectasia	Cardiovascular
CV_438.11	Abdominal aortic aneurysm	abdominal aortic aneurysm	Cardiovascular
CV_438.12	Thoracic aneurysm	thoracic aneurysm	Cardiovascular
CV_438.13	Thoracoabdominal aortic aneurysm	thoracoabdominal aortic aneurysm	Cardiovascular
CV_438.14	Ruptured aortic aneurysm	ruptured aortic aneurysm	Cardiovascular
CV_438.2	Aneurysm of iliac or artery of lower extremity	aneurysm of iliac or artery of lower extremity	Cardiovascular
CV_438.3	Aneurysm of carotid artery	aneurysm of carotid artery	Cardiovascular
CV_438.4	Arterial dissection	arterial dissection	Cardiovascular
CV_438.41	Aortic dissection	aortic dissection	Cardiovascular
CV_438.42	Carotid artery dissection	carotid artery dissection	Cardiovascular
CV_438.43	Coronary artery dissection	coronary artery dissection	Cardiovascular
CV_438.5	Coronary artery aneurysm	coronary artery aneurysm	Cardiovascular
CV_438.6	Cerebral aneurysm	cerebral aneurysm	Cardiovascular
CV_438.7	Aneurysm of heart	aneurysm of heart	Cardiovascular
CV_438.8	Rupture of artery	rupture of artery	Cardiovascular
CV_438.9	Aneurysm of pulmonary artery	aneurysm of pulmonary artery	Cardiovascular
CV_439	Hemorrhoids	hemorrhoids	Cardiovascular
CV_440	Embolism and thrombosis	embolism and thrombosis	Cardiovascular
CV_440.1	Venous thromboembolism	venous thromboembolism	Cardiovascular
CV_440.11	Deep vein thrombosis [DVT]	deep vein thrombosis dvt	Cardiovascular
CV_440.12	Portal vein thrombosis	portal vein thrombosis	Cardiovascular
CV_440.13	Phlebitis and thrombophlebitis	phlebitis and thrombophlebitis	Cardiovascular
CV_440.14	Budd-Chiari syndrome	budd-chiari syndrome	Cardiovascular
CV_440.15	Cerebral venous sinus thrombosis	cerebral venous sinus thrombosis	Cardiovascular
CV_440.2	Arterial embolism and thrombosis	arterial embolism and thrombosis	Cardiovascular
CV_440.21	Embolism of cerebral or precerebral arteries	embolism of cerebral or precerebral arteries	Cardiovascular
CV_440.22	Thrombosis of cerebral or precerebral arteries	thrombosis of cerebral or precerebral arteries	Cardiovascular
CV_440.3	Pulmonary embolism	pulmonary embolism	Cardiovascular
CV_440.4	Septic embolism	septic embolism	Cardiovascular
CV_441	Arteriovenous malformation	arteriovenous malformation	Cardiovascular
CV_441.1	Arteriovenous fistula	arteriovenous fistula	Cardiovascular
CV_441.2	Pulmonary arteriovenous malformation	pulmonary arteriovenous malformation	Cardiovascular
CV_441.3	Arteriovenous malformation of digestive system*	arteriovenous malformation of digestive system	Cardiovascular
CV_441.4	Arteriovenous malformation of renal vessel*	arteriovenous malformation of renal vessel	Cardiovascular
CV_441.5	Arteriovenous malformation of precerebral or cerebral vessels*	arteriovenous malformation of precerebral or cerebral vessels	Cardiovascular
CV_442	Disease of capillaries	disease of capillaries	Cardiovascular
CV_443	Other disorders of arteries and arterioles	other disorders of arteries and arterioles	Cardiovascular
CV_443.1	Stricture of artery [Arterial stenosis]	stricture of artery arterial stenosis	Cardiovascular
CV_443.2	Celiac artery compression syndrome	celiac artery compression syndrome	Cardiovascular
CV_443.3	Arterial fibromuscular dysplasia*	arterial fibromuscular dysplasia	Cardiovascular
CV_443.4	Necrosis of artery	necrosis of artery	Cardiovascular
CV_444.1	Varicose veins	varicose veins	Cardiovascular
CV_444.11	Varicose veins of lower extremities	varicose veins of lower extremities	Cardiovascular
CV_444.12	Gastric varices*	gastric varices	Cardiovascular
CV_444.13	Esophageal varices	esophageal varices	Cardiovascular
CV_444.14	Vulval varices	vulval varices	Cardiovascular
CV_444.15	Scrotal varices [Varicocele]	scrotal varices varicocele	Cardiovascular
CV_444.5	Venous insufficiency (chronic) (peripheral)	venous insufficiency chronic peripheral	Cardiovascular
CV_444.6	Chronic venous hypertension	chronic venous hypertension	Cardiovascular
CV_446	Hypotension	hypotension	Cardiovascular
CV_446.2	Orthostatic hypotension	orthostatic hypotension	Cardiovascular
CV_447	Nonspecific low blood-pressure reading	nonspecific low blood-pressure reading	Cardiovascular
CV_448	Peripheral vascular disease	peripheral vascular disease	Cardiovascular
CV_448.1	Raynaud's syndrome	raynauds syndrome	Cardiovascular
CV_448.2	Erythromelalgia	erythromelalgia	Cardiovascular
CV_448.9	Peripheral vascular disease NOS [includes PAD]	peripheral vascular diseaseincludes pad	Cardiovascular
