phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category
467.1	Acute laryngitis and tracheitis	acute laryngitis and tracheitis	Resp
469	Bronchitis	bronchitis	Resp
473.1	Upper respiratory tract hypersensitivity reaction	upper respiratory tract hypersensitivity reaction	Resp
284.23	Self-harm by asphyxiation	self-harm by asphyxiation	Mental
475.6	Cough variant asthma	cough variant asthma	Resp
475.5	Exercise induced bronchospasm	exercise induced bronchospasm	Resp
463.4	Nasal congestion*	nasal congestion	Resp
477.1	Pneumoconiosis	pneumoconiosis	Resp
299	Mental disorder, not otherwise specified	mental disorder not otherwise specified	Mental
478	Aspiration pneumonia	aspiration pneumonia	Resp
480.1	Acute pulmonary edema	acute pulmonary edema	Resp
480.2	Chronic pulmonary edema	chronic pulmonary edema	Resp
482.1	Abscess of lung and mediastinum	abscess of lung and mediastinum	Resp
482.12	Abscess of mediastinum	abscess of mediastinum	Resp
482.11	Abscess of lung	abscess of lung	Resp
481.7	Idiopathic pulmonary hemosiderosis	idiopathic pulmonary hemosiderosis	Resp
296.7	Dependent personality disorder	dependent personality disorder	Mental
481.41	Idiopathic interstitial pneumonia	idiopathic interstitial pneumonia	Resp
481.42	Idiopathic pulmonary fibrosis	idiopathic pulmonary fibrosis	Resp
481.43	Interstitial pneumonitis	interstitial pneumonitis	Resp
481.3	Pulmonary alveolar microlithiasis	pulmonary alveolar microlithiasis	Resp
T850.1	Concussion with no loss of consciousness	concussion with no loss of consciousness	Trauma
481.45	Cryptogenic organizing pneumonia	cryptogenic organizing pneumonia	Resp
481.46	Desquamative interstitial pneumonia	desquamative interstitial pneumonia	Resp
481.44	Respiratory bronchiolitis interstitial lung disease [RBILD]	respiratory bronchiolitis interstitial lung disease rbild	Resp
484.1	Spontaneous pneumothorax	spontaneous pneumothorax	Resp
484.2	Chronic pneumothorax	chronic pneumothorax	Resp
484.3	Iatrogenic pneumothorax	iatrogenic pneumothorax	Resp
497	Respiratory arrest	respiratory arrest	Resp
294	Sexual dysfunction and disorders	sexual dysfunction and disorders	Mental
491	Pleurisy	pleurisy	Resp
293.1	Anorexia nervosa	anorexia nervosa	Mental
286.3	Premenstrual dysphoric disorder	premenstrual dysphoric disorder	Mental
234.1	Essential fatty acid [EFA] deficiency*	essential fatty acid efa deficiency	Metab
286.2	Major depressive disorder	major depressive disorder	Mental
286.1	Bipolar disorder	bipolar disorder	Mental
750.61	Malformations of aqueduct of Sylvius*	malformations of aqueduct of sylvius	Cong
353	Symptoms and signs involving general sensations and perceptions	symptoms and signs involving general sensations and perceptions	Neuro
522	Gastrointestinal inflammation	gastrointestinal inflammation	GI
733.4	Dentofacial functional abnormalities	dentofacial functional abnormalities	Musc/Skel
351.4	Hyperesthesia*	hyperesthesia	Neuro
121.11	Acute lymphoid leukemia	acute lymphoid leukemia	Neoplasms
287.3	Schizotypal personality disorder	schizotypal personality disorder	Mental
234	Other nutritional deficiencies	other nutritional deficiencies	Metab
506	Diseases of salivary glands	diseases of salivary glands	GI
506.1	Atrophy of salivary gland	atrophy of salivary gland	GI
733.2	Anomalies of dental arch relationship	anomalies of dental arch relationship	Musc/Skel
351.3	Paresthesia of skin*	paresthesia of skin	Neuro
766.2	Cystic liver disease	cystic liver disease	Cong
750.1	Aplasia/Hypoplasia of the brain	aplasiahypoplasia of the brain	Cong
091	Gangrene	gangrene	ID
529.3	Fecal incontinence	fecal incontinence	GI
529.4	Abnormal bowel sounds and visible peristalsis	abnormal bowel sounds and visible peristalsis	GI
351.2	Hypoesthesia of skin*	hypoesthesia of skin	Neuro
554.2	Cyst and pseudocyst of pancreas	cyst and pseudocyst of pancreas	GI
554.12	Chronic pancreatitis	chronic pancreatitis	GI
554.11	Acute pancreatitis	acute pancreatitis	GI
351.1	Anesthesia of skin*	anesthesia of skin	Neuro
351	Disturbances of skin sensation	disturbances of skin sensation	Neuro
556.4	Abdominal rigidity	abdominal rigidity	GI
556.3	Abdominal or pelvic swelling, mass, or lump	abdominal or pelvic swelling mass or lump	GI
596.3	Diverticulum of bladder	diverticulum of bladder	Genitourinary
597.3	Urethral fistula	urethral fistula	Genitourinary
350.4	Abnormal posture	abnormal posture	Neuro
603.3	Torsion of testis	torsion of testis	Genitourinary
603.4	Atrophy of testis	atrophy of testis	Genitourinary
604.4	Priapism	priapism	Genitourinary
350.3	Abnormal reflex	abnormal reflex	Neuro
625.2	Postcoital bleeding	postcoital bleeding	Genitourinary
628.1	Follicular cyst of ovary	follicular cyst of ovary	Genitourinary
628.2	Corpus luteum cyst or hematoma	corpus luteum cyst or hematoma	Genitourinary
350.2	Meningismus	meningismus	Neuro
350.1	Tetany	tetany	Neuro
901.4	Papyraceous fetus	papyraceous fetus	Preg
908.12	Eclampsia	eclampsia	Preg
908.11	Severe pre-eclampsia or HELLP syndrome	severe pre-eclampsia or hellp syndrome	Preg
911.1	Hyperemesis gravidarum	hyperemesis gravidarum	Preg
350	Other symptoms involving nervous & musculoskeletal system	other symptoms involving nervous  musculoskeletal system	Neuro
909.3	Abnormal glucose complicating pregnancy	abnormal glucose complicating pregnancy	Preg
909.2	Pre-existing diabetes mellitus in pregnancy*	pre-existing diabetes mellitus in pregnancy	Preg
909.1	Gestational diabetes mellitus*	gestational diabetes mellitus	Preg
920.1	Polyhydramnios	polyhydramnios	Preg
920.2	Oligohydramnios	oligohydramnios	Preg
930.3	Abnormalities of gravid uterus	abnormalities of gravid uterus	Preg
932.4	Decreased fetal movements, affecting management of mother	decreased fetal movements affecting management of mother	Preg
932.5	Fetal hematologic conditions	fetal hematologic conditions	Preg
280.81	Other psychoactive substance abuse	other psychoactive substance abuse	Mental
280.72	Hallucinogen dependence	hallucinogen dependence	Mental
280.71	Hallucinogen abuse	hallucinogen abuse	Mental
280.42	Sedative, hypnotic or anxiolytic-related dependence	sedative hypnotic or anxiolytic-related dependence	Mental
865	Neonatal disorders of digestive system	neonatal disorders of digestive system	Neonate
866	Disturbances of temperature regulation of newborn	disturbances of temperature regulation of newborn	Neonate
280.51	Cocaine abuse	cocaine abuse	Mental
280.52	Cocaine dependence	cocaine dependence	Mental
280.32	Cannabis dependence	cannabis dependence	Mental
280.31	Cannabis abuse	cannabis abuse	Mental
280.22	Opioid dependence	opioid dependence	Mental
280.21	Opioid abuse	opioid abuse	Mental
796.11	Situs inversus	situs inversus	Cong
885.221	Very preterm, 31 weeks*	very preterm 31 weeks	Neonate
280.11	Alcohol abuse	alcohol abuse	Mental
603.6	Scrotal pain*	scrotal pain	Genitourinary
885.22	Very preterm, 31-32 weeks	very preterm 31-32 weeks	Neonate
892.41	Asperger's syndrome*	aspergers syndrome	Dev
885.31	Moderate to late preterm, 33-34 weeks	moderate to late preterm 33-34 weeks	Neonate
868	Conditions of integument specific to newborn	conditions of integument specific to newborn	Neonate
298.2	Pathological gambling	pathological gambling	Mental
907	Placental disorders	placental disorders	Preg
249.1	Cerebral amyloid angiopathy*	cerebral amyloid angiopathy	Metab
663.11	Pemphigus vulgaris*	pemphigus vulgaris	Derm
663.2	Pemphigoid	pemphigoid	Derm
347.2	Disorders of meninges	disorders of meninges	Neuro
589.1	Membranous glomerulonephritis	membranous glomerulonephritis	Genitourinary
885.222	Very preterm, 32 weeks*	very preterm 32 weeks	Neonate
872	Other and ill-defined conditions originating in the perinatal period	other and ill-defined conditions originating in the perinatal period	Neonate
348.21	Vascular myelopathies	vascular myelopathies	Neuro
753.21	Congenital aphakia	congenital aphakia	Cong
926	Mental disorders complicating pregnancy, childbirth and the puerperium	mental disorders complicating pregnancy childbirth and the puerperium	Preg
853.4	Pulmonary hypertension of newborn*	pulmonary hypertension of newborn	Neonate
853.5	Cardiac arrest of newborn	cardiac arrest of newborn	Neonate
280.61	Other stimulant abuse	other stimulant abuse	Mental
940.1	Maternal care for breech presentation	maternal care for breech presentation	Preg
929	Excessive fetal growth	excessive fetal growth	Preg
348.4	Spinal cord compression*	spinal cord compression	Neuro
902	Intrauterine death	intrauterine death	Preg
348.2	Myelopathies	myelopathies	Neuro
348.1	Syringomyelia and syringobulbia	syringomyelia and syringobulbia	Neuro
927.1	Alcohol use during pregnancy*	alcohol use during pregnancy	Preg
922	Endocrine, nutritional and metabolic diseases complicating pregnancy	endocrine nutritional and metabolic diseases complicating pregnancy	Preg
919	Peripheral neuritis in pregnancy	peripheral neuritis in pregnancy	Preg
947.1	Prolapse of cord complicating labor and delivery	prolapse of cord complicating labor and delivery	Preg
907.6	Malformation of placenta*	malformation of placenta	Preg
949.2	Hypotension syndrome or shock during or following labor and delivery	hypotension syndrome or shock during or following labor and delivery	Preg
949.3	Acute renal failure following labor and delivery	acute renal failure following labor and delivery	Preg
345.3	Hypertensive encephalopathy	hypertensive encephalopathy	Neuro
952.5	Peripartum cardiomyopathy	peripartum cardiomyopathy	Preg
666.6	Cholinergic urticaria	cholinergic urticaria	Derm
232.29	Folate deficiency [Vitamin B9]	folate deficiency vitamin b9	Metab
200.13	Postprocedural hypothyroidism	postprocedural hypothyroidism	Endo
200.12	Hypothyroidism due to drugs or iatrogenic causes	hypothyroidism due to drugs or iatrogenic causes	Endo
685.81	Primary focal hyperhidrosis	primary focal hyperhidrosis	Derm
685.82	Generalized hyperhidrosis	generalized hyperhidrosis	Derm
703.11	Gout	gout	Musc/Skel
703.2	Chondrocalcinosis	chondrocalcinosis	Musc/Skel
703.3	Hydroxyapatite deposition disease*	hydroxyapatite deposition disease	Musc/Skel
705.11	Felty's syndrome	feltys syndrome	Musc/Skel
705.12	Rheumatoid lung disease with rheumatoid arthritis	rheumatoid lung disease with rheumatoid arthritis	Musc/Skel
707.4	Arthropathy associated with neurological disorders	arthropathy associated with neurological disorders	Musc/Skel
712	Other specific joint derangements	other specific joint derangements	Musc/Skel
723.51	Achilles tendinitis	achilles tendinitis	Musc/Skel
714.4	Spinal osteochondrosis	spinal osteochondrosis	Musc/Skel
885.211	Very preterm, 29 weeks*	very preterm 29 weeks	Neonate
717	Other and unspecified dorsopathies	other anddorsopathies	Musc/Skel
717.2	Sacrococcygeal disorders	sacrococcygeal disorders	Musc/Skel
771.27	Epispadias	epispadias	Cong
856.7	Congenital syphilis	congenital syphilis	Neonate
853.21	Neonatal tachycardia	neonatal tachycardia	Neonate
853.2	Neonatal cardiac dysrhythmia	neonatal cardiac dysrhythmia	Neonate
240.1	Disorders of aromatic amino-acid metabolism	disorders of aromatic amino-acid metabolism	Metab
854.12	Transient tachypnea of newborn	transient tachypnea of newborn	Neonate
700.42	Dermatomyositis	dermatomyositis	Musc/Skel
700.41	Myositis	myositis	Musc/Skel
712.51	Hypermobility syndrome	hypermobility syndrome	Musc/Skel
522.8	Duodenitis	duodenitis	GI
719.1	Cramp and spasm	cramp and spasm	Musc/Skel
468	Pneumonia	pneumonia	Resp
122.26	Extranodal NK/T-cell lymphoma, nasal type*	extranodal nkt-cell lymphoma nasal type	Neoplasms
726.8	Skeletal fluorosis*	skeletal fluorosis	Musc/Skel
726.7	Major osseous defects	major osseous defects	Musc/Skel
726.6	Osteolysis*	osteolysis	Musc/Skel
726.5	Osteomalacia	osteomalacia	Musc/Skel
726.4	Stress fracture	stress fracture	Musc/Skel
890.4	Arrest of bone development or growth	arrest of bone development or growth	Dev
724.51	Calcaneal spur	calcaneal spur	Musc/Skel
722.4	Palmar fascial fibromatosis [Dupuytren]	palmar fascial fibromatosis dupuytren	Musc/Skel
719.92	Contracture of joint	contracture of joint	Musc/Skel
719.91	Contracture of tendon	contracture of tendon	Musc/Skel
730.1	Segmental and somatic dysfunction	segmental and somatic dysfunction	Musc/Skel
727.7	Osteitis condensans	osteitis condensans	Musc/Skel
728.8	Kienböck's disease of adults*	kienbcks disease of adults	Musc/Skel
728.7	Relapsing polychondritis*	relapsing polychondritis	Musc/Skel
728.6	Chondrolysis*	chondrolysis	Musc/Skel
729.1	Acquired deformity of nose	acquired deformity of nose	Musc/Skel
729.2	Other acquired deformity of head	other acquired deformity of head	Musc/Skel
462.2	Chronic sinusitis	chronic sinusitis	Resp
729.3	Acquired deformity of neck	acquired deformity of neck	Musc/Skel
729.5	Acquired deformity of chest and rib	acquired deformity of chest and rib	Musc/Skel
200	Disorders of thyroid gland	disorders of thyroid gland	Endo
729.7	Acquired deformity of pelvis	acquired deformity of pelvis	Musc/Skel
729.8	Cauliflower ear	cauliflower ear	Musc/Skel
885.4	Term	term	Neonate
114.6	Pheochromocytoma (including adrenal gland neoplasms)	pheochromocytoma including adrenal gland neoplasms	Neoplasms
885.311	Moderate to late preterm, 33 weeks*	moderate to late preterm 33 weeks	Neonate
756.1	Branchial anomaly	branchial anomaly	Cong
N010	Observation and evaluation of newborn	observation and evaluation of newborn	Neonate
N000.1	Liveborn infant, born in hospital	liveborn infant born in hospital	Neonate
346.6	Cerebral edema	cerebral edema	Neuro
777.12	Congenital subglottic stenosis*	congenital subglottic stenosis	Cong
466	Tonsillitis and adenoiditis	tonsillitis and adenoiditis	Resp
466.3	Peritonsillar abscess	peritonsillar abscess	Resp
460	Acute respiratory infection	acute respiratory infection	Resp
778.3	Patent ductus arteriosus	patent ductus arteriosus	Cong
441.4	Arteriovenous malformation of renal vessel*	arteriovenous malformation of renal vessel	Cardio
280.14	Alcoholic pancreatitis	alcoholic pancreatitis	Mental
374.512	Exuadative (wet) age-related macular degeneration	exuadative wet age-related macular degeneration	Eye
344.3	Cerebrospinal fluid leak	cerebrospinal fluid leak	Neuro
344.2	Benign intracranial hypertension	benign intracranial hypertension	Neuro
416.51	Atrial premature depolarization [Supraventricular premature beats]	atrial premature depolarization supraventricular premature beats	Cardio
344.1	Hydrocephalus	hydrocephalus	Neuro
730.3	Immobility syndrome (paraplegic)*	immobility syndrome paraplegic	Musc/Skel
891.12	Mixed receptive-expressive language disorder	mixed receptive-expressive language disorder	Dev
891.11	Expressive language disorder	expressive language disorder	Dev
758	Congenital deformities of skull, face, and jaw	congenital deformities of skull face and jaw	Cong
756.2	Preauricular sinus and cyst	preauricular sinus and cyst	Cong
765.1	Meckel diverticulum	meckel diverticulum	Cong
767	Congenital malformations of pancreas	congenital malformations of pancreas	Cong
770.1	Congenital malformation of ovary	congenital malformation of ovary	Cong
771.3	Aplasia/hypoplasia of testis and scrotum*	aplasiahypoplasia of testis and scrotum	Cong
774.1	Obstructive defects of renal pelvis and ureter, congenital	obstructive defects of renal pelvis and ureter congenital	Cong
773.9	Hyperplastic and giant kidney*	hyperplastic and giant kidney	Cong
344.14	Post-traumatic hydrocephalus, unspecified*	post-traumatic hydrocephalus	Neuro
714.7	Fusion of spine*	fusion of spine	Musc/Skel
882	Intrauterine hypoxia, birth asphyxia and fetal distress	intrauterine hypoxia birth asphyxia and fetal distress	Neonate
715.5	Ankylosing hyperostosis [Forestier]	ankylosing hyperostosis forestier	Musc/Skel
715.4	Spinal stenosis	spinal stenosis	Musc/Skel
715.3	Spondylolisthesis	spondylolisthesis	Musc/Skel
715.2	Spondylolysis	spondylolysis	Musc/Skel
715.1	Spondylosis	spondylosis	Musc/Skel
719.11	Spasm of muscle	spasm of muscle	Musc/Skel
700.44	Inclusion body myositis	inclusion body myositis	Musc/Skel
719.6	Muscle wasting and atrophy	muscle wasting and atrophy	Musc/Skel
719	Disorders of muscle	disorders of muscle	Musc/Skel
344.13	(Idiopathic) normal pressure hydrocephalus	idiopathic normal pressure hydrocephalus	Neuro
832.3	Biliuria	biliuria	Signs/Symptoms
721.12	Radial styloid tenosynovitis [de Quervain]	radial styloid tenosynovitis de quervain	Musc/Skel
721.16	Transient synovitis*	transient synovitis	Musc/Skel
721.1	Synovitis and tenosynovitis	synovitis and tenosynovitis	Musc/Skel
721	Synoviopathy and bursopathy	synoviopathy and bursopathy	Musc/Skel
469.1	Acute bronchitis	acute bronchitis	Resp
