hpo_code	hpo_label	hpo_simpleLabel	hpo_original
HP_0004481	Progressive macrocephaly	progressive macrocephaly	True
HP_0004481	Macrocephaly, progressive	macrocephaly progressive	False
HP_0004481	Progressively abnormally enlarging cranium	progressively abnormally enlarging cranium	False
HP_0004481	Progressively abnormally enlarging skull	progressively abnormally enlarging skull	False
HP_0004482	Relative macrocephaly	relative macrocephaly	True
HP_0004482	Disproportionately large head	disproportionately large head	False
HP_0004482	Macrocephaly, relative	macrocephaly relative	False
HP_0004482	Relatively large head	relatively large head	False
HP_0004484	Craniofacial asymmetry	craniofacial asymmetry	True
HP_0004484	Uneven craniofacial structures	uneven craniofacial structures	False
HP_0004485	Cessation of head growth	cessation of head growth	True
HP_0004485	Cranium stopped growing	cranium stopped growing	False
HP_0004485	Head stopped growing	head stopped growing	False
HP_0004487	Acrobrachycephaly	acrobrachycephaly	True
HP_0004488	Macrocephaly at birth	macrocephaly at birth	True
HP_0004488	Big cranium present at birth	big cranium present at birth	False
HP_0004488	Big cranium present since birth	big cranium present since birth	False
HP_0004488	Big skull present at birth	big skull present at birth	False
HP_0004488	Big skull present since birth	big skull present since birth	False
HP_0004488	Congenital large cranium	congenital large cranium	False
HP_0004488	Congenital large skull	congenital large skull	False
HP_0004488	Congenital macrocephaly	congenital macrocephaly	False
HP_0004488	Head circumference large for gestational age	head circumference large for gestational age	False
HP_0004488	Large cranium present at birth	large cranium present at birth	False
HP_0004488	Large cranium present since birth	large cranium present since birth	False
HP_0004488	Large skull present at birth	large skull present at birth	False
HP_0004488	Large skull present since birth	large skull present since birth	False
HP_0004490	Calvarial hyperostosis	calvarial hyperostosis	True
HP_0004490	Hyperostosis of calvarial bones	hyperostosis of calvarial bones	False
HP_0004490	Increased ossification of calvarial bones	increased ossification of calvarial bones	False
HP_0004490	Overgrowth of skullcap	overgrowth of skullcap	False
HP_0004491	Large posterior fontanelle	large posterior fontanelle	True
HP_0004491	Large posterior fontanel	large posterior fontanel	False
HP_0004492	Widely patent fontanelles and sutures	widely patent fontanelles and sutures	True
HP_0004492	Widely patent fontanels and sutures	widely patent fontanels and sutures	False
HP_0010537	Wide cranial sutures	wide cranial sutures	True
HP_0010537	Broad cranial sutures	broad cranial sutures	False
HP_0010537	Large cranial suture	large cranial suture	False
HP_0010537	Persistent open cranial sutures	persistent open cranial sutures	False
HP_0010537	Widened cranial sutures	widened cranial sutures	False
HP_0010537	open cranial sutures	open cranial sutures	False
HP_0004493	Craniofacial hyperostosis	craniofacial hyperostosis	True
HP_0004493	Excessive bone growth of the skull and face	excessive bone growth of the skull and face	False
HP_0004493	Hyperostosis of craniofacial bones	hyperostosis of craniofacial bones	False
HP_0004493	Increased ossification of craniofacial bones	increased ossification of craniofacial bones	False
HP_0004495	Thin anteverted nares	thin anteverted nares	True
HP_0004496	obsolete Posterior choanal atresia	obsolete posterior choanal atresia	True
HP_0004499	Chronic rhinitis due to narrow nasal airway	chronic rhinitis due to narrow nasal airway	True
HP_0004499	Chronic nasal inflammation due to narrow nasal airway	chronic nasal inflammation due to narrow nasal airway	False
HP_0004502	Bilateral choanal atresia	bilateral choanal atresia	True
HP_0004502	Bilateral blockage of the rear opening of the nasal cavity	bilateral blockage of the rear opening of the nasal cavity	False
HP_0004502	Bilateral obstruction of the rear opening of the nasal cavity	bilateral obstruction of the rear opening of the nasal cavity	False
HP_0004510	Pancreatic islet-cell hyperplasia	pancreatic islet-cell hyperplasia	True
HP_0004510	Hyperplastic islets of langerhans	hyperplastic islets of langerhans	False
HP_0004510	Hypertrophic pancreatic islets	hypertrophic pancreatic islets	False
HP_0004510	Islet of Langerhans hyperplasia	islet of langerhans hyperplasia	False
HP_0004510	Islets of langerhans hypertrophy	islets of langerhans hypertrophy	False
HP_0004510	Pancreatic islet-cell hypertrophy	pancreatic islet-cell hypertrophy	False
HP_0006476	Abnormality of the pancreatic islet cells	abnormality of the pancreatic islet cells	True
HP_0004523	Long eyebrows	long eyebrows	True
HP_0004523	Elongated eyebrow	elongated eyebrow	False
HP_0004523	Increased horizontal length of eyebrow	increased horizontal length of eyebrow	False
HP_0004523	Increased transverse length of eyebrow	increased transverse length of eyebrow	False
HP_0004524	Temporal hypotrichosis	temporal hypotrichosis	True
HP_0004524	Reduced hair growth in temporal region	reduced hair growth in temporal region	False
HP_0011361	Congenital abnormal hair pattern	congenital abnormal hair pattern	True
HP_0011361	Abnormal hair pattern since birth	abnormal hair pattern since birth	False
HP_0004527	Large clumps of pigment irregularly distributed along hair shaft	large clumps of pigment irregularly distributed along hair shaft	True
HP_0004528	Generalized hypotrichosis	generalized hypotrichosis	True
HP_0004528	Generalised hypotrichosis	generalized hypotrichosis	False
HP_0004528	Hypotrichosis, generalised	hypotrichosis generalized	False
HP_0004528	Hypotrichosis, generalized	hypotrichosis generalized	False
HP_0004529	Atrophic, patchy alopecia	atrophic patchy alopecia	True
HP_0004532	Sacral hypertrichosis	sacral hypertrichosis	True
HP_0004535	Anterior cervical hypertrichosis	anterior cervical hypertrichosis	True
HP_0004535	Congenital cervical hypertrichosis	congenital cervical hypertrichosis	False
HP_0004535	Hypertrichosis, congenital anterior cervical	hypertrichosis congenital anterior cervical	False
HP_0004540	Congenital, generalized hypertrichosis	congenital generalized hypertrichosis	True
HP_0004540	Congenital generalised hypertrichosis	congenital generalized hypertrichosis	False
HP_0004540	Congenital generalized hypertrichosis	congenital generalized hypertrichosis	False
HP_0004540	Congenital, generalised hypertrichosis	congenital generalized hypertrichosis	False
HP_0004540	Hypertrichosis universalis	hypertrichosis universalis	False
HP_0004544	obsolete Pointed frontal hairline	obsolete pointed frontal hairline	True
HP_0004552	Scarring alopecia of scalp	scarring alopecia of scalp	True
HP_0004552	Cicatricial alopecia	cicatricial alopecia	False
HP_0004554	Generalized hypertrichosis	generalized hypertrichosis	True
HP_0004554	Generalised hypertrichosis	generalized hypertrichosis	False
HP_0004557	Anterior vertebral fusion	anterior vertebral fusion	True
HP_0004558	Cervical platyspondyly	cervical platyspondyly	True
HP_0004558	Flattened cervical vertebral bodies	flattened cervical vertebral bodies	False
HP_0046508	Abnormal cervical spine morphology	abnormal cervical spine morphology	True
HP_0004562	Beaking of vertebral bodies T12-L3	beaking of vertebral bodies t12-l3	True
HP_0004568	Beaking of vertebral bodies	beaking of vertebral bodies	True
HP_0004568	Anterior beaking of vertebrae	anterior beaking of vertebrae	False
HP_0004568	Anterior beaking of vertebral bodies	anterior beaking of vertebral bodies	False
HP_0004568	Beaked vertebral bodies	beaked vertebral bodies	False
HP_0004568	Vertebral tongue-like protrusion	vertebral tongue-like protrusion	False
HP_0004568	anterior beaking	anterior beaking	False
HP_0004563	Increased spinal bone density	increased spinal bone density	True
HP_0004563	Increased density of spinal bone	increased density of spinal bone	False
HP_0004563	Ivory spinal bone	ivory spinal bone	False
HP_0004565	Severe platyspondyly	severe platyspondyly	True
HP_0004565	platyspondyly, extreme	platyspondyly extreme	False
HP_0004566	Pear-shaped vertebrae	pear-shaped vertebrae	True
HP_0004566	Pear-shaped vertebral bodies	pear-shaped vertebral bodies	False
HP_0004570	Increased vertebral height	increased vertebral height	True
HP_0004570	Tall vertebral bodies	tall vertebral bodies	False
HP_0004571	Widening of cervical spinal canal	widening of cervical spinal canal	True
HP_0004573	Anterior wedging of T11	anterior wedging of t11	True
HP_0004573	Anterior wedging of the 11th thoracic vertebra	anterior wedging of the 11th thoracic vertebra	False
HP_0004573	Wedge-shaped 11th thoracic vertebra	wedge-shaped 11th thoracic vertebra	False
HP_0008422	Vertebral wedging	vertebral wedging	True
HP_0008422	Wedge-shaped vertebrae	wedge-shaped vertebrae	False
HP_0008422	Wedged vertebrae	wedged vertebrae	False
HP_0008422	anterior wedging	anterior wedging	False
HP_0004575	Fusion of midcervical facet joints	fusion of midcervical facet joints	True
HP_0004576	Sclerotic vertebral endplates	sclerotic vertebral endplates	True
HP_0004576	Endplate sclerosis	endplate sclerosis	False
HP_0004580	Anterior scalloping of vertebral bodies	anterior scalloping of vertebral bodies	True
HP_0004581	Increased anterior vertebral height	increased anterior vertebral height	True
HP_0004582	Irregularity of vertebral bodies	irregularity of vertebral bodies	True
HP_0004589	Dysplasia of second lumbar vertebra	dysplasia of second lumbar vertebra	True
HP_0004590	Hypoplastic sacrum	hypoplastic sacrum	True
HP_0004590	Small sacrum	small sacrum	False
HP_0008517	Aplasia/Hypoplasia of the sacrum	aplasiahypoplasia of the sacrum	True
HP_0008517	Absent/small sacrum	absentsmall sacrum	False
HP_0008517	Absent/underdeveloped sacrum	absentunderdeveloped sacrum	False
HP_0004591	Disc-like vertebral bodies	disc-like vertebral bodies	True
HP_0004592	Thoracic platyspondyly	thoracic platyspondyly	True
HP_0004594	Hump-shaped mound of bone in central and posterior portions of vertebral endplate	hump-shaped mound of bone in central and posterior portions of vertebral endplate	True
HP_0004598	Supernumerary vertebral ossification centers	supernumerary vertebral ossification centers	True
HP_0004598	Supernumerary vertebral ossification centres	supernumerary vertebral ossification centers	False
HP_0100569	Abnormally ossified vertebrae	abnormally ossified vertebrae	True
HP_0100569	Abnormal bone maturation of vertebra	abnormal bone maturation of vertebra	False
HP_0100569	Abnormal vertebral ossification	abnormal vertebral ossification	False
HP_0100569	Abnormality of ossification/mineralisation of vertebrae	abnormality of ossificationmineralisation of vertebrae	False
HP_0004599	Absent or minimally ossified vertebral bodies	absent or minimally ossified vertebral bodies	True
HP_0004606	Unossified vertebral bodies	unossified vertebral bodies	True
HP_0100856	Poorly ossified vertebrae	poorly ossified vertebrae	True
HP_0004601	Spina bifida occulta at L5	spina bifida occulta at l5	True
HP_0004602	Cervical C2/C3 vertebral fusion	cervical c2c3 vertebral fusion	True
HP_0004602	Fusion of cervical vertebrae c2-3	fusion of cervical vertebrae c2-3	False
HP_0004602	Klippel-Feil anomaly	klippel-feil anomaly	False
HP_0004602	Klippel-Feil syndrome	klippel-feil syndrome	False
HP_0004603	Hyperconvex vertebral body endplates	hyperconvex vertebral body endplates	True
HP_0004605	Absent vertebral body mineralization	absent vertebral body mineralization	True
HP_0004607	Anterior beaking of lower thoracic vertebrae	anterior beaking of lower thoracic vertebrae	True
HP_0004608	Anteriorly placed odontoid process	anteriorly placed odontoid process	True
HP_0004609	Patchy distortion of vertebrae	patchy distortion of vertebrae	True
HP_0004610	Lumbar spinal canal stenosis	lumbar spinal canal stenosis	True
HP_0004610	Lumbar spinal stenosis	lumbar spinal stenosis	False
HP_0004610	Narrow lumbar spinal canal	narrow lumbar spinal canal	False
HP_0004611	Anterior concavity of thoracic vertebrae	anterior concavity of thoracic vertebrae	True
HP_0004611	Anteriorly concave vertebrae	anteriorly concave vertebrae	False
HP_0004614	Spina bifida occulta at S1	spina bifida occulta at s1	True
HP_0004616	Cleft vertebral arch	cleft vertebral arch	True
HP_0008438	Vertebral arch anomaly	vertebral arch anomaly	True
HP_0008438	Vertebral arch abnormalities	vertebral arch abnormalities	False
HP_0004617	Butterfly vertebral arch	butterfly vertebral arch	True
HP_0004618	Sandwich appearance of vertebral bodies	sandwich appearance of vertebral bodies	True
HP_0004619	Lumbar kyphoscoliosis	lumbar kyphoscoliosis	True
HP_0004626	Lumbar scoliosis	lumbar scoliosis	True
HP_0008454	Lumbar kyphosis	lumbar kyphosis	True
HP_0008454	Lumbar gibbus deformity	lumbar gibbus deformity	False
HP_0008454	Rounded lower back	rounded lower back	False
HP_0004621	Enlarged vertebral pedicles	enlarged vertebral pedicles	True
HP_0004621	Hyperplastic vertebral pedicles	hyperplastic vertebral pedicles	False
HP_0030277	Abnormal vertebral pedicle morphology	abnormal vertebral pedicle morphology	True
HP_0004622	Progressive intervertebral space narrowing	progressive intervertebral space narrowing	True
