narrower,phecode1.2_label,hpo_label,phecode1.2_code,hpo_code
,Cystoid macular degeneration of retina,Macular hole,362.23,HP_0011508
,Congenital anomalies of face and neck,Bifid uvula,749,HP_0000193
,"Antepartum hemorrhage, abruptio placentae, and placenta previa",Caesarian section,635.2,HP_0011410
,Broken tooth,Ankylosis,873,HP_0031013
,Facial weakness,Facial paralysis,772.6,HP_0007209
,Anterior horn cell disease,Nonprogressive muscular atrophy,334.2,HP_0008964
,Disorders of optic nerve and visual pathways,Optic neuropathy,377,HP_0001138
,Muscular wasting and disuse atrophy,Skeletal myopathy,772.1,HP_0003756
,Macroglobulinemia,Hematological neoplasm,270.35,HP_0004377
,Retinopathy of prematurity,Retinopathy of prematurity plus,362.1,HP_0500062
,Muscle weakness,Bulbar palsy,772.3,HP_0001283
,Urethral stricture due to infecton,Urethral stricture,592.3,HP_0012227
,Palpitations,Ventricular ectopy,427.9,HP_0034041
,Angiodysplasia of intestine (without mention of hemorrhage),Gastrointestinal hemorrhage,556.11,HP_0002239
,Abnormal sputum,Hemoptysis,516,HP_0002105
,Other dyschromia,Multiple lentigines,694.2,HP_0001003
,Chronic osteomyelitis,Foot osteomyelitis,710.12,HP_0001886
,Congenital anomalies of posterior segment of eye,Chorioretinal degeneration,753.2,HP_0200065
,Heartburn,Gastroesophageal reflux,530.9,HP_0002020
,Aplastic anemia,Congenital hypoplastic anemia,284,HP_0004810
,Acquired hemolytic anemias,Autoimmune hemolytic anemia,283,HP_0001890
,Myeloproliferative disease,IgA heavy chain paraproteinemia,200,HP_0020194
,Cardiac congenital anomalies,Discordant atrioventricular connection,747.1,HP_0011553
,Strabismus and other disorders of binocular eye movements,Impaired convergence,378,HP_0000619
,Cancer of bone and connective tissue,Carcinoma,170,HP_0030731
,"Dentofacial anomalies, including malocclusion",Overjet,524,HP_0011095
,"Benign neoplasm of brain, cranial nerves, meninges",Neoplasm,225.1,HP_0002664
,Cardiac conduction disorders,First degree atrioventricular block,426,HP_0011705
,Congenital anomalies of posterior segment of eye,Retinal detachment,753.2,HP_0000541
,Retinopathy of prematurity,Retinopathy of prematurity,362.1,HP_0500049
,"Chronic glomerulonephritis, NOS",Glomerulonephritis,580.14,HP_0000099
,Respiratory complications,Tracheal stenosis,519.2,HP_0002777
,Benign neoplasm of other endocrine glands and related structures,Parathyroid adenoma,227,HP_0002897
,Other dyschromia,Mongolian blue spot,694.2,HP_0011369
,Polyneuropathy due to drugs,Polyneuropathy,316.1,HP_0001271
,Other disorders of stomach and duodenum,Pyloric stenosis,537,HP_0002021
,"Esophagitis, GERD and related diseases",Abnormality of the gastrointestinal tract,530.1,HP_0011024
,Fracture of ribs,Fractured sternum,807,HP_0041246
,"Epilepsy, recurrent seizures, convulsions",Generalized non-convulsive status epilepticus without coma,345,HP_0032860
,Congenital anomalies of limbs,Talipes,755,HP_0001883
,Retinal vascular changes and abnomalities,Central retinal vein occlusion,362.4,HP_0020166
,Nausea and vomiting,Nausea and vomiting,789,HP_0002017
,Aneurysm and dissection of heart,Coronary artery fistula,411.41,HP_0011641
,Nephritis; nephrosis; renal sclerosis,Abnormality of the genitourinary system,580,HP_0000119
,Anxiety disorders,Behavioral abnormality,300,HP_0000708
,Disorders of lacrimal system,Epiphora,375,HP_0009926
,Cancer of bone and connective tissue,Leiomyosarcoma,170,HP_0100243
,Inflammation of the eye,Iritis,371,HP_0001101
,Reflux esophagitis,Esophagitis,530.14,HP_0100633
,Psoriatic arthropathy,Arthritis,696.42,HP_0001369
,Spina bifida,Hydrocephalus,752.11,HP_0000238
,Hepatitis NOS,Acute hepatitis,070.9,HP_0200119
,Nephritis and nephropathy in diseases classified elsewhere,Glomerulonephritis,580.31,HP_0000099
,Lack of normal physiological development,Short stature,264,HP_0004322
,Other local infections of skin and subcutaneous tissue,Erysipelas,686,HP_0001055
,Medulloadrenal hyperfunction,Pheochromocytoma,255.13,HP_0002666
,Hypersomnia,Excessive daytime somnolence,327.1,HP_0001262
,Raynaud's syndrome,Raynaud phenomenon,443.1,HP_0030880
,Other disorders of thyroid,Abnormality of the thyroid gland,246,HP_0000820
,Azoospermia and oligospermia,Non-obstructive azoospermia,609.11,HP_0011961
,Umbilical cord complications during labor and delivery,Nuchal cord,663,HP_0012498
,Alopecia Areata,Alopecia of scalp,704.11,HP_0002293
,Hyperparathyroidism,Hyperparathyroidism,252.1,HP_0000843
,Left bundle branch block,Left anterior fascicular block,426.32,HP_0011711
,Candidiasis,Chronic mucocutaneous candidiasis,112,HP_0002728
,Cerebral cysts,Porencephalic cyst,348.4,HP_0002132
,Gastritis and duodenitis,Abnormality of the gastrointestinal tract,535,HP_0011024
,Hodgkin's disease,Hematological neoplasm,201,HP_0004377
,Alcohol-related disorders,Excessive daytime somnolence,317,HP_0001262
,Sinoatrial node dysfunction (Bradycardia),Sensorineural hearing impairment,427.8,HP_0000407
,Genitourinary congenital anomalies,Chordee,751,HP_0000041
,Other disorders of pancreatic internal secretion,Hyperinsulinemia,251,HP_0000842
,Cardiac congenital anomalies,Muscular ventricular septal defect,747.1,HP_0011623
,Valvular heart disease/ heart chambers,P mitrale,747.12,HP_0031599
,Edema,Anasarca,782.3,HP_0012050
,Upper gastrointestinal congenital anomalies,Ankyloglossia,750.1,HP_0010296
,Decreased white blood cell count,Myelokathexis,288.1,HP_0031160
,Osteoarthrosis NOS,Arthropathy,740.9,HP_0003040
,Anatomical abnormatilies of kidney and ureters,Vesicoureteral reflux,586.1,HP_0000076
,Chronic liver disease and cirrhosis,Hepatosplenomegaly,571,HP_0001433
,Cardiac shunt/ heart septal defect,Atrial septal defect,747.11,HP_0001631
,Retinal vascular changes and abnomalities,Retinal arterial occlusion,362.4,HP_0025326
,Osteoarthrosis,Bouchard's node,740,HP_0012314
,Disorders of the autonomic nervous system,Polyneuritis,337,HP_0031003
,"Hemangioma and lymphangioma, any site",Nevus,228,HP_0003764
,Asthma,Status asthmaticus,495,HP_0012653
,Viral hepatitis,Cholestasis,070,HP_0001396
,Neoplasm of uncertain behavior of breast,Neoplasm,174.3,HP_0002664
,Benign neoplasm of parathyroid gland,Benign neoplasm of the central nervous system,227.2,HP_0100835
,Chronic periodontitis,Gingivitis,523.32,HP_0000230
,Atrioventricular [AV] block,Third degree atrioventricular block,426.2,HP_0001709
,Other specified congenital anomalies of nervous system,Cerebellar hypoplasia,752.2,HP_0001321
,Spinocerebellar disease,Dyssynergia,334.1,HP_0010867
,Aphasia/speech disturbance,Clumsiness,292.1,HP_0002312
,Malaise and fatigue,Chronic fatigue,798,HP_0012432
,Cardiac conduction disorders,Heart block,426,HP_0012722
,Cardiac and circulatory congenital anomalies,Transposition of the great arteries,747,HP_0001669
,Cardiac and circulatory congenital anomalies,Cor triatriatum,747,HP_0010774
,Lung disease due to external agents,Exogenous lipoid pneumonia,500,HP_0033366
,Upper gastrointestinal congenital anomalies,Esophageal web,750.1,HP_0100594
,Calculus of lower urinary tract,Bladder stones,594.2,HP_0010474
,Non-Hodgkins lymphoma,Hematological neoplasm,202.2,HP_0004377
,Symptoms and disorders of the joints,Ankle joint effusion,741,HP_0032063
,Fracture of upper limb,Fractured scapula,803,HP_0041244
,Abnormal movement,Trismus,350,HP_0000211
,"Uveitis, noninfectious or NOS",Intermediate uveitis,371.1,HP_0012124
,Obstructive sleep apnea,Sleep apnea,327.32,HP_0010535
,Dementia with cerebral degenerations,Lewy bodies,290.12,HP_0100315
,Obstructive genitourinary defect,Congenital megaureter,751.3,HP_0008676
,Osteomyelitis,Foot osteomyelitis,710.1,HP_0001886
,Cleft palate,Cleft soft palate,749.1,HP_0000185
,Other congenital musculoskeletal anomalies,Omphalocele,756,HP_0001539
,Urethral stricture (not specified as infectious),Urethral stricture,597.1,HP_0012227
,Acute pharyngitis,Pharyngalgia,465.2,HP_0033050
,Duodenal ulcer,Duodenal ulcer,531.3,HP_0002588
,Other cardiac conduction disorders,Ventricular preexcitation,426.8,HP_0004309
,Visual field defects,Homonymous hemianopia,368.4,HP_0030516
,Speech and language disorder,Dyslexia,315.2,HP_0010522
,Anxiety disorders,Obsessive-compulsive behavior,300,HP_0000722
,Digestive congenital anomalies,Biliary atresia,750,HP_0005912
,Other disorders of eye,Anterior staphyloma,379,HP_0030855
,Nephrotic syndrome without mention of glomerulonephritis,Lupus nephritis,580.2,HP_0033726
,Ischemic Heart Disease,Coronary artery stenosis,411,HP_0005145
,Complications of surgical and medical procedures,Abnormal joint morphology,1011,HP_0001367
,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",Hepatic agenesis,750.22,HP_0100839
,Hemiplegia,Hemiplegia,342,HP_0002301
,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",Neoplasm of the thyroid gland,293.1,HP_0100031
,Intracranial hemorrhage,Cerebral hemorrhage,430,HP_0001342
,Other diseases of blood and blood-forming organs,Splenic abscess,289,HP_0025059
,Senile cataract,obsolete Total cataract,366.2,HP_0010700
,Congenital anomalies of face and neck,Brachycephaly,749,HP_0000248
,Mycoses,Histoplasmosis,117,HP_0032256
,Diseases of the larynx and vocal cords,Unilateral vocal cord paralysis,473,HP_0008757
,Other disorders of bone and cartilage,Bronchomalacia,733,HP_0002780
,Other specified cardiac dysrhythmias,Supraventricular tachycardia,427.3,HP_0004755
,Delirium dementia and amnestic and other cognitive disorders,Delirium,290,HP_0031258
,"Uveitis, noninfectious or NOS",Central heterochromia,371.1,HP_0007818
,Benign neoplasm of unspecified sites,Benign neoplasm of the central nervous system,229,HP_0100835
,Cancer of bronchus; lung,Neoplasm of the lung,165.1,HP_0100526
,Genitourinary congenital anomalies,Coronal hypospadias,751,HP_0008743
,Other inflammatory disorders of male genital organs,Abnormality of the genitourinary system,601.8,HP_0000119
,Hypovolemia,Abnormal blood ion concentration,276.5,HP_0003111
,Congenital anomalies of great vessels,Aortic valve stenosis,747.13,HP_0001650
,Mucous polyp of cervix,Menorrhagia,622.2,HP_0000132
,Chronic ulcer of skin,Abnormality of the skin,707,HP_0000951
,"Benign neoplasm of brain, cranial nerves, meninges",Ependymoma,225.1,HP_0002888
,Other infectious and parasitic diseases,Ainhum,136,HP_0031009
,Digestive congenital anomalies,Intestinal duplication,750,HP_0100668
,Cancer within the respiratory system,Neuroendocrine neoplasm,165,HP_0100634
,Senile cataract,Glaucoma,366.2,HP_0000501
,Congenital cataract and lens anomalies,Nuclear cataract,753.1,HP_0100018
,Right bundle branch block,Bundle branch block,426.31,HP_0011710
,Muscular dystrophies and other myopathies,Abnormal peripheral nervous system morphology,359,HP_0000759
,"Malignant neoplasm, other",Sarcoma,195.1,HP_0100242
,Type 2 diabetes with renal manifestations,Diabetes mellitus,250.22,HP_0000819
,Cancer of bladder,Bladder carcinoma,189.2,HP_0002862
,Benign neoplasm of adrenal gland,Pheochromocytoma,227.1,HP_0002666
,Diseases of white blood cells,T lymphocytopenia,288,HP_0005403
,Acute pericarditis,Pericardial effusion,420.21,HP_0001698
,Shortness of breath,Hyperventilation,512.7,HP_0002883
,Abnormal movement,Dysdiadochokinesis,350,HP_0002075
,Cardiac and circulatory congenital anomalies,Bicuspid aortic valve,747,HP_0001647
,Seborrhea,Seborrheic dermatitis,706.3,HP_0001051
,Subjective visual disturbances,Visual hallucinations,368.9,HP_0002367
,Extrapyramidal disease and abnormal movement disorders,Myoclonic seizure,333,HP_0032794
,Autism,Psychosis,313.3,HP_0000709
,Other retinal disorders,Retinal cotton wool spot,362,HP_0031606
,Colon cancer,Malignant neoplasm of the central nervous system,153.2,HP_0100836
,Gastrointestinal complications,Abnormal joint morphology,569.2,HP_0001367
,Other disorders of the kidney and ureters,Pyelonephritis,586,HP_0012330
,Cardiac arrest and ventricular fibrillation,Sudden cardiac death,427.4,HP_0001645
,Nephritis; nephrosis; renal sclerosis,Nephrosclerosis,580,HP_0009741
,Polydipsia,Diabetes insipidus,276.8,HP_0000873
,Excessive vomiting in pregnancy,Hyperemesis gravidarum,643,HP_0012188
,Sensorineural hearing loss,Severe sensorineural hearing impairment,389.1,HP_0008625
,"Cerebral degeneration, unspecified",Frontotemporal dementia,331.9,HP_0002145
,Chronic inflammatory disorders of orbit,Red eye,371.9,HP_0025337
,Color vision deficiencies,Red-green dyschromatopsia,368.5,HP_0000642
,Disorders of menstruation and other abnormal bleeding from female genital tract,Abnormality of the genitourinary system,626,HP_0000119
,Thyrotoxicosis with or without goiter,Thyrotoxicosis from ectopic thyroid tissue,242,HP_0011783
,Other cerebral degenerations,Metachromatic leukodystrophy variant,331,HP_0006926
,Hydrocephalus,Noncommunicating hydrocephalus,331.1,HP_0010953
,Other hypertrophic and atrophic conditions of skin,Cutis laxa,701,HP_0000973
,Aphasia/speech disturbance,Scanning speech,292.1,HP_0002168
,Hypotension,Orthostatic hypotension,458,HP_0001278
,Mucous polyp of cervix,Cervical polyp,622.2,HP_0030159
,"Vaginal enterocele, congenital or acquired",Hernia,618.6,HP_0100790
,Other cerebral degenerations,Dysostosis multiplex,331,HP_0000943
,Meningitis,Coccidioidal meningitis,320,HP_0032161
,Genu valgum or varum (acquired),Rickets,736.4,HP_0002748
,Disorders of iris and ciliary body,Abnormal pupil morphology,379.5,HP_0000615
,Fracture of clavicle or scapula,Fractured scapula,803.3,HP_0041244
,Mild cognitive impairment,Cognitive impairment,292.2,HP_0100543
,Cardiac and circulatory congenital anomalies,Situs inversus with levocardia,747,HP_0031592
,Graves' disease,Graves disease,242.1,HP_0100647
,Cardiac dysrhythmias,Atrial fibrillation,427,HP_0005110
,Type 1 diabetes,Diabetes mellitus,250.1,HP_0000819
,Acute appendicitis,Abnormality of the gastrointestinal tract,540.11,HP_0011024
,Symptoms involving skin and other integumentary tissue,Lipedema,782,HP_0100695
,Disorders of parathyroid gland,Tertiary hyperparathyroidism,252,HP_0011770
,Disorders of other cranial nerves,Hemifacial atrophy,352,HP_0011331
,Pallor and flushing,Hot flashes,782.6,HP_0031217
,Dry eyes,Keratoconjunctivitis sicca,375.1,HP_0001097
,Streptococcus infection,Exanthem,041.2,HP_4000054
,Other perinatal conditions of fetus or newborn,Neonatal hyperbilirubinemia,656,HP_0003265
,Valvular heart disease/ heart chambers,Mitral atresia,747.12,HP_0011560
,Congenital anomalies of limbs,Short middle phalanx of finger,755,HP_0005819
,Disorders of carbohydrate transport and metabolism,Decreased small intestinal mucosa lactase level,271,HP_0025130
,Seborrheic dermatitis,Folliculitis,690.1,HP_0025084
,Congenital anomalies of face and neck,Branchial cyst,749,HP_0009796
,Curvature of spine,Kyphoscoliosis,737,HP_0002751
,Mental retardation,Global developmental delay,315.3,HP_0001263
,Disturbances of amino-acid transport,3-Methylglutaconic aciduria,270.1,HP_0003535
,Abnormal movement,Limb fasciculations,350,HP_0007289
,Certain early complications of trauma or procedure,Hypovolemia,958,HP_0011106
,Hypothyroidism,Abnormality of the thyroid gland,244,HP_0000820
,Diseases of the larynx and vocal cords,Bilateral vocal cord paralysis,473,HP_0012820
,Respiratory conditions of fetus and newborn,Pulmonary hemorrhage,656.2,HP_0040223
,Strabismus and other disorders of binocular eye movements,Pendular nystagmus,378,HP_0012043
,"Cancer, suspected or other",Ductal carcinoma in situ,195,HP_0030075
,Disease of tricuspid valve,Abnormal heart valve morphology,394.7,HP_0001654
,Vitiligo,Vitiligo,694.1,HP_0001045
,Vitamin deficiency,Low levels of vitamin C,261,HP_0100510
,Breast cancer,Breast carcinoma,174,HP_0003002
,Malposition and malpresentation of fetus or obstruction,Shoulder dystocia,652,HP_0011413
,Acute bronchitis and bronchiolitis,Chronic bronchitis,483,HP_0004469
,"Epilepsy, recurrent seizures, convulsions",Refractory status epilepticus,345,HP_0032867
,Diaphragmatic hernia,Gastroesophageal reflux,550.2,HP_0002020
,"Epilepsy, recurrent seizures, convulsions",Focal aware seizure,345,HP_0002349
,Acute gastritis,Gastric ulcer,535.1,HP_0002592
,Cardiac congenital anomalies,Chiari malformation,747.1,HP_0002308
,Cardiac dysrhythmias,Sudden cardiac death,427,HP_0001645
,Other retinal disorders,Exudative retinal detachment,362,HP_0012231
