phecodeX_label	hpo_label	phecodeX_code	hpo_code
Nail disorders	Onycholysis	683	HP_0001806
Congenital anomalies of nose	Aplasia of the nose	758.6	HP_0009927
Recurrent dislocation of joint	Joint dislocation	712.61	HP_0001373
Keratoderma	Diffuse palmoplantar hyperkeratosis	680.2	HP_0007447
Osteoporosis and low bone density	Osteolysis	726	HP_0002797
Seborrheic dermatitis	Seborrheic dermatitis	668.2	HP_0001051
Periodontal diseases	Gingival overgrowth	504	HP_0000212
Congenital osteodystrophies	Metaphyseal chondrodysplasia	788	HP_0005871
Congenital malformations of pancreas	Aplasia/Hypoplasia of the pancreas	767	HP_0100800
Menopausal and postmenopausal disorders	Postmenopausal bleeding	627	HP_0033840
Prolapse of vaginal walls	Cystocele	618.1	HP_0100645
Fungal infections	Candida esophagitis	089.3	HP_0033351
Age-related nuclear cataract	Age-related nuclear cataract	371.31	HP_0011142
Umbilical cord complications	Vasa previa	947	HP_0033991
Talipes	Pes cavus	784.1	HP_0001761
Other diseases of bronchus	Laryngotracheal stenosis	486.2	HP_0004894
Instability of joint	Difficulty standing	712.6	HP_0003698
Congenital anomalies of aorta	Aortic valve stenosis	778.4	HP_0001650
Cerebral edema	Cerebral edema	346.6	HP_0002181
Neonatal encephalopathy	Necrotizing encephalopathy	870.5	HP_0006976
Myocarditis	Myofibrillar myopathy	410.3	HP_0003715
Other symptoms involving nervous & musculoskeletal system	Falls	350	HP_0002527
Cardiomegaly	Cardiomegaly	425	HP_0001640
Disorders of pigmentation	Hypopigmentation of the skin	674	HP_0001010
Age-related macular degeneration	Geographic atrophy	374.51	HP_0031609
Amyotrophic lateral sclerosis [ALS]	Amyotrophic lateral sclerosis	323.31	HP_0007354
Stroke and transient cerebral ischemic attacks	Cerebral venous thrombosis	431	HP_0005305
Ileus	Volvulus	514.3	HP_0002580
Acute Pharyngitis	Pharyngalgia	465.1	HP_0033050
Paroxysmal tachycardia	Paroxysmal ventricular tachycardia	416.1	HP_0004751
Benign neoplasm of the liver*	Neoplasm of the liver	136.61	HP_0002896
Congenital malformation of stomach	Hiatus hernia	763	HP_0002036
Eosinophilic gastroenteritis and colitis	Eosinophilic infiltration in the stomach mucosa	522.6	HP_0410147
Ophthalmoplegia	Ophthalmoplegia	381.11	HP_0000602
Infections	Verrucae	089	HP_0200043
Benign neoplasm of the endocrine glands	Parathyroid adenoma	149	HP_0002897
Undescended testis [Cryptorchidism]	Cryptorchidism	771.11	HP_0000028
Hepatitis	Abnormality of the liver	540	HP_0001392
Neonatal disorders of digestive system	Meconium peritonitis	865	HP_0030717
Placental transfusion syndromes*	Twin-to-twin transfusion	907.8	HP_0031110
Other symptoms involving the digestive system and abdomen	Abdominal distention	556	HP_0003270
Irregular menstrual cycle/bleeding	Primary amenorrhea	626.1	HP_0000786
Atrial septal defect	Sinus venosus atrial septal defect	780.42	HP_0011567
Histoplasmosis	Histoplasmosis	072	HP_0032256
Hypertrophy of female genital organs	obsolete Clitoromegaly	623	HP_0000057
Giant cell granuloma	Giant cell granuloma of mandible	688.5	HP_0100955
Pneumothorax and air leak	Interstitial emphysema	484	HP_0032965
Type 1 diabetes	Diabetes mellitus	202.1	HP_0000819
Myopathies	Abnormal peripheral nervous system morphology	340	HP_0000759
Adverse effect of other drug	Polyarticular arthritis	973	HP_0005764
Abnormal intraocular pressure	Axenfeld anomaly	375	HP_0001492
Benign neoplasm of the genitourinary system	Bladder neoplasm	146	HP_0009725
Disorders of porphyrin metabolism	Porphyrinuria	245	HP_0010473
Benign neoplasm of epididymis and spermatic cord	Benign neoplasm of the central nervous system	146.31	HP_0100835
Strabismus	Exodeviation	381	HP_0020049
Malignant sarcoma-related cancers	Uterine leiomyosarcoma	104	HP_0002891
Congenital anomalies of hair	Vanishing testis	792	HP_0012870
Hypertension	Chronic kidney disease	401	HP_0012622
Coronary artery anomaly, congenital	Coronary artery sandwich anomaly	780.1	HP_0025506
Mature B-cell	B-cell lymphoma	120.21	HP_0012191
Esophageal varix	Esophageal varix	444.13	HP_0002040
Follicular cyst of ovary	Ovarian cyst	628.1	HP_0000138
Leukemia	Biphenotypic acute leukemia	121	HP_0005531
Extrapyramidal and movement disorders	Akathisia	324	HP_0031943
Benign neoplasm of conjunctiva	Benign neoplasm of the central nervous system	148.13	HP_0100835
Hydroxyapatite deposition disease*	Abnormal joint morphology	703.3	HP_0001367
Benign neoplasm of ureter	Neoplasm	146.52	HP_0002664
Chronic liver disease and sequelae	Viral hepatitis	542	HP_0006562
Synoviopathy and bursopathy	Popliteal synovial cyst	721	HP_0032072
Diseases of vocal cords and larynx, not elsewhere classified	Tracheal stenosis	472	HP_0002777
Acute pyelonephritis	Acute tubulointerstitial nephritis	581.11	HP_0004729
Reduction defects of limb	Proximal femoral focal deficiency	785.2	HP_0030772
Fracture of other, unspecified bones	Fractured lower leg	T829	HP_0041081
Stenosis and insufficiency of lacrimal passages	Nasolacrimal duct obstruction	363.7	HP_0000579
Congenital deformities of skull, face, and jaw	Concave nasal ridge	758	HP_0011120
Inclusion body myositis	Peripheral neuropathy	700.44	HP_0009830
Benign neoplasm of the colon	Rectal polyposis	136.41	HP_0100896
Benign neoplasm of the oral cavity	Benign genitourinary tract neoplasm	135.1	HP_0006778
Chrystal arthropathies	Polyarticular arthritis	703	HP_0005764
Exocrine pancreatic cancer	Neoplasm	114.11	HP_0002664
Endometriosis	Endometriosis	615	HP_0030127
Symptoms involving female genital tract	Oral leukoplakia	624	HP_0002745
Dysplasia of anus	Anal intraepithelial neoplasia	530.5	HP_0032187
Contracture of joint	Elbow flexion contracture	719.92	HP_0002987
Lagophthalmos	Lagopthalmos	361.2	HP_0030001
Parkinsonism	Parkinsonism	324.1	HP_0001300
Plegia and unspecified paralysis	Tetraparesis	342	HP_0002273
Benign neoplasm of the bladder	Bladder neoplasm	146.5	HP_0009725
Acquired deformities of fingers	Swan neck-like deformities of the fingers	709.1	HP_0006150
Ventricular septal defect	Gerbode ventricular septal defect	780.41	HP_0011621
Redundant prepuce and phimosis	Abnormality of the genitourinary system	604.1	HP_0000119
Aortic insufficiency	Bicuspid aortic valve	413.22	HP_0001647
Parkinsonism	Basal ganglia calcification	324.1	HP_0002135
Pelvic inflammatory disease, NOS	Abnormality of the genitourinary system	614.33	HP_0000119
Aplasia and hypoplasia of uterus	Hypoplasia of the uterus	770.31	HP_0000013
Gastritis	Abnormality of the gastrointestinal tract	522.9	HP_0011024
Iridocyclitis	Intermediate uveitis	367.52	HP_0012124
Acute hepatitis	Decreased liver function	540.2	HP_0001410
Tachycardia	Tachycardia	417.2	HP_0001649
Congenital malformation of the skin	Hypohidrotic ectodermal dysplasia	790	HP_0007607
Cervicalgia	Neck pain	718.2	HP_0030833
Sickle-cell disorders	Reticulocytopenia	165.1	HP_0001896
Epidermal thickening	Palmoplantar hyperkeratosis	680	HP_0000972
Myasthenia gravis and other myoneural disorders	Hypertonia	338	HP_0001276
Skin conditions in infants	Abnormality of the skin	888	HP_0000951
Disorders of lipoprotein metabolism and other lipidemias	Hypocholesterolemia	244	HP_0003146
Gastro-esophageal reflux disease	Gastroesophageal reflux	511	HP_0002020
Weeks gestation	Postterm pregnancy	885	HP_0031169
Other disorders involving the immune mechanism	Increased circulating IgA level	180	HP_0003261
Congenital malformations of respiratory system	Subglottic stenosis	777	HP_0001607
Bacterial infections	Erythema migrans	089.1	HP_0031180
Erythematous conditions	Abnormality of the skin	667	HP_0000951
Uterine/Uterovaginal prolapse	Abnormality of the genitourinary system	618.2	HP_0000119
Convulsions of newborn	Neonatal seizure	870.1	HP_0032807
Substance dependence	Stimulant addiction	281.2	HP_0033512
Hypertrophic cardiomyopathy	Concentric hypertrophic cardiomyopathy	414.1	HP_0005157
Periodic paralysis	Abnormal peripheral nervous system morphology	339.4	HP_0000759
Benign neoplasm of colon, rectum, anus and anal canal	Neoplasm	136.4	HP_0002664
Adverse effects of agents primarily affecting gastrointestinal system	Adverse drug response	969	HP_0020172
Myopathies	Abnormal joint morphology	340	HP_0001367
Cyclotropia	Cyclotropia	381.7	HP_0031776
Hepatopulmonary syndrome	Decreased liver function	542.6	HP_0001410
Congenital pigmentary anomalies of skin	Capillary hemangioma	790.4	HP_0005306
Wrist drop (acquired)	Abnormal joint morphology	710.11	HP_0001367
Diffuse large B-cell lymphoma*	Hematological neoplasm	122.22	HP_0004377
Gangrene	Congenital diaphragmatic hernia	091	HP_0000776
Congenital cerebral cysts*	Schizencephaly	750.4	HP_0010636
Dyshidrosis	Abnormality of the skin	685.1	HP_0000951
Abnormality of the lymph nodes	Enlarged mesenteric lymph node	177	HP_0025043
Abnormalities of size and form of teeth	Taurodontia	500.2	HP_0000679
Throat pain	Pharyngitis	802	HP_0025439
Intussusception	Intussusception	532.3	HP_0002576
Paroxysmal vertigo	Paroxysmal vertigo	394.21	HP_0010532
Congenital malformations of cardiac septa	Atrial septal defect	780.4	HP_0001631
Congenital anomalies of limbs	Genu recurvatum	785	HP_0002816
Interstitial pulmonary diseases	Intraalveolar phospholipid accumulation	481	HP_0006517
Headache	Hypnic headache	331	HP_0012459
Accessory auricle	Polyotia	755.3	HP_0100687
Specific personality disorders	Emotional lability	296	HP_0000712
Persistent cloaca*	Persistent cloaca	765.7	HP_0012621
Family history of blood disorders	Family history	982	HP_0032316
Temporomandibular joint disorders	Temporomandibular joint ankylosis	733.6	HP_0012478
Benign neoplams of the bone and/or cartilage	Benign neoplasm of the central nervous system	139.1	HP_0100835
Azoospermia	Non-obstructive azoospermia	609.1	HP_0011961
Rhinitis and nasal congestion	Allergic rhinitis	463	HP_0003193
Paraganglioma	Paraganglioma	114.5	HP_0002668
Other psoriasis	Abnormality of the skin	665.3	HP_0000951
Acute laryngitis and tracheitis	Subglottic laryngitis	467.1	HP_0033000
Protein-deficiency anemia	Abnormality of blood and blood-forming tissues	160.3	HP_0001871
Symbolic dysfunction	Agnosia	894	HP_0010524
Monoclonal gammopathy	Paraproteinemia	180.31	HP_0031047
Retinal edema	Retinal exudate	374.8	HP_0001147
Scar conditions and fibrosis of skin	Scarring	676.2	HP_0100699
Malignant neoplasm of the small intestine	Meckel diverticulum	101.3	HP_0002245
Benign neoplasm of the esophagus	Carcinoma	136.1	HP_0030731
Disorders of fluid, electrolyte and acid-base balance	Metabolic alkalosis	256	HP_0200114
Carotid sinus syncope	Carotid sinus syncope	343.11	HP_0012669
Cerebral lipidoses	Decreased beta-galactosidase activity	242.1	HP_0008166
Neurofibromatosis, type 2	Neoplasm	158.2	HP_0002664
Malaise and fatigue	Fatigue	807	HP_0012378
Atrioventricular septal defect	Primum atrial septal defect	780.43	HP_0010445
Bell's palsy	Neuritis	334.21	HP_0031002
Congenital viral diseases	History of congenital CMV infection	856.1	HP_0033624
Disturbances of salivary secretion	Xerostomia	506.5	HP_0000217
Other fungal infections	Invasive fungal infection	079	HP_0020101
Cancer (solid tumor, excluding BCC)	Malignant mesothelioma	130	HP_0100001
Hypertrophic cardiomyopathy	Restrictive cardiomyopathy	414.1	HP_0001723
Quadriplegia	Tetraparesis	342.2	HP_0002273
Pure hypercholesterolemia	Increased circulating chylomicron concentration	239.11	HP_0012238
Sexual dysfunction and disorders	Retarded ejaculation	294	HP_0012878
Malignant neoplasm of the kidney	Nephroblastoma	108.4	HP_0002667
Vascular dementia	Mental deterioration	328.7	HP_0001268
Obstructive and reflux uropathy	Hydroureter	581.3	HP_0000072
Lipomatosis*	Lipedema	139.51	HP_0100695
Abdominal pain	Abnormality of the gastrointestinal tract	527	HP_0011024
Disorders of other cranial nerves	Superior oblique muscle weakness	334	HP_0025592
Hypertensive chronic kidney disease	Hypertension	401.3	HP_0000822
Complications of labor and delivery NEC	Abnormal delivery	949	HP_0001787
Prediabetes*	obsolete Glucose intolerance	204.4	HP_0000833
Congenital tracheoesophageal fistula, esophageal atresia and stenosis	Tracheoesophageal fistula	762.1	HP_0002575
Dislocation of wrist and hand	Dislocated wrist	T830.4	HP_0003994
Leiomyoma of uterus	Benign neoplasm of the central nervous system	144.21	HP_0100835
Benign neoplasms of the vulva	Neoplasm	144.11	HP_0002664
Pain in joints of hand	Arthropathy	713.35	HP_0003040
Oral cleft	Bilateral cleft lip	757	HP_0100336
Benign neoplasm of the tongue	Carcinoma	135.12	HP_0030731
Other disorders of male genital organs	Retarded ejaculation	608	HP_0012878
Malignant neoplasm of brain	Glioma	109.3	HP_0009733
Erythema nodosum	Abnormality of the skin	667.3	HP_0000951
Sleep disorders	Sleep disturbance	333	HP_0002360
Eosinophilic colitis	Colonic eosinophilia	522.63	HP_0031813
Protein-calorie malnutrition	Abnormality of blood and blood-forming tissues	230.1	HP_0001871
Anodontia	Oligodontia	500.1	HP_0000677
Fracture of patella	Fractured lower leg	T820.3	HP_0041081
Congenital tracheoesophageal fistula, esophageal atresia and stenosis	Esophageal atresia	762.1	HP_0002032
Malignant neoplasm of the uterus	Neoplasm	106.2	HP_0002664
Transitory neonatal electrolyte and metabolic disturbances	Hyperchloremic metabolic acidosis	864	HP_0004918
Disorders of the retina	Central serous chorioretinopathy	374	HP_0025567
Benign neoplasm of other connective and soft tissue	Neoplasm	139.3	HP_0002664
Disorders of diaphragm	Recurrent singultus	486.4	HP_0100247
Myelodysplastic syndrome	Refractory sideroblastic anemia	124.6	HP_0004864
Obstructive and reflux uropathy	Pyelonephritis	581.3	HP_0012330
Urticaria	Chronic idiopathic urticaria	666	HP_0410133
Contractures	Knee flexion contracture	719.9	HP_0006380
Disorders of sweat glands	Abnormality of the skin	685	HP_0000951
Hypo-coagulability	Purpura	168.1	HP_0000979
Secondary hypertension	Abnormality of the genitourinary system	401.6	HP_0000119
Congenital deformities of feet	Abnormal foot morphology	784	HP_0001760
Diseases of tongue	Smooth tongue	509	HP_0010298
Melanocytic nevi*	Congenital giant melanocytic nevus	138.2	HP_0005600
Fecal incontinence	Bowel urgency	529.3	HP_0012701
Inflammatory disease of breast	Abnormality of the genitourinary system	613.1	HP_0000119
Congenital anomalies of limbs	Foot polydactyly	785	HP_0001829
Acute lymphoid leukemia	Lymphoid leukemia	121.11	HP_0005526
Genital prolapse	Pelvic girdle muscle atrophy	618	HP_0008988
Hypopigmentation	Hypopigmentation of the skin	674.1	HP_0001010
Malignant neoplasm of ureter	Neoplasm of the ureter	108.7	HP_0100516
Primary hyperparathyroidism	Primary hyperparathyroidism	208.21	HP_0008200
Diseases of spleen	Asplenia	174	HP_0001746
Nasal congestion*	Nasal congestion	463.4	HP_0001742
Abnormal coagulation profile	Prolonged bleeding time	168.4	HP_0003010
Cellulitis and abscess	Paronychia	660.6	HP_0001818
Thalassemia	Hemolytic anemia	165.2	HP_0001878
Genital prolapse	Pelvic organ prolapse	618	HP_0031607
Abnormal skull shape*	Oxycephaly	758.2	HP_0000263
Alcoholic liver disease	Decreased liver function	280.13	HP_0001410
Inflammation of the eye	Central heterochromia	367	HP_0007818
Intestinal or peritoneal adhesions	Abnormality of the gastrointestinal tract	535	HP_0011024
Reduction defects of limb	Ectrodactyly	785.2	HP_0100257
Vascular insufficiency of intestine	Intestinal ischemia	437	HP_0033404
Other symptoms involving the digestive system and abdomen	Abdominal rigidity	556	HP_0032545
Myotonic muscular dystrophy	Muscular dystrophy	339.21	HP_0003560
Lesion of median, ulnar, radial nerve	Neuritis	336.2	HP_0031002
Heavy chain disease*	Carcinoma	180.34	HP_0030731
Disorders of fluid, electrolyte and acid-base balance	Hyperketonemia	256	HP_0410175
Cafe au lait spots*	Mongolian blue spot	674.21	HP_0011369
Cataract	Age-related cataract	371	HP_0011141
Other cerebrovascular disease	Stroke	433	HP_0001297
Benign neoplasm of the bladder	Benign neoplasm of the central nervous system	146.5	HP_0100835
Sequela of infection	Abnormality of the thyroid gland	095	HP_0000820
Congenital deformities of skull, face, and jaw	Mandibulofacial dysostosis	758	HP_0005321
Cerebral amyloid angiopathy*	Cerebral amyloid angiopathy	249.1	HP_0011970
Conductive hearing loss	Conductive hearing impairment	396.1	HP_0000405
Heart block	Left posterior fascicular block	416.4	HP_0005172
Congenital malformations of iris	Rieger anomaly	753.5	HP_0000558
Iatrogenic hypopituitarism*	Hypopituitarism	209.23	HP_0040075
Disorders of other cranial nerves	Congenital facial diplegia	334	HP_0007188
Benign neoplasm of brain	Neoplasm	148.3	HP_0002664
Other diseases of pericardium	Chylopericardium	411	HP_0011852
Disorders of tooth develoment	Fused teeth	500	HP_0011090
Sequelae of cancer	Neuritis	132	HP_0031002
Cicatricial lagophthalmos	Cicatricial lagophthalmos	361.24	HP_0030004
Parasites	Severe toxoplasmosis	084	HP_0020105
Acute myocardial infarction	Atherosclerosis	404.11	HP_0002621
Vesicoureteral reflux	Grade IV vesicoureteral reflux	581.34	HP_0033741
Dysmenorrhea	Abnormality of the genitourinary system	626.2	HP_0000119
Hordeolum externum	Hordeolum	360.11	HP_0010606
Other respiratory disorders	Tracheal stenosis	486	HP_0002777
Other congenital malformations of digestive system	Abnormality of the digestive system	768	HP_0025031
