phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Hypertensive heart and/or renal disease	Abnormal left ventricular function	401.2	HP_0005162
Degenerative disease of the spinal cord	Syringomyelia	334	HP_0003396
Myeloid leukemia	Juvenile myelomonocytic leukemia	204.2	HP_0012209
Contracture of tendon (sheath)	Camptodactyly of 2nd-5th fingers	727.7	HP_0001215
Other degenerative diseases of the basal ganglia	Supranuclear ophthalmoplegia	333.8	HP_0000623
Autoimmune disease NEC	Decreased serum complement C3	279.2	HP_0005421
Benign neoplasm of colon	Spinal meningioma	208	HP_0100010
Spasm of muscle	Exercise-induced leg cramps	772.2	HP_0008991
Fracture of upper limb	Fractured humerus	803	HP_0041055
Ulcerative colitis	Abnormality of the gastrointestinal tract	555.2	HP_0011024
Cholelithiasis	Abnormality of the gastrointestinal tract	574.1	HP_0011024
Ectropion or entropion	Paralytic ectropion	374.1	HP_0500069
Epilepsy, recurrent seizures, convulsions	Focal non-convulsive status epilepticus without impairment of consciousness	345	HP_0032869
Viral hepatitis C	Viral hepatitis	070.3	HP_0006562
Other disorders of testis	Fallopian tube torsion	603	HP_0012884
Traumatic cataract	Aculeiform cataract	366.3	HP_0010926
Degeneration of intervertebral disc	Intervertebral disc degeneration	722.6	HP_0008419
Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	Thyroid adenoma	293.1	HP_0000854
Acne	Abnormality of the skin	706.1	HP_0000951
Electrolyte imbalance	Hypomagnesiuria	276.1	HP_0012609
Symptoms of the muscles	Decreased cervical spine flexion due to contractures of posterior cervical muscles	772	HP_0004631
Pituitary hyperfunction	Congenital hypothyroidism	253.1	HP_0000851
Dislocation	Anterior radial head dislocation	830	HP_0005084
Degenerative and vascular disorders of ear	Adult onset sensorineural hearing impairment	389.3	HP_0008615
Congenital anomalies of peripheral vascular system	Congenital malformation of the great arteries	747.2	HP_0011603
Purpura and other hemorrhagic conditions	Macular hemorrhage	287	HP_0025574
Other nonspecific findings on examination of urine	Orotic acid crystalluria	598.9	HP_0003526
Nonspecific abnormal findings in stool contents	Abnormal fecal pH	579.8	HP_0032488
Disorders of the autonomic nervous system	Demyelinating motor neuropathy	337	HP_0007220
Other nonspecific findings on examination of urine	Microscopic hematuria	598.9	HP_0002907
Epilepsy	Focal aware emotional seizure with crying	345.1	HP_0032743
Benign neoplasm of ovary	Pericallosal lipoma	220	HP_0006931
Infection/inflammation of internal prosthetic device; implant; and graft	Decreased serum complement C8	081	HP_0004434
Complication of colostomy or enterostomy	Abnormality of the gastrointestinal tract	853	HP_0011024
Dementia with cerebral degenerations	Atrophy/Degeneration involving the caudate nucleus	290.12	HP_0007374
Diseases of hair and hair follicles	Frontal hirsutism	704	HP_0011335
Chromosomal anomalies and genetic disorders	Aplasia of the thymus	758	HP_0005359
Thyroid cyst	Hyperthyroidism	246.2	HP_0000836
Symptoms of the muscles	Cold-induced hand cramps	772	HP_0003435
Disturbances of amino-acid transport	Sulfite oxidase deficiency	270.1	HP_0003643
Lyme disease	Constrictive median neuropathy	130.1	HP_0012185
Hemoglobinuria	Increased red cell hemolysis by shear stress	285.8	HP_0008269
Congenital anomalies of face and neck	Absent malleus	749	HP_0011455
Other and nonspecific abnormal cytological, histological and immunological findings	Elevated carcinoembryonic antigen level	795	HP_0031029
Hemolytic-uremic syndrome	Exercise-induced hemolysis	283.21	HP_0005535
Congenital anomalies of the eye	Coloboma	753	HP_0000589
Difficulty in walking	Spastic paraparetic gait	741.3	HP_0031958
Secondary malignancy of lymph nodes	Pulmonary carcinoid tumor	198.1	HP_0030445
Noninfectious disorders of lymphatic channels	Palmoplantar keratoderma	450	HP_0000982
Other disorders of eye	Anisocoria	379	HP_0009916
Cancer of bone and connective tissue	Symmetric spinal nerve root neurofibromas	170	HP_0006851
Migraine	Occipital neuralgia	340	HP_0012318
Umbilical cord complications during labor and delivery	Nuchal cord	663	HP_0012498
Abnormal electrocardiogram [ECG] [EKG]	Prolonged QRS complex	426.7	HP_0006677
Nontoxic uninodular goiter	Hashimoto thyroiditis	241.1	HP_0000872
Pain	Upper limb pain	338	HP_0012513
Cardiac congenital anomalies	Dextrocardia	747.1	HP_0001651
Benign neoplasm of breast	Spinal meningioma	610.4	HP_0100010
Coma	Impaired sensitivity to thyroid stimulating hormone	348.7	HP_0011789
Benign neoplasm of other parts of digestive system	Intracranial meningioma	211	HP_0100009
Neural tube defects	Hydrocephalus	752.1	HP_0000238
Muscular dystrophies and other myopathies	Sternocleidomastoid amyotrophy	359	HP_0012036
Mittelschmerz	Hip pain	626.21	HP_0030838
Abnormal heart sounds	Ventricular arrhythmia	396	HP_0004308
Cardiac conduction disorders	Decreased QRS voltage	426	HP_0025077
Other venous embolism and thrombosis	Hepatic vein thrombosis	452	HP_0030243
stress incontinence, female	Urinary incontinence	624.9	HP_0000020
Inguinal hernia	Incisional hernia	550.1	HP_0004872
Benign neoplasm of respiratory and intrathoracic organs	Thymoma	212	HP_0100522
Disorders of tooth development	Eruption failure	520	HP_0000706
Complex regional/central pain syndrome	Neck pain	355	HP_0030833
Cancer of kidney and renal pelvis	Atypical pulmonary carcinoid tumor	189.1	HP_0030446
Palpitations	Supraventricular tachycardia	427.9	HP_0004755
Chorioretinal scars	Retinopathy of prematurity stage 5b	363.3	HP_0500058
Nephritis and nephropathy without mention of glomerulonephritis	Renal cortical necrosis	580.3	HP_0025418
Thyrotoxicosis with or without goiter	Decreased circulating T4 level	242	HP_0031507
Other signs and symptoms in breast	Microprolactinoma	613.7	HP_0012341
Benign neoplasm of ovary	Cerebellar hemangioblastoma	220	HP_0006880
Disorders of tooth development	Gemination	520	HP_0011091
Allergic conjunctivitis	Bilateral ptosis	371.21	HP_0001488
Other hypertrophic and atrophic conditions of skin	Type 1 and type 2 muscle fiber minicore regions	701	HP_0003787
Sickle cell anemia	Macrocytic hemolytic disease	282.5	HP_0005524
Other non-epithelial cancer of skin	Ganglioneuroblastoma	172.2	HP_0006747
Congenital anomalies of face and neck	Retinal coloboma	749	HP_0000480
Essential tremor	Tremor by anatomical site	333.1	HP_0030188
Abnormal involuntary movements	Progressive spastic paraparesis	350.1	HP_0007199
Other dyschromia	Melasma	694.2	HP_0025272
Muscle weakness	Generalized muscle weakness	772.3	HP_0003324
Inflammatory and toxic neuropathy	Bilateral vestibular Schwannoma	357	HP_0009589
Benign neoplasm of uterus	Optic nerve sheath meningioma	218	HP_0500089
Cerebrovascular disease	Anomic aphasia	433	HP_0030784
Benign neoplasm of brain, cranial nerves, meninges	Meningioma	225.1	HP_0002858
Complications of cardiac/vascular device, implant, and graft	Supraventricular tachycardia with a manifest accessory pathway	854	HP_0011694
Cardiac and circulatory congenital anomalies	Abnormal heart morphology	747	HP_0001627
Benign neoplasm of parathyroid gland	Carcinoma	227.2	HP_0030731
Symptoms of the muscles	Contracture of the distal interphalangeal joint of the 2nd finger	772	HP_0009538
Other endocrine disorders	Paraganglioma	259	HP_0002668
Cardiac congenital anomalies	Long segment coarctation of the aorta	747.1	HP_0031054
Anorexia	Decreased body weight	260.6	HP_0004325
Malaise and fatigue	Ankle weakness	798	HP_0031374
Cardiac congenital anomalies	Hepatic arteriovenous malformation	747.1	HP_0006574
Cardiac shunt/ heart septal defect	Gerbode ventricular septal defect	747.11	HP_0011621
Coagulation defects	Abnormality of circulating fibrinogen	286	HP_0011898
Iodine hypothyroidism	Abnormal TSH response to thyrotrophin-releasing hormone stimulation test	244.3	HP_0033080
Nontoxic multinodular goiter	Papillary thyroid carcinoma	241.2	HP_0002895
Diaphragmatic hernia	Hernia	550.2	HP_0100790
Defibrination syndrome	Reduced factor VII activity	286.6	HP_0008169
Complication of internal orthopedic device	Congenital pseudoarthrosis of the clavicle	858	HP_0006585
Polycythemia vera	Lymphoma	200.1	HP_0002665
Alopecia Areata	Abnormality of the skin	704.11	HP_0000951
Congenital musculoskeletal deformities of spine	Block vertebrae	754	HP_0003305
Other conditions of brain	Hypoglycemic coma	348	HP_0001325
Chronic lymphocytic thyroiditis	Decreased circulating free T3	245.21	HP_0032210
Arrhythmia (cardiac) NOS	Supraventricular tachycardia with a manifest accessory pathway on the right free wall	427.5	HP_0011697
Congenital musculoskeletal deformities of spine	Kyphosis	754	HP_0002808
Cardiac dysrhythmias	Arrhythmia	427	HP_0011675
Muscle weakness	Proximal muscle weakness in lower limbs	772.3	HP_0008994
Visual field defects	Peripheral visual field loss	368.4	HP_0007994
Disorders of other cranial nerves	Congenital peripheral neuropathy	352	HP_0006903
Contracture of palmar fascia [Dupuytren's disease]	Contracture of the proximal interphalangeal joint of the 4th finger	728.71	HP_0009276
Angina pectoris	Premature coronary artery atherosclerosis	411.3	HP_0005181
Folate-deficiency anemia	Refractory anemia	281.13	HP_0005505
Electrolyte imbalance	Abnormal urine sodium concentration	276.1	HP_0012603
Cardiac and circulatory congenital anomalies	Pulmonary valve atresia	747	HP_0010882
Diffuse diseases of connective tissue	Sterile arthritis	709	HP_0040310
Rash and other nonspecific skin eruption	Pustule	687.1	HP_0200039
Other symptoms involving abdomen and pelvis	Abnormal fecal pH	579	HP_0032488
Malignant neoplasm of rectum, rectosigmoid junction, and anus	Choroid plexus carcinoma	153.3	HP_0030392
Broken tooth	Fractured skull	873	HP_0041082
Cancer of other lymphoid, histiocytic tissue	Chemodectoma	202	HP_0030074
Acute reaction to stress	Episodic hypersomnia	300.8	HP_0007200
Other disorders of bone and cartilage	Avascular necrosis of the capital femoral epiphysis	733	HP_0005743
Nontoxic multinodular goiter	Decreased T3/T4 ratio	241.2	HP_0012560
Perinatal jaundice	Jaundice	656.8	HP_0000952
Noninfectious disorders of lymphatic channels	Palmoplantar hyperkeratosis	450	HP_0000972
Acidosis	Elevated circulating acetoacetic acid concentration	276.41	HP_0033408
Congenital anomaly of fingers/toes	Hallux varus	755.3	HP_0008080
Congenital anomalies of great vessels	Patent ductus arteriosus	747.13	HP_0001643
Hypothyroidism NOS	Abnormal thyroid hormone level	244.4	HP_0031508
Benign neoplasm of other parts of digestive system	Ovarian dermoid cyst	211	HP_0025274
Other disorders of male genital organs	Male anorgasmia	608	HP_0040308
Sexually transmitted infections (not HIV or hepatitis)	Episodic hemiplegia	090	HP_0012194
Other and unspecified coagulation defects	Grade I preterm intraventricular hemorrhage	286.7	HP_0030748
Neurofibromatosis	Subcutaneous neurofibromas	199.4	HP_0100698
Abnormal findings on study of brain and/or nervous system	EEG with frontal focal spike waves	346	HP_0012010
Atopic/contact dermatitis due to other or unspecified	Solar urticaria	939	HP_0410137
Other heart block	Absent atrioventricular node	426.25	HP_0006681
Nerve root lesions	Peripheral neuropathy	353.2	HP_0009830
ASCVD	Coronary artery stenosis	414.2	HP_0005145
Postinflammatory pulmonary fibrosis	Intralobular interstitial thickening	502	HP_0025176
Deficiency of humoral immunity	Decreased serum complement C8	279.11	HP_0004434
Spasm of muscle	Contracture of the proximal interphalangeal joint of the 5th finger	772.2	HP_0009185
Thyroiditis	Central hypothyroidism	245	HP_0011787
Lung disease due to external agents	Reticulonodular pattern on pulmonary HRCT	500	HP_0025393
Benign neoplasm of bone and articular cartilage	Cerebellar hemangioblastoma	213	HP_0006880
Lymphoid leukemia, chronic	Lymphoma	204.12	HP_0002665
Chronic thyroiditis	Thyroid macrofollicular adenoma	245.2	HP_0011775
Other specified congenital anomalies of nervous system	Focal cortical dysplasia type IIIc	752.2	HP_0032057
Hypoventilation	Peripheral cyanosis	513.3	HP_0034033
Viral hepatitis B	Chronic hepatitis due to cryptosporidium infection	070.2	HP_0200124
Abnormality of gait	Loss of ability to walk in first decade	350.2	HP_0006794
Diseases of nail, NOS	Onycholysis of distal fingernails	703	HP_0008400
Iron deficiency anemias, unspecified or not due to blood loss	Drug-sensitive hemolytic anemia	280.1	HP_0004817
Rheumatoid arthritis	Lymphocytic interstitial pneumonia	714.1	HP_0006527
Macular degeneration, dry	Macular degeneration	362.21	HP_0000608
Degenerative disease of the spinal cord	Spinocerebellar tract disease in lower limbs	334	HP_0007232
Nephritis and nephropathy in diseases classified elsewhere	Membranous nephropathy	580.31	HP_0012578
Other congenital musculoskeletal anomalies	Contracture of the proximal interphalangeal joint of the 2nd toe	756	HP_0100348
Lymphosarcoma	B-cell lymphoma	202.23	HP_0012191
Disorders of plasma protein metabolism	Monoclonal elevation of IgG lambda chain	270.3	HP_0032295
Myeloid leukemia, chronic	Biphenotypic acute leukemia	204.22	HP_0005531
Chromosomal anomalies and genetic disorders	Thoracolumbar kyphoscoliosis	758	HP_0003423
Hearing loss	Adult onset sensorineural hearing impairment	389	HP_0008615
Paroxysmal ventricular tachycardia	Supraventricular tachycardia with a concealed accessory pathway on the left free wall	427.12	HP_0011691
Dyschromia and Vitiligo	Palmoplantar erythema	694	HP_0025493
Other diseases of lung	Decreased attenuation pattern on pulmonary HRCT	510	HP_0025396
Benign neoplasm of other endocrine glands and related structures	Pulmonary paraglioma	227	HP_0100636
Benign neoplasm of skin	Cerebral hamartoma	216	HP_0009731
Squamous cell carcinoma	Myxoid subcutaneous tumors	172.22	HP_0006769
Disorders of vitreous body	Vitreomacular adhesion	379.2	HP_0031150
Short stature	Neonatal short-limb short stature	264.1	HP_0008921
Myeloid leukemia	Transient myeloproliferative syndrome	204.2	HP_0005534
Primary open angle glaucoma	Scintillating scotoma	365.11	HP_0010822
Torsion dystonia	Writer's cramp	333.4	HP_0002356
Other biliary tract disease	Intrahepatic bile duct dilatation	575	HP_0033149
Thyroiditis, acute and subacute	Thyroid lymphangiectasia	245.1	HP_0008229
Inflammatory bowel disease and other gastroenteritis and colitis	Focal active colitis	555	HP_0033164
Facial nerve disorders [CN7]	Distal peripheral sensory neuropathy	352.2	HP_0007067
Congenital hypothyroidism	Reduced TSH response to thyrotrophin-releasing hormone stimulation test	244.5	HP_0033082
Other derangement of joint	Elbow dislocation	742.9	HP_0003042
Spinocerebellar disease	Spastic paraplegia	334.1	HP_0001258
Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Microprolactinoma	227.3	HP_0012341
Adult failure to thrive	Severe short-limb dwarfism	260.3	HP_0008890
Aortic ectasia	Ascending tubular aorta aneurysm	447.7	HP_0004970
Difficulty in walking	Difficulty walking	741.3	HP_0002355
Vascular disorders of skin	Caput medusae	694.3	HP_0025203
Diseases of nail, NOS	Ungual fibroma	703	HP_0100804
Seborrhea	Abnormality of the skin	706.3	HP_0000951
Pain	Abdominal guarding	338	HP_0032546
Disorders of protein plasma/amino-acid transport and metabolism	Argininosuccinic aciduria	270	HP_0025630
Femoral hernia	Hernia of the abdominal wall	550.3	HP_0004299
Nontoxic nodular goiter	Thyroid carcinoma	241	HP_0002890
Immunity deficiency	Decreased specific antibody response to protein vaccine	279.1	HP_0410294
Toxic multinodular goiter	Anaplastic thyroid carcinoma	242.2	HP_0011779
Cancer of of nasal cavities	obsolete Neoplasia of the nose	149.9	HP_0100637
Other disorders of purine and pyrimidine metabolism	Decreased serum complement factor H	277.2	HP_0005369
Nodular lymphoma	Cutaneous T-cell lymphoma	202.21	HP_0012192
Epilepsy, recurrent seizures, convulsions	Focal aware pedal automatism seizure	345	HP_0032913
