phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Atopic/contact dermatitis due to other or unspecified	Exanthem	939	HP_4000054
Abnormal results of function study of liver	Elevated hepatic transaminase	573.7	HP_0002910
Aphasia/speech disturbance	Dyscalculia	292.1	HP_0002442
Cancer of bone and connective tissue	Chondroblastoma	170	HP_0030432
Anomalies of respiratory system, congenital	Traction bronchiectasis	748	HP_0032969
Other specified diseases of hair and hair follicles	Folliculitis	704.8	HP_0025084
Hemoptysis	Hemoptysis	516.1	HP_0002105
Osteoarthrosis, localized, primary	Osteoarthritis of the first carpometacarpal joint	740.11	HP_0006226
Myeloproliferative disease	Hematological neoplasm	200	HP_0004377
Mucous polyp of cervix	Cervical polyp	622.2	HP_0030159
Malignant neoplasm of bladder	Bladder carcinoma	189.21	HP_0002862
Thyroid cancer	Follicular thyroid carcinoma	193	HP_0006731
Disorders of the globe	Phthisis bulbi	360	HP_0000667
Senile cataract	Cortical cataract	366.2	HP_0100019
Secondary malignant neoplasm of liver	Carcinoma	198.4	HP_0030731
Malignant neoplasm of uterus	Neoplasm	182	HP_0002664
Primary/intrinsic cardiomyopathies	Endocardial fibroelastosis	425.1	HP_0001706
Pathologic fracture of vertebrae	Compression-fractured vertebra	743.21	HP_0041085
Congenital anomalies of the integument	Monilethrix	757	HP_0032470
Congenital anomalies of limbs	Congenital hip dislocation	755	HP_0001374
Vaginal enterocele, congenital or acquired	Hernia	618.6	HP_0100790
Cervicitis and endocervicitis	Cervicitis	614.51	HP_0030160
Central origin vertigo	Nystagmus	386.21	HP_0000639
Hypertensive chronic kidney disease	Hypertension	401.22	HP_0000822
Graft-versus-host disease	Complement deficiency	081.1	HP_0004431
Acid-base balance disorder	Hyperketonemia	276.4	HP_0410175
E. coli	Recurrent E. coli infections	041.4	HP_0002740
Venous/cerebrovascular complications embolism in pregnancy and the puerperium	Cerebral venous thrombosis	671	HP_0005305
Disorders of accommodation	Ophthalmoplegia	368.7	HP_0000602
Visual disturbances	Protanomaly	368	HP_0200018
Other disorders of biliary tract	Abnormality of the gastrointestinal tract	575.8	HP_0011024
Other perinatal conditions of fetus or newborn	Rigidity	656	HP_0002063
Alcohol-related disorders	Alcoholism	317	HP_0030955
Esophageal bleeding (varices/hemorrhage)	Cirrhosis	530.2	HP_0001394
Congestive heart failure (CHF) NOS	Low-output congestive heart failure	428.1	HP_0009805
Disorders of muscle, ligament, and fascia	Muscle weakness	728	HP_0001324
Curvature of spine	Congenital kyphoscoliosis	737	HP_0008453
Cardiac and circulatory congenital anomalies	Aortic valve stenosis	747	HP_0001650
Short stature	Growth delay	264.1	HP_0001510
Problems associated with amniotic cavity and membranes	Potter facies	653	HP_0002009
Benign neoplasm of adrenal gland	Neoplasm	227.1	HP_0002664
Endometrial hyperplasia	Hyperplasia of the endometrium	621	HP_0040298
Pleurisy; pleural effusion	Fetal pleural effusion	507	HP_0025676
Spirochetal infection	Polyneuropathy	130	HP_0001271
Other hypertrophic and atrophic conditions of skin	Palmoplantar hyperkeratosis	701	HP_0000972
Malignant neoplasm, other	Carcinoma	195.1	HP_0030731
Other disorders of testis	Hydrocele testis	603	HP_0000034
Congenital anomalies of face and neck	Congenital craniofacial dysostosis	749	HP_0008497
Other acquired deformities of limbs	Swan neck-like deformities of the fingers	736	HP_0006150
Non-proliferative glomerulonephritis	Focal segmental glomerulosclerosis	580.12	HP_0000097
Cancer within the respiratory system	Neoplasm of the nose	165	HP_0012720
Arterial dissection	Arterial dissection	442.4	HP_0005294
Cardiac congenital anomalies	Arteriovenous malformation	747.1	HP_0100026
Other acquired deformities of limbs	Coxa magna	736	HP_0003279
Abnormal findings on mammogram or breast exam	Breast mass	611	HP_0032408
Lymphoid leukemia	Acute lymphoblastic leukemia	204.1	HP_0006721
Congenital musculoskeletal deformities of spine	Spondylolisthesis	754	HP_0003302
Acute prostatitis	Prostatitis	601.11	HP_0000024
Other congenital musculoskeletal anomalies	Cutis laxa	756	HP_0000973
Other non-epithelial cancer of skin	Squamous cell carcinoma	172.2	HP_0002860
Hypercoagulable state	Reduced antithrombin III activity	286.8	HP_0001976
Ventricular fibrillation and flutter	Ventricular fibrillation	427.41	HP_0001663
Disorders of iris and ciliary body	Anterior synechiae of the anterior chamber	379.5	HP_0011483
Effects of other external causes	Falls	1015	HP_0002527
Coagulation defects	Reduced protein S activity	286	HP_0004855
Cardiac and circulatory congenital anomalies	Hypoplastic right heart	747	HP_0010954
Breast cancer [female]	Neoplasm	174.1	HP_0002664
Ill-defined descriptions and complications of heart disease	Arrhythmia	429	HP_0011675
Disorders of conjunctiva	Conjunctival hyperemia	372	HP_0030953
Disorders of optic nerve and visual pathways	Pseudopapilledema	377	HP_0000538
Nephrotic syndrome without mention of glomerulonephritis	Tubulointerstitial nephritis	580.2	HP_0001970
Cardiac and circulatory congenital anomalies	Aortic valve atresia	747	HP_0010883
Dermatomyositis	Gottron's papules	709.5	HP_0025508
Kyphosis (acquired)	Spinal deformities	737.1	HP_0008443
Nervous system congenital anomalies	Encephalocele	752	HP_0002084
Muscular dystrophies and other myopathies	Peripheral neuropathy	359	HP_0009830
Adrenal hyperfunction	Increased circulating cortisol level	255.1	HP_0003118
Dermatophytosis / Dermatomycosis	Disseminated dermatophytosis	110	HP_0032518
Abdominal hernia	Ventral hernia	550	HP_0002933
Diseases of nail, NOS	Fragile nails	703	HP_0001808
Lymphoid leukemia	Chronic leukemia	204.1	HP_0005558
Lipoma	Liposarcoma	214	HP_0012034
Ischemic Heart Disease	Arteriovenous malformation	411	HP_0100026
Gastroesophageal laceration-hemorrhage syndrome	Abnormality of the gastrointestinal tract	530.7	HP_0011024
Neoplasm of uncertain behavior	Hemangioblastoma	199	HP_0010797
Congenital anomalies of muscle, tendon, fascia, and connective tissue	Abnormal joint morphology	756.3	HP_0001367
Spasm of muscle	Myopathy	772.2	HP_0003198
Other hypertrophic cardiomyopathy	Asymmetric septal hypertrophy	425.12	HP_0001670
Noninflammatory disorders of ovary, fallopian tube, and broad ligament	Ovarian cyst	619.1	HP_0000138
Abnormal movement	Abnormal head movements	350	HP_0002457
Nonspecific findings on examination of blood	Elevated erythrocyte sedimentation rate	790	HP_0003565
Malposition and malpresentation of fetus or obstruction	Teratoma	652	HP_0009792
Hemorrhagic disorder due to intrinsic circulating anticoagulants	Abnormality of blood and blood-forming tissues	286.5	HP_0001871
Leukemia	Chronic leukemia	204	HP_0005558
Retinal vascular changes and abnomalities	Amaurosis fugax	362.4	HP_0100576
Protein-calorie malnutrition	Growth delay	260	HP_0001510
Anxiety disorder	Dissociative reaction	300.1	HP_0032940
Heart valve disorders	Endocarditis	395	HP_0100584
Symptoms involving digestive system	Hyperperistalsis	561	HP_0100770
Other nonspecific findings on examination of urine	Hematuria	598.9	HP_0000790
Congenital musculoskeletal deformities of spine	Block vertebrae	754	HP_0003305
Skull and face fracture and other intercranial injury	Fractured mandible	819	HP_0041155
Nervous system congenital anomalies	Spinal deformities	752	HP_0008443
Other disorders of the kidney and ureters	Abnormality of the genitourinary system	586	HP_0000119
Dysplasia of female genital organs	Vulvar intraepithelial neoplasia	620	HP_0032202
Congenital musculoskeletal deformities of spine	Hemivertebrae	754	HP_0002937
Hemangioma and lymphangioma, any site	Hemangioma	228	HP_0001028
Fracture of upper limb	Fractured upper limb segment	803	HP_0041118
Gingivitis	Periodontitis	523.1	HP_0000704
Pallor and flushing	Flushing	782.6	HP_0031284
Elevated C-reactive protein (CRP)	Elevated circulating C-reactive protein concentration	790.8	HP_0011227
Hemiplegia	Hemiplegia/hemiparesis	342	HP_0004374
Skull and face fracture and other intercranial injury	Fractured nose	819	HP_0041249
Visual disturbances	Metamorphopsia	368	HP_0012508
Solitary pulmonary nodule	Solid pulmonary nodule	514.2	HP_0033609
Male infertility and abnormal spermatozoa	Abnormal spermatogenesis	609	HP_0008669
Abnormal involuntary movements	Fasciculations	350.1	HP_0002380
Macular degeneration (senile) of retina NOS	Geographic atrophy	362.29	HP_0031609
Respiratory abnormalities	Tachypnea	513	HP_0002789
Abnormal coagulation profile	Abnormality of coagulation	286.9	HP_0001928
Fasciitis	Flexion contracture	728.7	HP_0001371
Congenital osteodystrophies	Arthropathy	756.5	HP_0003040
Benign neoplasm of adrenal gland	Carcinoma	227.1	HP_0030731
Hypertensive heart and/or renal disease	Renal insufficiency	401.2	HP_0000083
Retinoschisis and retinal cysts	Retinoschisis	361.2	HP_0030502
Secondary malignant neoplasm	Carcinoma	198	HP_0030731
Malignant neoplasm, other	Squamous cell carcinoma of the skin	195.1	HP_0006739
Benign neoplasm of other female genital organs	Ovarian dermoid cyst	221	HP_0025274
Mucous polyp of cervix	Cervical neoplasm	622.2	HP_0032241
Disease of capillaries	Arteriovenous malformation	448	HP_0100026
Otitis media and Eustachian tube disorders	Otitis media	381	HP_0000388
Fracture of pelvis	Bone fracture	802	HP_0020110
Hemorrhoids	Abnormality of the gastrointestinal tract	455	HP_0011024
Pigmentary iris degeneration	Central heterochromia	379.51	HP_0007818
Cancer of other female genital organs	Vulvar intraepithelial neoplasia	184	HP_0032202
Congenital anomalies of abdominal wall; diaphram	Prune belly	756.1	HP_0004392
Other hypertrophic and atrophic conditions of skin	Hyperkeratosis lenticularis perstans	701	HP_0007570
Sexual and gender identity disorders	Premature ejaculation	302	HP_0012876
Corneal dystrophy	Nodular corneal dystrophy	364.5	HP_0007827
Diabetic retinopathy	Retinopathy	250.7	HP_0000488
Erythematosquamous dermatosis	Eczema	690	HP_0000964
Flat foot	Tarsal synostosis	735.1	HP_0008368
Muscular dystrophies and other myopathies	Periodic hyperkalemic paralysis	359	HP_0007215
Other arthropathies	Arthropathy	716	HP_0003040
Hyperaldosteronism	Hyperaldosteronism	255.12	HP_0000859
Anatomical abnormatilies of kidney and ureters	Low-grade vesicoureteral reflux	586.1	HP_0033733
Facial nerve disorders [CN7]	Hemifacial atrophy	352.2	HP_0011331
Benign neoplasm of bone and articular cartilage	Osteochondroma	213	HP_0030431
Seborrhea	Seborrheic dermatitis	706.3	HP_0001051
Other disorders of eye	Lens luxation	379	HP_0012019
Abnormal involuntary movements	Hypoparathyroidism	350.1	HP_0000829
Digestive congenital anomalies	Intestinal duplication	750	HP_0100668
Respiratory failure, insufficiency, arrest	Respiratory failure	509	HP_0002878
Develomental delays and disorders	Dysphasia	315	HP_0002357
Other alveolar and parietoalveolar pneumonopathy	Intraalveolar phospholipid accumulation	504	HP_0006517
Other signs and symptoms in breast	Inverted nipples	613.7	HP_0003186
Cancer of kidney and renal pelvis	Neoplasm	189.1	HP_0002664
Congenital anomalies of great vessels	Ascending aorta hypoplasia	747.13	HP_0031935
Cervical incompetence	Premature birth	636.8	HP_0001622
Cancer, suspected or other	Neuroendocrine neoplasm	195	HP_0100634
Anatomical abnormatilies of kidney and ureters	Grade II vesicoureteral reflux	586.1	HP_0033736
Disorders of refraction and accommodation; blindness and low vision	Myopia	367	HP_0000545
Secondary/extrinsic cardiomyopathies	Myopathy	425.2	HP_0003198
Aspergillosis	Coccidioidomycosis	117.4	HP_0032249
Other diseases of blood and blood-forming organs	Poikilocytosis	289	HP_0004447
Other disorders of eye	Ocular pain	379	HP_0200026
Disorders of fluid, electrolyte, and acid-base balance	Alkalemia	276	HP_0032369
Dyspareunia	Abnormality of the genitourinary system	625.1	HP_0000119
Spinal stenosis of lumbar region	Lumbar spinal canal stenosis	720.1	HP_0004610
Noninflammatory disorders of vagina	Vaginal atresia	619.4	HP_0000148
Genitourinary congenital anomalies	Hypoplasia of penis	751	HP_0008736
Multiple myeloma	IgG heavy chain paraproteinemia	204.4	HP_0020195
Parasomnia	Sleep paralysis	327.5	HP_0025233
Type 2 diabetes with renal manifestations	Type II diabetes mellitus	250.22	HP_0005978
Small kidney	Abnormality of the genitourinary system	586.11	HP_0000119
Rhabdomyolysis	Acute rhabdomyolysis	772.4	HP_0008942
Other disorders of bone and cartilage	Increased bone mineral density	733	HP_0011001
Retinal hemorrhage/ischemia	Retinal hemorrhage	362.8	HP_0000573
Cardiac conduction disorders	Cardiac conduction abnormality	426	HP_0031546
Paroxysmal tachycardia, unspecified	Paroxysmal supraventricular tachycardia	427.1	HP_0004763
Cancer of liver and intrahepatic bile duct	Ovarian teratoma	155	HP_0012226
Disorder of skin and subcutaneous tissue NOS	Gottron's papules	689	HP_0025508
Overweight, obesity and other hyperalimentation	Truncal obesity	278	HP_0001956
Chromosomal anomalies and genetic disorders	True hermaphroditism	758	HP_0010459
Acute inflammatory pelvic disease	Oophoritis	614.31	HP_0031259
Paralytic ileus	Ileus	560.1	HP_0002595
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Neoplasm of the small intestine	159	HP_0100833
Coronary atherosclerosis	Atherosclerosis	411.4	HP_0002621
Cardiac dysrhythmias	Bradycardia	427	HP_0001662
Abnormal coagulation profile	Prolonged bleeding time	286.9	HP_0003010
Cerebrovascular disease	Carotid artery occlusion	433	HP_0012474
Diverticulosis	Abnormality of the gastrointestinal tract	562.1	HP_0011024
Crystal arthropathies	Arthropathy	274.2	HP_0003040
Hypertrophic obstructive cardiomyopathy	Myofibrillar myopathy	425.11	HP_0003715
Hammer toe (acquired)	Metatarsus adductus	735.21	HP_0001840
Epilepsy, recurrent seizures, convulsions	Generalized non-convulsive status epilepticus without coma	345	HP_0032860
Other upper respiratory disease	Inspiratory stridor	479	HP_0005348
Disorders of the globe	Leukocoria	360	HP_0000555
Irregular menstrual cycle/bleeding	Oligomenorrhea	626.1	HP_0000876
Congenital anomalies of urinary system	Multiple small medullary renal cysts	751.2	HP_0008659
Digestive congenital anomalies	Meckel diverticulum	750	HP_0002245
Cleft palate	Median cleft lip and palate	749.1	HP_0008501
Deficiency anemias	Abnormality of blood and blood-forming tissues	281.9	HP_0001871
Multiple myeloma	IgA heavy chain paraproteinemia	204.4	HP_0020194
Abnormal movement	Ageusia	350	HP_0041051
Secondary malignancy of brain/spine	Neoplasm	198.5	HP_0002664
Other local infections of skin and subcutaneous tissue	Pyoderma gangrenosum	686	HP_0025452
Acid-base balance disorder	Ketosis	276.4	HP_0001946
Other disorders of biliary tract	Cholangitis	575.8	HP_0030151
Idiopathic fibrosing alveolitis	Lymphocytic interstitial pneumonia	504.1	HP_0006527
Abnormality of secretion of glucagon or gastrin	Neoplasm of the pancreas	251.8	HP_0002894
Carditis	Myofibrillar myopathy	420	HP_0003715
Heart valve disorders	Aortic valve stenosis	395	HP_0001650
Chromosomal anomalies and genetic disorders	Congenital kyphoscoliosis	758	HP_0008453
Corneal opacity and other disorders of cornea	Descemet Membrane Folds	364	HP_0012039
Disorders of mineral metabolism	Arthropathy	275	HP_0003040
Other disorders of eye	obsolete Abnormal pupillary morphology	379	HP_0030960
Inflammatory disease of cervix, vagina, and vulva	Vaginitis	614.5	HP_0030683
Neoplasm of unspecified nature of digestive system	Neoplasm	158	HP_0002664
Immunity deficiency	Autoimmunity	279.1	HP_0002960
Carditis	Pericardial effusion	420	HP_0001698
Valvular heart disease/ heart chambers	Mitral atresia	747.12	HP_0011560
Non-proliferative glomerulonephritis	Abnormality of the genitourinary system	580.12	HP_0000119
Circumscribed scleroderma	Morphea	701.3	HP_0012344
Cardiac and circulatory congenital anomalies	Double inlet left ventricle	747	HP_0011555
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Cholangiocarcinoma	159	HP_0030153
Migraine	Cluster headache	340	HP_0012199
Nervous system congenital anomalies	Tethered cord	752	HP_0002144
Malignant neoplasm of rectum, rectosigmoid junction, and anus	Anal canal squamous carcinoma	153.3	HP_0006763
Colon cancer	Neuroendocrine neoplasm	153.2	HP_0100634
