phecodeX_label	hpo_label	phecodeX_code	hpo_code
Skin symptoms	Neutrophilic infiltration of the skin	679	HP_0031234
Polydactyly	Partial duplication of the phalanges of the 2nd finger	785.11	HP_0009956
Cardiac arrhythmia and conduction disorders	Atrioventricular dissociation	416	HP_0011709
Cryoglobulinemia*	Decreased serum complement C3	180.4	HP_0005421
Volume depletion	Hyperphosphatemia	256.7	HP_0002905
Toxic myopathy	Entrapment neuropathy	340.2	HP_0012181
Congenital insufficiency of aortic valve	Single raphe bicuspid aortic valve	779.32	HP_0031118
Myeloid	T-cell lymphoma/leukemia	120.1	HP_0005517
Transitory disorders of carbohydrate metabolism specific to newborn	Maternal diabetes	861	HP_0009800
Thyroiditis	Lingual thyroid	200.4	HP_0100029
Inflammatory polyneuropathy	Symmetrical progressive peripheral demyelination	337.2	HP_0006873
Nontraumatic Intracranial hemorrhage	Subdural hemorrhage	430	HP_0100309
Nursemaid's elbow	Dislocation of the femoral head	T832	HP_0008826
Congenital malformation of the skin	Postnatal-onset ichthyosiform erythroderma	790	HP_0007395
Facial nerve disorders and weakness	Polyneuropathy	334.2	HP_0001271
Autoimmune disease	Enterocolitis	181	HP_0004387
Iodine-deficiency related thyroid disorders*	Hashimoto thyroiditis	200.7	HP_0000872
Hemangioma	Multiple meningiomata	139.61	HP_0033714
Malignant neoplasm of stomach	Cerebellar medulloblastoma	101.2	HP_0007129
Disorders of olfactory [1st] nerve	Acute episodes of neuropathic symptoms	334.3	HP_0003489
Rheumatoid arthritis	Crazy paving pattern	705.1	HP_0025391
Disorders of the retina	Telangiectases of the cheeks	374	HP_0007421
Cervical rib	Supernumerary ribs	787.51	HP_0005815
Hepatitis E	Chronic hepatitis due to cryptosporidium infection	054.5	HP_0200124
Cancer (solid tumor, excluding BCC)	Brain neoplasm	130	HP_0030692
Disorders of thyrocalcitonin secretion	Aplasia/Hypoplasia of the thyroid gland	200.5	HP_0033079
Benign neoplasm of the salivary glands	Cerebral hamartoma	135.16	HP_0009731
Sequelae of cancer	Bone pain	132	HP_0002653
Melanocytic nevi*	Midline central nervous system lipomas	138.2	HP_0006866
Benign neoplasm of the scrotum	Multiple central nervous system lipomas	146.32	HP_0100251
Other and unspecified nonspecific immunological findings	Monoclonal elevation of IgG	826.4	HP_0032290
Disorder of nervous system	Hypothalamic hypometabolism in FDG PET	349	HP_0012661
Renovascular hypertension	Elevated systolic blood pressure	401.61	HP_0004421
Rhabdomyolysis	Exercise-induced rhabdomyolysis	719.8	HP_0009045
Cancer (solid tumor, excluding BCC)	Colorectal polyposis	130	HP_0200063
Cardiac arrhythmia and conduction disorders	Ventricular preexcitation with multiple accessory pathways	416	HP_0006684
Disorders of pigmentation	Irregular hyperpigmentation	674	HP_0007400
Autonomic neuropathy	Demyelinating motor neuropathy	343.1	HP_0007220
Malformation of placenta*	Placenta percreta	907.6	HP_0025653
Dislocation of jaw	Upper extremity joint dislocation	T830.1	HP_0030310
Chronic respiratory disease arising in the perinatal period	Pulmonary interstitial lymphocyte infiltration	854.7	HP_0033582
Osteoporosis and low bone density	Osteolytic defects of the phalanges of the 2nd toe	726	HP_0010351
Hypothyroidism, not specified as secondary	Decreased circulating T4 level	200.14	HP_0031507
Other disorders of bone	Morbus Osgood-Schlatter	727	HP_0010890
Lesion of plantar nerve	Entrapment neuropathy of suprascapular nerve	336.55	HP_0012216
Cardiovascular disorders originating in the perinatal period	Abnormal left ventricular function	853	HP_0005162
Congenital malformations of brain	Subependymal cysts	750	HP_0002416
Borrelia	Peripheral neuropathy	020	HP_0009830
Myositis ossificans traumatica	Myopathy	719.22	HP_0003198
Abnormal digit morphology	1-2 toe complete cutaneous syndactyly	785.1	HP_0005767
Trigeminal nerve disorders [CN5]	Facial palsy	334.1	HP_0010628
Congenital agranulocytosis	obsolete Congenital neutropenia	170.11	HP_0005549
Duane's syndrome [Duane anomaly]	Double depressor palsy	381.6	HP_0020042
Keratinocyte carcinoma	Squamous cell carcinoma	103.2	HP_0002860
Malignant neoplasm of the oral cavity	Cerebellar glioma	100.1	HP_0010795
Myotonic disorders	Motor axonal neuropathy	339.2	HP_0007002
Transposition of great vessels	Tetralogy of Fallot with absent subarterial conus	778.2	HP_0011676
Malignant neoplasm of the ovary	Ovarian teratoma	106.3	HP_0012226
Lipid storage disorders	Mucinous histiocytosis	242	HP_0040138
Immunodeficiencies	Chronic decreased cirulating IgG2	179	HP_0041063
Non-inflammatory spondylopathy	Lumbar spinal canal stenosis	715	HP_0004610
Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]*	Autoimmune hemolytic anemia	161.24	HP_0001890
Alcoholic hepatitis	Hepatic failure	540.4	HP_0001399
Pain	Sensorimotor neuropathy	809	HP_0007141
Convulsions	Focal hyperkinetic seizure	330.3	HP_0011174
Chronic pain	Arthralgia	809.2	HP_0002829
Nephrotic syndrome	Membranous lupus nephritis	580.3	HP_0033730
Paraproteinemias	Paraproteinemia	180.3	HP_0031047
Dislocation of jaw	Hip dislocation	T830.1	HP_0002827
Cortical age-related cataract	Dense posterior cortical cataract	371.1	HP_0007948
Nevus, non-neoplastic	Glabellar hemangioma	138.1	HP_0001076
Disorders of eyelid function	Upper eyelid retraction	361	HP_0500044
Benign neoplasm of eye	Spinal meningioma	148.1	HP_0100010
Iron deficiency	Transient erythroblastopenia	247.72	HP_0005510
Other disorders of glossopharyngeal [9th] nerve	Demyelinating peripheral neuropathy	334.5	HP_0007108
Other diseases of biliary tract	Biliary epithelial hyperplasia	552	HP_0030986
Benign neoplasm of the skin	Cortical tubers	138	HP_0009717
Arteriovenous malformation, congenital	Hepatic arteriovenous malformation	781.1	HP_0006574
Arthrogryposis multiplex congenita*	Fetal akinesia sequence	789.4	HP_0001989
Anxiety disorders	Transient psychotic episodes	288	HP_0006932
Effect of trauma	Age-related cataract	T883	HP_0011141
Viral hepatitits	Enteroviral hepatitis	540.3	HP_0001412
Benign neoplasm of the hypopharynx	Spinal meningioma	135.4	HP_0100010
Substance related disorders	Drug addiction	280	HP_0033511
Abnormal digit morphology	Complete duplication of the distal phalanx of the 3rd finger	785.1	HP_0009965
Borrelia	Acute episodes of neuropathic symptoms	020	HP_0003489
Other specific joint derangements	Dislocation of the femoral head	712	HP_0008826
Nerve root and plexus disorders	Sensorimotor polyneuropathy affecting arms more than legs	335	HP_0006865
Malignant neoplasm of the salivary glands	Paranasal sinus neoplasm	100.9	HP_0030072
Hypertrophy of bone*	Facial palsy secondary to cranial hyperostosis	727.6	HP_0007285
Benign neoplasm of the tongue	Pericallosal lipoma	135.12	HP_0006931
Disorders of lens (excluding cataracts)	Cerulean cataract	372	HP_0007976
Sensorineural hearing loss	Progressive conductive hearing impairment	396.2	HP_0008607
Delta thalassemia	Compensated hemolytic anemia	165.23	HP_0004863
Disorders of fluid, electrolyte and acid-base balance	Exercise-induced lactic acidemia	256	HP_0004901
Benign neoplasm of the small intestine	Spinal hemangioblastoma	136.3	HP_0009713
Peripheral retinal degeneration	Reticular pigmentary degeneration	374.6	HP_0007937
Postinfectious hypothyroidism*	Increased circulating free T3	200.15	HP_0011788
Posterior subcapsular polar cataract	Superior lens subluxation	371.22	HP_0008019
Cortical age-related cataract	Ectopia lentis	371.1	HP_0001083
Spondylosis	Spondylolysis	715.1	HP_0003304
Skull and face fracture	Fractured distal tarsal bone 2	T819	HP_0041227
Speech disturbance	Incomprehensible speech	356	HP_0002546
Age-related nuclear cataract	Nuclear punctate cataract	371.31	HP_0010925
Abnormality of the lymph nodes	Congenital ichthyosiform erythroderma	177	HP_0007431
Long QT syndrome	Prolonged QT interval	416.6	HP_0001657
Cartilage tear of knee	Anterior radial head dislocation	T831	HP_0005084
Congenital anomalies of limbs	Type A4 brachydactyly	785	HP_0031043
Delayed milestones	Mild short stature	891.4	HP_0003502
Cancer (solid tumor, excluding BCC)	Embryonal rhabdomyosarcoma	130	HP_0006743
Paralytic strabismus [Neurogenic strabismus]	Fully accomodative esotropia	381.1	HP_0031764
Autoimmune disease	Decreased liver function	181	HP_0001410
Visual disturbances	Altitudinal visual field defect	386	HP_0030531
Congenital anomalies of limbs	Complete duplication of the proximal phalanx of the 2nd finger	785	HP_0009954
Headache	Hypnic headache	331	HP_0012459
Skin symptoms	Redundant neck skin	679	HP_0005989
Bacterial infections	Entrapment neuropathy of the ulnar nerve at elbow	089.1	HP_0012186
Disorders resulting from impaired renal function	Pseudohypoaldosteronism	588.1	HP_0008242
Dementias and cerebral degeneration	Granulovacuolar degeneration	328	HP_0002528
Reaction to severe stress, and adjustment disorders	Loss of consciousness	290	HP_0007185
Carpal tunnel syndrome	Motor axonal neuropathy	336.1	HP_0007002
Corneal neovascularization	Corneal arcus	369.3	HP_0001084
Extrapyramidal and movement disorders	Abnormal putamen morphology	324	HP_0031982
Megaloblastic anemia	Macrocytic anemia	160.2	HP_0001972
Disorders of muscle	Abnormal joint morphology	719	HP_0001367
Benign neoplasm of the digestive organs	Benign neoplasm of the central nervous system	136	HP_0100835
Spasm of muscle	Cold-induced muscle cramps	719.11	HP_0003449
Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	Abnormal circulating free T3 level	200.41	HP_0032209
Cancer (solid tumor, excluding BCC)	Secretory adrenocortical adenoma	130	HP_0011746
Separation of muscle (nontraumatic)	Necrotizing myopathy	719.3	HP_0008978
Dysphagia	Poor suck	512	HP_0002033
Aphakia	Lens luxation	372.1	HP_0012019
Hemiplegia and hemiparesis	Episodic hemiplegia	341.2	HP_0012194
Intestinal atresia	Duodenal stenosis	765.3	HP_0100867
Complications of trauma	Joint contractures involving the joints of the feet	T900	HP_0100492
Malignant neoplasm of the prostate	Prostate cancer	107.2	HP_0012125
Congenital malformations of posterior segment of eye	Macular coloboma	753.8	HP_0001116
Disorders of fluid, electrolyte and acid-base balance	Hypertonic dehydration	256	HP_0001986
Hepatitis A	Viral hepatitis	054.1	HP_0006562
Congenital non-neoplastic nevus	Cavernous hemangioma of the face	790.41	HP_0007486
Leukemia	Follicular lymphoma	121	HP_0033125
Noninflammatory disorders of the orbit	Progressive external ophthalmoplegia	365	HP_0000590
Other congenital anomalies of heart	Double inlet to single ventricle with two atrioventricular valves	780	HP_0011559
Abnormal intraocular pressure	Anterior chamber flare	375	HP_0031616
Testicular dysfunction	False perception of self-motion	215	HP_4000032
Congenital hypohthyroidism	Euthyroid multinodular goiter	200.11	HP_0000866
Astigmatism	With the rule astigmatism	387.3	HP_0031788
Occlusion and stenosis of precerebral arteries	Carotid artery occlusion	433.2	HP_0012474
Hemangioma and lymphangioma	Benign neoplasm of the central nervous system	139.6	HP_0100835
Congenital anomalies of limbs	Distal tibial bowing	785	HP_0006414
Dislocation	Dislocated radial head	T830	HP_0003083
Anterior subcapsular polar cataract	Juvenile cataract	371.21	HP_0001118
Rash and other nonspecific skin eruption	Recurrent cutaneous fungal infections	679.1	HP_0011370
Congenital malformations of spleen	Right atrial isomerism	795	HP_0011536
Gastroschisis	Gastroschisis	789.22	HP_0001543
Intestinal atresia	Duodenal atresia	765.3	HP_0002247
Selective deficiency of immunoglobulin G [IgG] subclasses*	Decreased serum complement C4b	179.6	HP_0045044
Lipoma of intrathoracic organs	Multiple meningiomata	139.52	HP_0033714
Abnormalities of heart beat	Ventricular ectopy	417	HP_0034041
Intrinsic (hereditary) hemolytic anemias	Drug-sensitive hemolytic anemia	161.1	HP_0004817
Abnormalities of heart beat	Paroxysmal atrial tachycardia	417	HP_0006671
Disorders of muscle	Spastic diplegia	719	HP_0001264
Other CNS infection	Progressive leukoencephalopathy	322	HP_0006980
Abdominal aortic aneurysm	Abdominal aortic dissection	438.11	HP_0033311
Disorders of puberty	Lethal short-trunk short stature	217	HP_0011404
Misplaced ear [Abnormal location of ears]*	Low-set, posteriorly rotated ears	755.4	HP_0000368
Congenital reduction deformities of brain	Lissencephaly	750.13	HP_0001339
Symptoms involving digestive system	Bowel urgency	529	HP_0012701
Chronic inflammatory demyelinating polyneuritis	Sensory neuropathy	337.22	HP_0000763
Headache	Migraine with aura	331	HP_0002077
Benign neoplasm of the tongue	Benign genitourinary tract neoplasm	135.12	HP_0006778
Hypotrichosis of eyelid [Madarosis]	Sparse eyelashes	362.4	HP_0000653
Dislocation of shoulder	Phalangeal dislocation	T830.2	HP_0006243
Congenital deformities of skull, face, and jaw	Platybasia	758	HP_0002691
Extranodal NK/T-cell lymphoma, nasal type*	Leukemia	122.26	HP_0001909
Other diseases of upper respiratory tract	Laryngotracheomalacia	473	HP_0008755
Plegia and unspecified paralysis	Paraplegia	342	HP_0010550
Pulmonary valve disorders	Bicuspid pulmonary valve	413.4	HP_0005182
Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	Decreased circulating T4 level	200.41	HP_0031507
Hypogammaglobulinemia NOS	Decreased serum complement C3	179.1	HP_0005421
Abnormal echoencephalogram	EEG with focal spikes	349.11	HP_0011193
Pulmonary fibrosis	Mosaic pulmonary attenuation pattern	481.4	HP_0033537
Multiple fractures	Fractured clavicle bone	T828	HP_0041144
Congenital malformations of trachea and bronchus*	Excessive dynamic airway collapse	777.2	HP_0033979
Strabismus	Supranuclear ophthalmoplegia	381	HP_0000623
Fasciopathy	Contracture of the metacarpophalangeal joint of the 2nd finger	722	HP_0009539
Goiter	Abnormal thyroid hormone level	200.2	HP_0031508
Mature T-Cell	Lymphoma	120.22	HP_0002665
Allergy	Fungi allergy	840	HP_0410334
Epidermal thickening	Orthokeratotic hyperkeratosis	680	HP_0025080
Polyneuropathies	Entrapment neuropathy	337	HP_0012181
Malignant neoplasm of the oral cavity	Oligodendroglioma	100.1	HP_0033681
Malignant neoplasm of the colon	Carcinoma	101.41	HP_0030731
Doubling of uterus	Longitudinal vaginal septum	770.32	HP_0008740
Ectopic thyroid nodule	Thyroid hypoplasia	200.24	HP_0005990
Disorders of hypoglossal [12th] nerve	Distal sensory impairment of all modalities	334.8	HP_0003409
Hypothyroidism, not specified as secondary	Primary hypothyroidism	200.14	HP_0000832
Tarsal tunnel syndrome	Motor axonal neuropathy	336.54	HP_0007002
Acute chest syndrome	Exercise-induced hemolysis	499.1	HP_0005535
Plegia and unspecified paralysis	Facial paralysis	342	HP_0007209
Toxic myopathy	Sensory ataxic neuropathy	340.2	HP_0003434
Periodic paralysis	Periodic hypokalemic paresis	339.4	HP_0008153
Subcapsular cataract	Lens subluxation	371.2	HP_0001132
Sphingolipidosis	Lipogranulomatosis	242.2	HP_0040139
Contracture of muscle*	Contractures of the distal interphalangeal joint of the 5th toe	719.93	HP_0100355
Cardiac murmurs	Heart murmur	423.1	HP_0030148
Autoimmune disease	Thyrotoxicosis with toxic single thyroid nodule	181	HP_0011786
Heavy chain disease*	Acute leukemia	180.34	HP_0002488
Congenital malformation of choroid	Peripapillary chorioretinal atrophy	753.84	HP_0007950
Guillain-Barre syndrome [Acute infective polyneuritis]	Asymmetric peripheral demyelination	337.21	HP_0030176
Hereditary elliptocytosis	Hemolytic anemia	161.12	HP_0001878
Lyme disease	Peripheral neuropathy	020.1	HP_0009830
Hemolytic anemias	Chronic hemolytic anemia	161	HP_0004870
Abnormality of globulin*	Increased circulating IgD level	824.2	HP_0410246
Cardiac arrhythmia and conduction disorders	Atrial fibrillation	416	HP_0005110
Other congenital malformations of circulatory system	Pulmonary arteriovenous fistulas	781	HP_0004952
Thyrotoxicosis [hyperthyroidism]	Follicular thyroid carcinoma	200.3	HP_0006731
Hemangioma	Labial hemangioma	139.61	HP_0410269
Encephalitis, myelitis and encephalomyelitis	Viral encephalitis	321	HP_0033993
Hypepigmentation	Cerebral cavernous malformation	674.2	HP_0033522
Nail disorders	Subungual hyperkeratotic fragments	683	HP_0008410
Hypercholesterolemia	Transient hyperlipidemia	239.1	HP_0008279
Oligospermia	Non-obstructive azoospermia	609.2	HP_0011961
Cancer (solid tumor, excluding BCC)	Cervical neoplasm	130	HP_0032241
Benign neoplasm of urethra	Spinal meningioma	146.51	HP_0100010
Secondary osteoarthritis	Osteoarthritis of the small joints of the hand	708.8	HP_0004268
Abnormality of globulin*	Paraproteinemia	824.2	HP_0031047
Fracture of other, unspecified bones	Bone fracture	T829	HP_0020110
Weeks gestation	Premature birth	885	HP_0001622
Abdominal or pelvic swelling, mass, or lump	Abdominal distention	556.3	HP_0003270
