narrower,phecodeX_label,hpo_label,phecodeX_code,hpo_code
,Disorders of mineral metabolism and mineral deficiencies,Exercise-induced hemolysis,247,HP_0005535
,Alcoholic polyneuropathy,Neuritis,337.32,HP_0031002
,Dislocation of elbow,Proximal radial head dislocation,T830.3,HP_0005070
,Traumatic fracture of vertebrae,Compression-fractured lumbar vertebra,T818,HP_0041087
,Gynecological malignant neoplasms,Nasopharyngeal teratoma,106,HP_0031227
,Myeloproliferative disorder,Single lineage myelodysplasia,124,HP_0012150
,Paraganglioma,Tubulonodular pericallosal lipoma,114.5,HP_0034014
,Acute respiratory infection,Bronchiolitis,460,HP_0011950
,Congenital malformation of the skin,Nevus flammeus nuchae,790,HP_0007616
,Noninflammatory disorders of the orbit,Supranuclear ophthalmoplegia,365,HP_0000623
,Other congenital malformations,Flared femoral metaphysis,796,HP_0002834
,Functional intestinal disorder,Megarectum,524,HP_0025024
,Graves' disease [Toxic diffuse goiter],Euthyroid hyperthyroxinemia,200.31,HP_0008247
,Disorders of tooth develoment,Advanced eruption of teeth,500,HP_0006288
,Dystonia,Esophageal spasms,324.3,HP_0025271
,Abnormal echoencephalogram,EEG with focal spike waves,349.11,HP_0011197
,Effect of trauma,Ectopia lentis,T883,HP_0001083
,Leukemia,Myelofibrosis,121,HP_0011974
,Dyshormogenetic goiter,Increased radioactive iodine uptake,200.25,HP_0031220
,Congenital malformations of ureter and renal pelvis,Ureteral duplication,774,HP_0000073
,Exotropia,Exodeviation,381.4,HP_0020049
,Congenital deformity of knee,Femoral bowing,785.3,HP_0002980
,Lambert-Eaton syndrome,Acute episodes of neuropathic symptoms,338.3,HP_0003489
,Family history of other condition,Family history of cancer,997,HP_0032317
,Iodine-deficiency related thyroid disorders*,Impaired sensitivity to thyroid stimulating hormone,200.7,HP_0011789
,Doubling of uterus,Uterus didelphys,770.32,HP_0003762
,Lymphoma,Hematological neoplasm,122,HP_0004377
,Malignant neoplasm of the breast,Neoplasm,105,HP_0002664
,Contracture of joint,Elbow flexion contracture,719.92,HP_0002987
,Neutrophilic and Eosinophilic dermatoses*,Pressure ulcer,669,HP_0012399
,Acute pain,Testicular pain,809.1,HP_0033839
,Bell's palsy,Motor axonal neuropathy,334.21,HP_0007002
,Infections,Demyelinating motor neuropathy,089,HP_0007220
,Carbuncle and furuncle,Cellulitis,660.4,HP_0100658
,Aplasia/Hypoplasia of the brain,Neural tube defect,750.1,HP_0045005
,Perinatal intestinal perforation,Intestinal perforation,865.3,HP_0031368
,Uninodular goiter [single thyroid nodule],Multinodular goiter,200.22,HP_0005987
,Hypothyroidism,Abnormal circulating free T4 level,200.1,HP_0033076
,Paralytic strabismus [Neurogenic strabismus],Heterotropia,381.1,HP_0032012
,Selective deficiency of immunoglobulin G [IgG] subclasses*,Chronic (near) absent circulating IgG1,179.6,HP_0041069
,Graves' disease [Toxic diffuse goiter],Thyroid papillary adenoma,200.31,HP_0011777
,Paroxysmal tachycardia,Increased heart rate variability,416.1,HP_0031862
,Primary disorders of muscles,Muscle mounding,339,HP_0003719
,Glycogen storage disease,Nonocclusive coronary artery atherosclerosis,241.3,HP_0012436
,Acute rheumatic fever,Myocarditis,400.1,HP_0012819
,Diseases of tongue,Glossoptosis,509,HP_0000162
,Spina bifida,Orbital encephalocele,751.1,HP_0007115
,Disorders of eyelid function,Brow ptosis,361,HP_0031623
,Other follicular disorders,Palmoplantar pustulosis,682,HP_0100847
,Visual field defects,Visual field defect,386.4,HP_0001123
,Disorder of nervous system,EMG: decremental response of compound muscle action potential to repetitive nerve stimulation,349,HP_0003403
,Achondroplasia*,Severe short stature,788.14,HP_0003510
,Multinodular goiter,Thyroid dysgenesis,200.23,HP_0008188
,Diffuse diseases of connective tissue,Telangiectasia,700,HP_0001009
,Hypogammaglobulinemia NOS,Decreased circulating IgG2 level,179.1,HP_0008348
,Accommodative esotropia,Convergence excess esotropia,381.32,HP_0031766
,Palmar fascial fibromatosis [Dupuytren],Contractures of the metacarpophalangeal joint of the thumb,722.4,HP_0009625
,Vascular disorders of the skin,Telangiectasia of the oral mucosa,687,HP_0007428
,"Cancer (solid tumor, excluding BCC)",Pineoblastoma,130,HP_0030408
,Alopecia,Frontal balding,684.1,HP_0002292
,"Disorders of fluid, electrolyte and acid-base balance",Elevated transferrin saturation,256,HP_0012463
,Hyperlipidemia,Increased LDL cholesterol concentration,239,HP_0003141
,Pheochromocytoma (including adrenal gland neoplasms),Congenital neuroblastoma,114.6,HP_0006742
,Corneal neovascularization,Corneal arcus,369.3,HP_0001084
,Dementia in conditions classified elsewhere,Progressive neurologic deterioration,328.8,HP_0002344
,Chromosomal anomalies,Complement deficiency,797,HP_0004431
,Acute myocardial infarction,Thin-cap fibroatheroma,404.11,HP_0031012
,Fasciopathy,Ankle flexion contracture,722,HP_0006466
,Benign neoplasm of the skin,Cutaneous melanoma,138,HP_0012056
,Abrasion or friction burn,Fractured skull,T880,HP_0041082
,Ileus,Paralytic ileus,514.3,HP_0002590
,Other disorders of glossopharyngeal [9th] nerve,Entrapment neuropathy of the ulnar nerve at elbow,334.5,HP_0012186
,Hemorrhoids in pregnancy,Vulval varicose vein,912.3,HP_0100677
,"Arteriovenous malformation, congenital",Duodenal arteriovenous malformation,781.1,HP_0031342
,Lipoma,Subependymal nodules,139.5,HP_0009716
,Other disorders involving the immune mechanism,Decreased serum complement C6,180,HP_0033059
,Dermatitis [eczema],Seborrheic dermatitis,668,HP_0001051
,Hemangioma and lymphangioma,Multiple central nervous system lipomas,139.6,HP_0100251
,Sequelae of cancer,Thyroid follicular adenoma,132,HP_0011774
,Symptoms and signs related to movement disorders,Freezing of gait,325,HP_0031825
,Megakaryoblast,T-cell lymphoma,120.14,HP_0012190
,Benign neoplasm of the skin,Epidermal nevus,138,HP_0010816
,Paralytic strabismus [Neurogenic strabismus],Superior oblique muscle restriction,381.1,HP_0025593
,Congenital anomalies of aorta,Postductal coarctation of the aorta,778.4,HP_0011647
,"Cancer (solid tumor, excluding BCC)",Thyroid follicular adenoma,130,HP_0011774
,Hypersensitivity pneumonitis,Lipoid pneumonia,477.2,HP_0033364
,Other malignant immunoproliferative diseases,Lymphoproliferative disorder,125.5,HP_0005523
,Benign neoplasm of conjunctiva,Meningioma,148.13,HP_0002858
,Hypepigmentation,Few cafe-au-lait spots,674.2,HP_0007429
,Neuroendocrine tumors,Prolactinoma,114,HP_0040278
,Partial epilepsy,Focal aware motor seizure with negative myoclonus,330.12,HP_0032857
,Arnold-Chiari syndrome*,Abnormality of the nervous system,752.1,HP_0000707
,Fasciopathy,Contracture of the metatarsophalangeal joint of the 3rd toe,722,HP_0100357
,Disorder of nervous system,EEG with photoparoxysmal response,349,HP_0010852
,Lattice degeneration of retina,Lattice retinal degeneration,374.61,HP_0007992
,Testicular dysfunction,Hypoplastic labia minora,215,HP_0000064
,Disorders of muscle,Contracture of the proximal interphalangeal joint of the 3rd finger,719,HP_0009471
,Benign prostatic hyperplasia,Benign prostatic hyperplasia,600,HP_0008711
,Congenital deformity of knee,Fibular bowing,785.3,HP_0010502
,Weakness,Triceps weakness,807.2,HP_0031108
,Disorders of other cranial nerves,Congenital facial diplegia,334,HP_0007188
,"Diseases of vocal cords and larynx, not elsewhere classified",Laryngeal edema,472,HP_0012027
,Generalized epilepsy,Focal-onset epileptic spasm,330.11,HP_0032843
,Plasma cell,Primary central nervous system lymphoma,120.11,HP_0030069
,Lymphedema,Ichthyosis,177.4,HP_0008064
,"Cancer (solid tumor, excluding BCC)",Hyperplastic colonic polyposis,130,HP_0012183
,Other congenital anomalies of nervous system,Open neural tube defect,752,HP_0034237
,Hereditary ataxia,Progressive spastic paraplegia,323.1,HP_0007020
,Disorders of penis,Chordee,604,HP_0000041
,Nephrotic syndrome,Steroid-sensitive nephrotic syndrome with infrequent relapses,580.3,HP_0025648
,Convulsions,Focal aware undressing automatism seizure,330.3,HP_0032908
,Stricture of artery [Arterial stenosis],Renal artery stenosis,443.1,HP_0001920
,"End stage renal disease [CDK, stage 5]",Stage 4 chronic kidney disease,583.1,HP_0012626
,Chronic kidney disease,Hypertensive crisis,583,HP_0100735
,Dislocation of lens,Zonular cataract,372.2,HP_0010920
,Chronic liver disease and sequelae,Hepatic encephalopathy,542,HP_0002480
,Malignant neoplasm of the liver,Sacrococcygeal teratoma,101.61,HP_0030736
,Disorders of the pituitary gland and its hypothalamic control,Pituitary macroadenoma,209,HP_0025693
,Nonspecific findings on examination of blood,Acute hyperammonemia,829,HP_0008281
,Benign neoplasm of the digestive organs,Small intestinal polyposis,136,HP_0030256
,Multiple fractures,Fractured right clavicle,T828,HP_0041115
,Erythroid,Increased red blood cell mass,120.13,HP_0001898
,Sequelae of cancer,Acute abdomen,132,HP_0033400
,Femoral hernia,Abnormality of the gastrointestinal tract,520.12,HP_0011024
,Benign neoplasm of the hypopharynx,Choroid plexus papilloma,135.4,HP_0200022
,Partial epilepsy,Focal aware clonic seizure,330.12,HP_0032711
,Benign neoplasm of brain,Hemangioblastoma,148.3,HP_0010797
,Spina bifida,Cervical myelopathy,751.1,HP_0002318
,Polycythemia vera,Transient myeloproliferative syndrome,124.3,HP_0005534
,Hypepigmentation,Arachnoid hemangiomatosis,674.2,HP_0012222
,Insomnia,Central sleep apnea,333.2,HP_0010536
,Benign sarcoma-related cancers,Optic nerve sheath meningioma,139,HP_0500089
,Congenital malformations of intestine,Aganglionic megacolon,765,HP_0002251
,Epilepsy,Focal aware cognitive seizure with deja vu/jamais vu,330.1,HP_0032883
,Congenital malformations of brain,Parasagittal parieto-occipital polymicrogyria,750,HP_0032415
,Hereditary corneal dystrophies,Macular dystrophy,369.5,HP_0007754
,Congenital malformations of eyelid,Lens coloboma,754.1,HP_0100719
,Autonomic neuropathy,Peripheral axonal neuropathy,343.1,HP_0003477
,Benign neoplasm of the breast,Retinal capillary hemangioma,140,HP_0009711
,"Congenital malformations of gallbladder, bile ducts and liver",Pigment gallstones,766,HP_0011981
,Chondromalacia,Cartilaginous tracheobronchomalacia,728.1,HP_0033990
,Specific developmental disorders,"Intellectual disability, profound",891,HP_0002187
,Disorders of pigmentation,Nevus flammeus of the forehead,674,HP_0007413
,Back pain,Pleuritic chest pain,718,HP_0033771
,Myotonic muscular dystrophy,Sensory neuropathy,339.21,HP_0000763
,Postprocedural hypothyroidism,Abnormal circulating free T3 level,200.13,HP_0032209
,Edema,Upper eyelid edema,812,HP_0012724
,Urinary urgency,Urinary urgency,594.6,HP_0000012
,"Osteomyelitis, periostitis, and other infections involving bone",Foot osteomyelitis,701,HP_0001886
,Lymphangioma,Postnatal cystic hygroma,139.62,HP_0010879
,Selective deficiency of immunoglobulin A [IgA],Complement deficiency,179.4,HP_0004431
,Extrapyramidal and movement disorders,Abnormal corpus striatum morphology,324,HP_0010994
,Congenital anomalies of limbs,Complete duplication of the proximal phalanx of the 2nd finger,785,HP_0009954
,"Disorders of fluid, electrolyte and acid-base balance",Abnormal manganese concentration,256,HP_0032096
,Nursemaid's elbow,Proximal radial head dislocation,T832,HP_0005070
,Skin symptoms,Erysipelas,679,HP_0001055
,Congenital malformations of brain,Progressive macrocephaly,750,HP_0004481
,Geniculate ganglionitis,Acute episodes of neuropathic symptoms,334.22,HP_0003489
,Rupture of uterus during labor,Uterine rupture,945.2,HP_0100718
,Malignant neoplasm of the penis,Optic nerve glioma,107.1,HP_0009734
,Anaplastic large cell lymphoma,B-cell lymphoma,122.25,HP_0012191
,Complications of labor and delivery NEC,Placenta percreta,949,HP_0025653
,Neuralgic amyotrophy,Multiple mononeuropathy,335.3,HP_0032018
,Lymphangioma,Cerebral germinoma,139.62,HP_0100312
,Diabetes mellitus,Diabetes mellitus,202,HP_0000819
,Edema,Perifollicular hyperkeratosis,812,HP_0007468
,Bacterial infections,Recurrent aspiration pneumonia,089.1,HP_0002100
,Atrophy of thyroid*,Papillary thyroid carcinoma,200.6,HP_0002895
,Infections,Deep dermatophytosis,089,HP_0032515
,Anal fissure,Anal fissure,530.1,HP_0012390
,Postprocedural hypothyroidism,Hashimoto thyroiditis,200.13,HP_0000872
,Bacterial pneumonia,Pulmonary tuberculosis,468.2,HP_0032262
,Chrystal arthropathies,Gout,703,HP_0001997
,Birth trauma,Cerebral hemorrhage,880,HP_0001342
,Congenital anomalies of limbs,Symphalangism of middle phalanx of 4th finger,785,HP_0009308
,"Epilepsy, recurrent seizures, convulsions",Focal impaired awareness cognitive seizure with forced thinking,330,HP_0032888
,Visual disturbances,Heteronymous hemianopia,386,HP_0030517
,Hyperparathyroidism,Primary hyperparathyroidism,208.2,HP_0008200
,Palmar fascial fibromatosis [Dupuytren],Contracture of the proximal interphalangeal joint of the 2nd finger,722.4,HP_0009540
,Keratoderma,Honeycomb palmoplantar hyperkeratosis,680.2,HP_0007465
,Congenital anomalies of sclera,Blue sclerae,753.7,HP_0000592
,"Dentofacial anomalies, including malocclusion",Cross bite,733,HP_0033792
,"Epilepsy, recurrent seizures, convulsions",Focal impaired awareness atonic seizure,330,HP_0032728
,Borrelia,Entrapment neuropathy,020,HP_0012181
,Dermatitis due to substances taken internally,Dairy allergy,668.4,HP_0410327
,"Anomalies of great veins, congenital",Supracardiac total anomalous pulmonary venous connection,781.4,HP_0011719
,Chronic kidney disease,Insulin-resistant diabetes mellitus at puberty,583,HP_0000877
,Malignant neoplasm of the skin,Ganglioneuroblastoma,103,HP_0006747
,Encephalopathy,Progressive encephalopathy,345,HP_0002448
,Drug-induced polyneuropathy,Acute episodes of neuropathic symptoms,337.31,HP_0003489
,Iron deficiency,Refractory macrocytic anemia,247.72,HP_0004861
,Contracture of joint,Achilles tendon contracture,719.92,HP_0001771
,Neonatal hemorrhages,Hematochezia,857,HP_0002573
,"Encephalitis, myelitis and encephalomyelitis",Viral encephalitis,321,HP_0033993
,Respiratory conditions of fetus and newborn,Nonspecific interstitial pneumonia,854,HP_0033584
,"Lipodystrophy, not elsewhere classified",Lipoatrophy,244.4,HP_0100578
,Bell's palsy,Sensory ataxic neuropathy,334.21,HP_0003434
,Ectopic thyroid nodule,Thyroid defect in oxidation and organification of iodide,200.24,HP_0008263
,Pheochromocytoma (including adrenal gland neoplasms),Spinal hemangioblastoma,114.6,HP_0009713
,Pituitary hyperfunction,Isosexual precocious puberty,209.1,HP_0008236
,Postinfectious hypothyroidism*,Abnormal circulating free T3 level,200.15,HP_0032209
,Malignant neoplasm of the urinary tract,Papillary renal cell carcinoma type 1,108,HP_0011797
,Fungal infection of the skin,Chronic oral candidiasis,660.1,HP_0009098
,Stroke,Recurrent cerebral hemorrhage,431.1,HP_0004968
,Contracture of muscle*,Contracture of the metatarsophalangeal joint of the 4th toe,719.93,HP_0100358
,Paralytic strabismus [Neurogenic strabismus],Incomitant strabismus,381.1,HP_0025068
,Anhidrosis,Hypohidrosis,685.5,HP_0000966
,Congenital malformations of posterior segment of eye,Remnants of the hyaloid vascular system,753.8,HP_0007968
,Symptoms and signs related to movement disorders,Spastic gait,325,HP_0002064
,Hypo-coagulability,Antenatal intracerebral hemorrhage,168.1,HP_0007023
,Benign neoplasm of cranial nerve,Spinal hemangioblastoma,148.5,HP_0009713
,Patent ductus arteriosus,Bilateral ductus arteriosus,778.3,HP_0011650
,Polydactyly,Foot polydactyly,785.11,HP_0001829
,Inclusion body myositis,Peripheral neuropathy,700.44,HP_0009830
,Acute bronchitis,Recurrent bronchitis,469.1,HP_0002837
,Dilated cardiomyopathy*,Skeletal myopathy,414.2,HP_0003756
,Other specified diabetes*,Neonatal insulin-dependent diabetes mellitus,202.4,HP_0000857
,Renal colic,Abnormality of the genitourinary system,585.1,HP_0000119
,Emphysema,Panacinar emphysema,474.1,HP_0032967
,Diseases of tongue,Furrowed tongue,509,HP_0000221
,Congenital anomalies of limbs,Partial duplication of the middle phalanx of the 3rd finger,785,HP_0009969
,Other symptoms involving nervous & musculoskeletal system,Absent abdominal reflex,350,HP_0031827
,Disorders of the middle ear,Glue ear,391,HP_0040262
,Ischemic heart disease,Premature coronary artery atherosclerosis,404,HP_0005181
,Abnormal intraocular pressure,Abnormally large globe,375,HP_0001090
,Arteriovenous malformation,Arteriovenous fistula,441,HP_0004947
,Vascular insufficiency of intestine,Abnormality of the gastrointestinal tract,437,HP_0011024
,"Coagulation defects, purpura and other hemorrhagic conditions",Subdural hemorrhage,168,HP_0100309
,Treponema,Punctate palmar hyperkeratosis,019,HP_0007508
,Benign neoplasm of the small intestine,Ileal adenocarcinoma,136.3,HP_0030412
,"Hypothyroidism, not specified as secondary",Impaired sensitivity to thyroid stimulating hormone,200.14,HP_0011789
,Other congenital anomalies of nervous system,Hydranencephaly,752,HP_0002324
,Myeloid,Neoplasm,120.1,HP_0002664
,Migraine with aura,Focal aware sensory seizure with visual features,331.61,HP_0032851
,Osteolysis*,Osteolytic defects of the distal phalanges of the toes,726.6,HP_0010189
,Acquired deformities of fingers,Arthropathy,709.1,HP_0003040
,Fungal infections,Vaginitis,089.3,HP_0030683
,Polyneuropathy in diseases classified elsewhere,Constrictive median neuropathy,337.8,HP_0012185
,Human papillomavirus,Verrucae,056,HP_0200043
,Multiple myeloma and malignant plasma cell neoplasms,Gastric lymphoma,123,HP_0045038
,Pericarditis,Pericardial effusion,410.1,HP_0001698
