"phecode","phecode_string","LB_cat"
733.2,"Anomalies of dental arch relationship","Musc/Skel"
351.3,"Paresthesia of skin*","Neuro"
766.2,"Cystic liver disease","Cong"
750.1,"Aplasia/Hypoplasia of the brain","Cong"
"091","Gangrene","ID"
529.3,"Fecal incontinence","GI"
529.4,"Abnormal bowel sounds and visible peristalsis","GI"
351.2,"Hypoesthesia of skin*","Neuro"
554.2,"Cyst and pseudocyst of pancreas","GI"
554.12,"Chronic pancreatitis","GI"
554.11,"Acute pancreatitis","GI"
351.1,"Anesthesia of skin*","Neuro"
351,"Disturbances of skin sensation","Neuro"
556.4,"Abdominal rigidity","GI"
556.3,"Abdominal or pelvic swelling, mass, or lump","GI"
596.3,"Diverticulum of bladder","Genitourinary"
597.3,"Urethral fistula","Genitourinary"
350.4,"Abnormal posture","Neuro"
603.3,"Torsion of testis","Genitourinary"
603.4,"Atrophy of testis","Genitourinary"
604.4,"Priapism","Genitourinary"
350.3,"Abnormal reflex","Neuro"
625.2,"Postcoital bleeding","Genitourinary"
628.1,"Follicular cyst of ovary","Genitourinary"
628.2,"Corpus luteum cyst or hematoma","Genitourinary"
350.2,"Meningismus","Neuro"
350.1,"Tetany","Neuro"
901.4,"Papyraceous fetus","Preg"
908.12,"Eclampsia","Preg"
908.11,"Severe pre-eclampsia or HELLP syndrome","Preg"
911.1,"Hyperemesis gravidarum","Preg"
350,"Other symptoms involving nervous & musculoskeletal system","Neuro"
909.3,"Abnormal glucose complicating pregnancy","Preg"
909.2,"Pre-existing diabetes mellitus in pregnancy*","Preg"
909.1,"Gestational diabetes mellitus*","Preg"
920.1,"Polyhydramnios","Preg"
920.2,"Oligohydramnios","Preg"
930.3,"Abnormalities of gravid uterus","Preg"
932.4,"Decreased fetal movements, affecting management of mother","Preg"
932.5,"Fetal hematologic conditions","Preg"
280.81,"Other psychoactive substance abuse","Mental"
280.72,"Hallucinogen dependence","Mental"
280.71,"Hallucinogen abuse","Mental"
280.42,"Sedative, hypnotic or anxiolytic-related dependence","Mental"
865,"Neonatal disorders of digestive system","Neonate"
866,"Disturbances of temperature regulation of newborn","Neonate"
280.51,"Cocaine abuse","Mental"
280.52,"Cocaine dependence","Mental"
280.32,"Cannabis dependence","Mental"
280.31,"Cannabis abuse","Mental"
280.22,"Opioid dependence","Mental"
280.21,"Opioid abuse","Mental"
796.11,"Situs inversus","Cong"
885.221,"Very preterm, 31 weeks*","Neonate"
280.11,"Alcohol abuse","Mental"
603.6,"Scrotal pain*","Genitourinary"
885.22,"Very preterm, 31-32 weeks","Neonate"
892.41,"Asperger's syndrome*","Dev"
885.31,"Moderate to late preterm, 33-34 weeks","Neonate"
868,"Conditions of integument specific to newborn","Neonate"
298.2,"Pathological gambling","Mental"
907,"Placental disorders","Preg"
249.1,"Cerebral amyloid angiopathy*","Metab"
663.11,"Pemphigus vulgaris*","Derm"
663.2,"Pemphigoid","Derm"
347.2,"Disorders of meninges","Neuro"
589.1,"Membranous glomerulonephritis","Genitourinary"
885.222,"Very preterm, 32 weeks*","Neonate"
872,"Other and ill-defined conditions originating in the perinatal period","Neonate"
348.21,"Vascular myelopathies","Neuro"
753.21,"Congenital aphakia","Cong"
926,"Mental disorders complicating pregnancy, childbirth and the puerperium","Preg"
853.4,"Pulmonary hypertension of newborn*","Neonate"
853.5,"Cardiac arrest of newborn","Neonate"
280.61,"Other stimulant abuse","Mental"
940.1,"Maternal care for breech presentation","Preg"
929,"Excessive fetal growth","Preg"
348.4,"Spinal cord compression*","Neuro"
902,"Intrauterine death","Preg"
348.2,"Myelopathies","Neuro"
348.1,"Syringomyelia and syringobulbia","Neuro"
927.1,"Alcohol use during pregnancy*","Preg"
922,"Endocrine, nutritional and metabolic diseases complicating pregnancy","Preg"
919,"Peripheral neuritis in pregnancy","Preg"
947.1,"Prolapse of cord complicating labor and delivery","Preg"
941.5,"","Preg"
907.6,"Malformation of placenta*","Preg"
949.2,"Hypotension syndrome or shock during or following labor and delivery","Preg"
949.3,"Acute renal failure following labor and delivery","Preg"
345.3,"Hypertensive encephalopathy","Neuro"
952.5,"Peripartum cardiomyopathy","Preg"
666.6,"Cholinergic urticaria","Derm"
232.29,"Folate deficiency [Vitamin B9]","Metab"
200.13,"Postprocedural hypothyroidism","Endo"
200.12,"Hypothyroidism due to drugs or iatrogenic causes","Endo"
685.81,"Primary focal hyperhidrosis","Derm"
685.82,"Generalized hyperhidrosis","Derm"
703.11,"Gout","Musc/Skel"
703.2,"Chondrocalcinosis","Musc/Skel"
703.3,"Hydroxyapatite deposition disease*","Musc/Skel"
705.11,"Felty's syndrome","Musc/Skel"
705.12,"Rheumatoid lung disease with rheumatoid arthritis","Musc/Skel"
707.4,"Arthropathy associated with neurological disorders","Musc/Skel"
712,"Other specific joint derangements","Musc/Skel"
723.51,"Achilles tendinitis","Musc/Skel"
714.4,"Spinal osteochondrosis","Musc/Skel"
885.211,"Very preterm, 29 weeks*","Neonate"
717,"Other and unspecified dorsopathies","Musc/Skel"
717.2,"Sacrococcygeal disorders","Musc/Skel"
771.27,"Epispadias","Cong"
856.7,"Congenital syphilis","Neonate"
853.21,"Neonatal tachycardia","Neonate"
853.2,"Neonatal cardiac dysrhythmia","Neonate"
240.1,"Disorders of aromatic amino-acid metabolism","Metab"
854.12,"Transient tachypnea of newborn","Neonate"
700.42,"Dermatomyositis","Musc/Skel"
700.41,"Myositis","Musc/Skel"
712.51,"Hypermobility syndrome","Musc/Skel"
522.8,"Duodenitis","GI"
719.1,"Cramp and spasm","Musc/Skel"
468,"Pneumonia","Resp"
122.26,"Extranodal NK/T-cell lymphoma, nasal type*","Neoplasms"
726.8,"Skeletal fluorosis*","Musc/Skel"
726.7,"Major osseous defects","Musc/Skel"
726.6,"Osteolysis*","Musc/Skel"
726.5,"Osteomalacia","Musc/Skel"
726.4,"Stress fracture","Musc/Skel"
890.4,"Arrest of bone development or growth","Dev"
724.51,"Calcaneal spur","Musc/Skel"
722.4,"Palmar fascial fibromatosis [Dupuytren]","Musc/Skel"
719.92,"Contracture of joint","Musc/Skel"
719.91,"Contracture of tendon","Musc/Skel"
730.1,"Segmental and somatic dysfunction","Musc/Skel"
727.7,"Osteitis condensans","Musc/Skel"
728.8,"Kienböck's disease of adults*","Musc/Skel"
728.7,"Relapsing polychondritis*","Musc/Skel"
728.6,"Chondrolysis*","Musc/Skel"
729.1,"Acquired deformity of nose","Musc/Skel"
729.2,"Other acquired deformity of head","Musc/Skel"
462.2,"Chronic sinusitis","Resp"
729.3,"Acquired deformity of neck","Musc/Skel"
729.5,"Acquired deformity of chest and rib","Musc/Skel"
200,"Disorders of thyroid gland","Endo"
729.7,"Acquired deformity of pelvis","Musc/Skel"
729.8,"Cauliflower ear","Musc/Skel"
885.4,"Term","Neonate"
114.6,"Pheochromocytoma (including adrenal gland neoplasms)","Neoplasms"
885.311,"Moderate to late preterm, 33 weeks*","Neonate"
756.1,"Branchial anomaly","Cong"
"N010","Observation and evaluation of newborn","Neonate"
"N000.1","Liveborn infant, born in hospital","Neonate"
346.6,"Cerebral edema","Neuro"
777.12,"Congenital subglottic stenosis*","Cong"
466,"Tonsillitis and adenoiditis","Resp"
466.3,"Peritonsillar abscess","Resp"
460,"Acute respiratory infection","Resp"
778.3,"Patent ductus arteriosus","Cong"
781.13,"","Cong"
781.12,"","Cong"
441.4,"Arteriovenous malformation of renal vessel*","Cardio"
280.14,"Alcoholic pancreatitis","Mental"
374.512,"Exuadative (wet) age-related macular degeneration","Eye"
344.3,"Cerebrospinal fluid leak","Neuro"
344.2,"Benign intracranial hypertension","Neuro"
416.51,"Atrial premature depolarization [Supraventricular premature beats]","Cardio"
344.1,"Hydrocephalus","Neuro"
730.3,"Immobility syndrome (paraplegic)*","Musc/Skel"
891.12,"Mixed receptive-expressive language disorder","Dev"
891.11,"Expressive language disorder","Dev"
758,"Congenital deformities of skull, face, and jaw","Cong"
756.2,"Preauricular sinus and cyst","Cong"
765.1,"Meckel diverticulum","Cong"
767,"Congenital malformations of pancreas","Cong"
770.1,"Congenital malformation of ovary","Cong"
771.3,"Aplasia/hypoplasia of testis and scrotum*","Cong"
774.1,"Obstructive defects of renal pelvis and ureter, congenital","Cong"
773.9,"Hyperplastic and giant kidney*","Cong"
344.14,"Post-traumatic hydrocephalus, unspecified*","Neuro"
714.7,"Fusion of spine*","Musc/Skel"
882,"Intrauterine hypoxia, birth asphyxia and fetal distress","Neonate"
715.5,"Ankylosing hyperostosis [Forestier]","Musc/Skel"
715.4,"Spinal stenosis","Musc/Skel"
715.3,"Spondylolisthesis","Musc/Skel"
715.2,"Spondylolysis","Musc/Skel"
715.1,"Spondylosis","Musc/Skel"
719.11,"Spasm of muscle","Musc/Skel"
700.44,"Inclusion body myositis","Musc/Skel"
719.6,"Muscle wasting and atrophy","Musc/Skel"
719,"Disorders of muscle","Musc/Skel"
344.13,"(Idiopathic) normal pressure hydrocephalus","Neuro"
832.3,"Biliuria","Signs/Symptoms"
721.12,"Radial styloid tenosynovitis [de Quervain]","Musc/Skel"
721.16,"Transient synovitis*","Musc/Skel"
721.1,"Synovitis and tenosynovitis","Musc/Skel"
721,"Synoviopathy and bursopathy","Musc/Skel"
469.1,"Acute bronchitis","Resp"
705.5,"Rheumatism, unspecified","Musc/Skel"
721.11,"Trigger finger","Musc/Skel"
344.12,"Obstructive hydrocephalus","Neuro"
344.11,"Communicating hydrocephalus","Neuro"
344,"Disorders of the circulation of the cerebrospinal fluid","Neuro"
130,"Cancer (solid tumor, excluding BCC)","Neoplasms"
343.6,"Multi-system degeneration of the autonomic nervous system*","Neuro"
122.21,"Follicular lymphoma","Neoplasms"
123,"Multiple myeloma and malignant plasma cell neoplasms","Neoplasms"
343.5,"Horner's syndrome*","Neuro"
343.4,"Familial dysautonomia [Riley-Day]*","Neuro"
343.3,"Complex regional pain syndrome","Neuro"
343.2,"Autonomic dysreflexia","Neuro"
343.11,"Carotid sinus syncope","Neuro"
124.6,"Myelodysplastic syndrome","Neoplasms"
343,"Disorders of autonomic nervous system","Neuro"
341.23,"Brown-Séquard syndrome*","Neuro"
341.9,"Transient paralysis","Neuro"
341.8,"Todd's paralysis (postepileptic)*","Neuro"
341.6,"Cauda equina syndrome","Neuro"
786.2,"Pectus carinatum","Cong"
787,"Congenital malformations of spine and bony thorax","Cong"
786.1,"Pectus excavatum","Cong"
342.1,"Paraplegia/Diplegia","Neuro"
786,"Pectus deformity","Cong"
785.3,"Congenital deformity of knee","Cong"
785.6,"Bowing of the long bones","Cong"
785.12,"Syndactyly","Cong"
785.2,"Reduction defects of limb","Cong"
785.11,"Polydactyly","Cong"
323.11,"Hereditary spastic paraplegia","Neuro"
341.22,"Spastic hemiplegia","Neuro"
341.21,"Flaccid hemiplegia","Neuro"
784.13,"Congenital talipes calcaneovalgus","Cong"
785.1,"Abnormal digit morphology","Cong"
784.1,"Talipes","Cong"
784.11,"Congenital talipes equinovarus","Cong"
783.2,"Congenital coxa valga, congenital","Cong"
783.3,"Congenital coxa vara, congenital","Cong"
783.11,"Congenital dislocation of hip, bilateral","Cong"
885.142,"Extremely preterm, 28 weeks*","Neonate"
709,"Acquired deformities of fingers and toes","Musc/Skel"
832.2,"Myoglobinuria","Signs/Symptoms"
832.1,"Chyluria","Signs/Symptoms"
877,"Newborn affected by complications of placenta, cord and membranes","Neonate"
832,"Other abnormal findings in urine","Signs/Symptoms"
"059.1","Sars-CoV-2*","ID"
530.5,"Dysplasia of anus","GI"
"021.2","Spotted fever","ID"
876,"Newborn affected by maternal complications of pregnancy","Neonate"
375.1,"Glaucoma","Eye"
416.213,"Chronic atrial fibrillation*","Cardio"
885.132,"Extremely preterm, 26 weeks*","Neonate"
885.141,"Extremely preterm, 27 weeks*","Neonate"
885.131,"Extremely preterm, 25 weeks*","Neonate"
878,"Newborn affected by other complications of labor and delivery","Neonate"
341.14,"Spastic diplegic cerebral palsy","Neuro"
"005.1","Mycobacterium tuberculosis","ID"
885.14,"Extremely preterm, 27-28 weeks","Neonate"
885.13,"Extremely preterm, 25-26 weeks","Neonate"
885.12,"Extremely preterm, 24 weeks","Neonate"
795.1,"Asplenia*","Cong"
885.3,"Moderate to late preterm (33 to 37 weeks)","Neonate"
546.31,"Hepatosplenomegaly*","GI"
885.2,"Very preterm (29 to 32 weeks)*","Neonate"
885,"Weeks gestation","Neonate"
388.1,"Blindness of both eyes","Eye"
885.1,"Extremely preterm (<= 28 weeks)","Neonate"
341.12,"Athetoid cerebral palsy","Neuro"
341.11,"Spastic hemiplegic cerebral palsy","Neuro"
854.1,"Respiratory distress of newborn","Neonate"
416.222,"Atypical atrial flutter*","Cardio"
880,"Birth trauma","Neonate"
853.22,"Neonatal bradycardia","Neonate"
416.221,"Typical atrial flutter*","Cardio"
881,"Neonatal aspiration","Neonate"
853.3,"Neonatal hypertension*","Neonate"
854.11,"Respiratory distress syndrome of newborn","Neonate"
280.13,"Alcoholic liver disease","Mental"
854.2,"Interstitial emphysema and related conditions of newborn","Neonate"
854.3,"Pulmonary hemorrhage of fetus or newborn","Neonate"
854.4,"Atelectasis of newborn","Neonate"
854.5,"Cyanotic attacks of newborn","Neonate"
341,"Cerebral palsy and other paralytic syndromes","Neuro"
854.7,"Chronic respiratory disease arising in the perinatal period","Neonate"
857.3,"Neonatal cutaneous hemorrhage","Neonate"
854.6,"Respiratory failure of newborn","Neonate"
854.9,"Apnea of newborn","Neonate"
857.2,"Neonatal gastrointestinal hemorrhage","Neonate"
339.4,"Periodic paralysis","Neuro"
857,"Neonatal hemorrhages","Neonate"
340.2,"Toxic myopathy","Neuro"
864.36,"Hypochloremia of newborn*","Neonate"
864.35,"Hyperchloremia of newborn*","Neonate"
864.33,"Hyperkalemia of newborn*","Neonate"
864.34,"Hypokalemia of newborn*","Neonate"
864.32,"Hyponatremia of newborn*","Neonate"
340.1,"Critical illness myopathy","Neuro"
864,"Transitory neonatal electrolyte and metabolic disturbances","Neonate"
857.8,"Newborn affected by fetal blood loss","Neonate"
864.3,"Transitory electrolyte disturbances of newborn","Neonate"
873,"Retinopathy of prematurity","Neonate"
340,"Myopathies","Neuro"
865.7,"Newborn esophageal reflux*","Neonate"
865.1,"Intestinal obstruction of newborn","Neonate"
865.2,"Necrotizing enterocolitis in newborn","Neonate"
865.3,"Perinatal intestinal perforation","Neonate"
865.4,"Hematemesis and melena due to swallowed maternal blood of newborn","Neonate"
865.5,"Noninfective neonatal diarrhea*","Neonate"
864.1,"Neonatal metabolic acidemia","Neonate"
865.6,"Congenital cirrhosis (of liver)*","Neonate"
339.22,"Myotonia congenita","Neuro"
339.21,"Myotonic muscular dystrophy","Neuro"
866.1,"Hypothermia of newborn","Neonate"
872.13,"Transient neonatal myasthenia gravis","Neonate"
868.7,"Umbilical granuloma*","Neonate"
870,"Disturbances of cerebral status of newborn","Neonate"
870.1,"Convulsions of newborn","Neonate"
870.2,"Neonatal cerebral ischemia*","Neonate"
870.3,"Acquired periventricular cysts of newborn*","Neonate"
870.4,"Neonatal cerebral leukomalacia","Neonate"
868.1,"Sclerema neonatorum","Neonate"
868.2,"Neonatal erythema toxicum*","Neonate"
868.3,"Hydrops fetalis not due to hemolytic disease","Neonate"
868.4,"Edema specific to newborn","Neonate"
868.5,"Breast engorgement in newborn","Neonate"
870.5,"Neonatal encephalopathy","Neonate"
705.3,"Polymyalgia rheumatica","Musc/Skel"
708.12,"Primary osteoarthritis of knee, lower leg","Musc/Skel"
708.1,"Primary osteoarthritis","Musc/Skel"
708.11,"Primary osteoarthritis of hip, pelvic region and thigh","Musc/Skel"
708.13,"Primary osteoarthritis of the hand","Musc/Skel"
708.9,"Heberden's or Bouchard's nodes*","Musc/Skel"
885.312,"Moderate to late preterm, 34 weeks*","Neonate"
200.7,"Iodine-deficiency related thyroid disorders*","Endo"
710.2,"Acquired deformities of the hip","Musc/Skel"
710.1,"Acquired deformities of the forearm and hand","Musc/Skel"
710,"Acquired deformities of limbs","Musc/Skel"
705.4,"Palindromic rheumatism","Musc/Skel"
811,"Hypothermia and chills, not associated with low environmental temperature","Signs/Symptoms"
809,"Pain","Signs/Symptoms"
339.11,"Duchenne or Becker muscular dystrophy*","Neuro"
339.12,"Facioscapulohumeral muscular dystrophy*","Neuro"
339.2,"Myotonic disorders","Neuro"
725,"Developmental disorders of bone","Musc/Skel"
725.2,"Juvenile osteochondrosis","Musc/Skel"
467.11,"Acute obstructive laryngitis [croup]","Resp"
466.2,"Chronic tonsillitis and adenoiditis","Resp"
466.1,"Acute tonsillitis and adenoiditis","Resp"
467.3,"Supraglottitis","Resp"
"N000.71","Triplet liveborn infant*","Neonate"
"N000.4","Liveborn infant, born vaginally*","Neonate"
"N000.5","Single liveborn infant","Neonate"
"N000.6","Twin liveborn infant","Neonate"
"N000.7","Triplet plus liveborn infant","Neonate"
339.1,"Muscular dystrophy","Neuro"
339,"Primary disorders of muscles","Neuro"
463.23,"Allergic rhinitis, due to animal hair and dander","Resp"
724.3,"Nontraumatic hematoma of soft tissue","Musc/Skel"
724.2,"Hypertrophy of (infrapatellar) fat pad","Musc/Skel"
724.1,"Myalgia","Musc/Skel"
724,"Other symptoms and disorders of the soft tissue","Musc/Skel"
753.3,"Buphthalmos [Macrophthalmos]","Cong"
753.22,"Spherophakia*","Cong"
753.23,"Congenital cataract","Cong"
750.2,"Congenital malformations of corpus callosum*","Cong"
753.2,"Congenital lens anomalies","Cong"
758.23,"Craniosynostosis*","Cong"
758.3,"Craniofacial dysostosis*","Cong"
758.2,"Abnormal skull shape*","Cong"
758.22,"Plagiocephaly*","Cong"
758.21,"Dolichocephaly*","Cong"
"N000.3","Liveborn infant, born by cesarean section","Neonate"
753.11,"Cystic eyeball","Cong"
756.6,"Congenital malformations of lips","Cong"
756.4,"Congenital malformations of mouth","Cong"
757.2,"Cleft lip","Cong"
757.11,"Cleft uvula [Bifid uvula]*","Cong"
755.8,"Congenital malformation of inner ear","Cong"
755.7,"Congenital anomaly of middle ear","Cong"
755.11,"Microtia","Cong"
755.12,"Congenital absence of external ear [Anotia]","Cong"
341.13,"Spastic quadriplegic cerebral palsy","Neuro"
755.2,"Macrotia","Cong"
755.3,"Accessory auricle","Cong"
755.4,"Misplaced ear [Abnormal location of ears]*","Cong"
755.5,"Prominent ear [Protruding ear]*","Cong"
753.1,"Aplasia/Hypoplasia affecting the eye","Cong"
"N000.2","Liveborn infant, born outside hospital","Neonate"
348,"Other diseases of spinal cord","Neuro"
774,"Congenital malformations of ureter and renal pelvis","Cong"
345.2,"Metabolic encephalopathy","Neuro"
338.3,"Lambert-Eaton syndrome","Neuro"
338.2,"Toxic myoneural disorders","Neuro"
338.1,"Myasthenia gravis","Neuro"
338,"Myasthenia gravis and other myoneural disorders","Neuro"
337.51,"Postherpetic polyneuropathy","Neuro"
337.8,"Polyneuropathy in diseases classified elsewhere","Neuro"
337.5,"Polyneuropathy related to infections","Neuro"
783.1,"Congenital dislocation of hip","Cong"
337.32,"Alcoholic polyneuropathy","Neuro"
784,"Congenital deformities of feet","Cong"
872.1,"Disorders of muscle tone of newborn*","Neonate"
872.2,"Congenital renal failure*","Neonate"
