ICD10_code	ICD10_label	ICD10_simpleLabel	hpo_code	hpo_label	SORTA_score	phecode1.2_codeList	phecodeX_codeList
H47.031	Optic nerve hypoplasia, right eye	optic nerve hypoplasia right eye	HP_0000609	Optic nerve hypoplasia	83.02	['377', '377.3']	['380', '380.1', '380.13']
H47.032	Optic nerve hypoplasia, left eye	optic nerve hypoplasia left eye	HP_0000609	Optic nerve hypoplasia	84.62	['377', '377.3']	['380', '380.1', '380.13']
H47.039	Optic nerve hypoplasia, unspecified eye	optic nerve hypoplasiaeye	HP_0000609	Optic nerve hypoplasia	91.3	['377', '377.3']	['380', '380.1', '380.13']
H47.1	Papilledema	papilledema	HP_0001085	Papilledema	100.0	['377', '377.3']	['380', '380.2', '380.21']
H47.10	Unspecified papilledema	papilledema	HP_0001085	Papilledema	100.0	['377']	['380', '380.2', '380.21']
H47.2	Optic atrophy	optic atrophy	HP_0000648	Optic atrophy	100.0	['377', '377.1']	['380', '380.3']
H47.20	Unspecified optic atrophy	optic atrophy	HP_0000648	Optic atrophy	100.0	['377', '377.1']	['380', '380.3']
H47.29	Other optic atrophy	other optic atrophy	HP_0000648	Optic atrophy	100.0	['377', '377.1']	['380', '380.3']
H47.299	Other optic atrophy, unspecified eye	other optic atrophyeye	HP_0000648	Optic atrophy	80.0	['377', '377.1']	['380', '380.3']
H47.31	Coloboma of optic disc	coloboma of optic disk	HP_0000588	Optic disc coloboma	100.0	['377']	['753', '753.4']
H47.311	Coloboma of optic disc, right eye	coloboma of optic disk right eye	HP_0000588	Optic disc coloboma	81.63	['377']	['753', '753.4']
H47.312	Coloboma of optic disc, left eye	coloboma of optic disk left eye	HP_0000588	Optic disc coloboma	83.33	['377']	['753', '753.4']
H47.313	Coloboma of optic disc, bilateral	coloboma of optic disk bilateral	HP_0000588	Optic disc coloboma	83.33	['377']	['753', '753.4']
H47.319	Coloboma of optic disc, unspecified eye	coloboma of optic diskeye	HP_0000588	Optic disc coloboma	90.48	['377']	['753', '753.4']
H47.32	Drusen of optic disc	drusen of optic disk	HP_0012426	Optic disc drusen	88.89	['377']	['380', '380.2', '380.22']
H47.329	Drusen of optic disc, unspecified eye	drusen of optic diskeye	HP_0012426	Optic disc drusen	84.21	['377']	['380', '380.2', '380.22']
H47.61	Cortical blindness	cortical blindness	HP_0100704	Cerebral visual impairment	100.0	['377']	['380', '380.5', '380.51']
H49	Paralytic strabismus	paralytic strabismus	HP_0031775	Neurogenic strabismus	100.0	['378', '378.5']	['381', '381.1']
H49.0	Third [oculomotor] nerve palsy	third oculomotor nerve palsy	HP_0012246	Oculomotor nerve palsy	88.0	['378', '378.5']	['334', '334.4', '334.41', '381', '381.1']
H49.1	Fourth [trochlear] nerve palsy	fourth trochlear nerve palsy	HP_0007011	Fourth cranial nerve palsy	85.71	['378', '378.5']	['334', '334.4', '334.42', '381', '381.1']
H49.2	Sixth [abducent] nerve palsy	sixth abducent nerve palsy	HP_0006897	Abducens palsy	85.0	['378', '378.5']	['334', '334.4', '334.44', '381', '381.1']
H49.3	Total (external) ophthalmoplegia	total external ophthalmoplegia	HP_0007824	Total ophthalmoplegia	89.23	['378', '378.5']	['381', '381.1', '381.11']
H49.30	Total (external) ophthalmoplegia, unspecified eye	total external ophthalmoplegiaeye	HP_0000544	External ophthalmoplegia	81.48	['378', '378.5']	['381', '381.1', '381.11']
H49.33	Total (external) ophthalmoplegia, bilateral	total external ophthalmoplegia bilateral	HP_0007824	Total ophthalmoplegia	84.93	['378', '378.5']	['381', '381.1', '381.11']
H49.4	Progressive external ophthalmoplegia	progressive external ophthalmoplegia	HP_0000590	Progressive external ophthalmoplegia	100.0	['378']	['381', '381.1', '381.11']
H49.40	Progressive external ophthalmoplegia, unspecified eye	progressive external ophthalmoplegiaeye	HP_0000590	Progressive external ophthalmoplegia	93.94	['378', '378.5']	['381', '381.1', '381.11']
H49.41	Progressive external ophthalmoplegia, right eye	progressive external ophthalmoplegia right eye	HP_0000590	Progressive external ophthalmoplegia	87.67	['378', '378.5']	['381', '381.1', '381.11']
H49.42	Progressive external ophthalmoplegia, left eye	progressive external ophthalmoplegia left eye	HP_0000590	Progressive external ophthalmoplegia	88.89	['378', '378.5']	['381', '381.1', '381.11']
H49.43	Progressive external ophthalmoplegia, bilateral	progressive external ophthalmoplegia bilateral	HP_0000590	Progressive external ophthalmoplegia	88.89	['378', '378.5']	['381', '381.1', '381.11']
H49.8	Other paralytic strabismus	other paralytic strabismus	HP_0031775	Neurogenic strabismus	100.0		['381', '381.1']
H49.88	Other paralytic strabismus	other paralytic strabismus	HP_0031775	Neurogenic strabismus	100.0	['378', '378.5']	['381', '381.1']
H49.881	Other paralytic strabismus, right eye	other paralytic strabismus right eye	HP_0031775	Neurogenic strabismus	80.0	['378', '378.5']	['381', '381.1']
H49.882	Other paralytic strabismus, left eye	other paralytic strabismus left eye	HP_0031775	Neurogenic strabismus	81.82	['378', '378.5']	['381', '381.1']
H49.883	Other paralytic strabismus, bilateral	other paralytic strabismus bilateral	HP_0031775	Neurogenic strabismus	81.82	['378', '378.5']	['381', '381.1']
H49.889	Other paralytic strabismus, unspecified eye	other paralytic strabismuseye	HP_0031775	Neurogenic strabismus	87.18	['378', '378.5']	['381', '381.1']
H49.9	Unspecified paralytic strabismus	paralytic strabismus	HP_0031775	Neurogenic strabismus	100.0	['378', '378.5']	['381', '381.1']
H50	Other strabismus	other strabismus	HP_0000486	Strabismus	100.0		['381']
H50.0	Esotropia	esotropia	HP_0000565	Esotropia	100.0	['378', '378.1']	['381', '381.3']
H50.00	Unspecified esotropia	esotropia	HP_0000565	Esotropia	100.0	['378', '378.1']	['381', '381.3']
H50.05	Alternating esotropia	alternating esotropia	HP_0001137	Alternating esotropia	100.0	['378', '378.1']	['381', '381.3', '381.31']
H50.06	Alternating esotropia with A pattern	alternating esotropia with a pattern	HP_0001137	Alternating esotropia	80.95	['378', '378.1']	['381', '381.3', '381.31']
H50.1	Exotropia	exotropia	HP_0000577	Exotropia	100.0	['378', '378.1']	['381', '381.4']
H50.10	Unspecified exotropia	exotropia	HP_0000577	Exotropia	100.0	['378', '378.1']	['381', '381.4']
H50.15	Alternating exotropia	alternating exotropia	HP_0031717	Alternating exotropia	100.0	['378', '378.1']	['381', '381.4', '381.41']
H50.16	Alternating exotropia with A pattern	alternating exotropia with a pattern	HP_0031717	Alternating exotropia	80.95	['378', '378.1']	['381', '381.4', '381.41']
H50.2	Vertical strabismus	vertical strabismus	HP_0020043	Vertical incomitant strabismus	80.95	['378', '378.1']	['381']
H50.4	Other and unspecified heterotropia	other andheterotropia	HP_0032012	Heterotropia	82.76	['378', '378.1']	['381']
H50.40	Unspecified heterotropia	heterotropia	HP_0032012	Heterotropia	100.0	['378', '378.1']	['381']
H50.41	Cyclotropia	cyclotropia	HP_0031776	Cyclotropia	100.0	['378', '378.1']	['381', '381.7']
H50.43	Accommodative component in esotropia	accommodative component in esotropia	HP_0031765	Partially accomodative esotropia	85.25	['378', '378.1']	['381', '381.3', '381.32']
H50.5	Heterophoria	heterophoria	HP_0032011	Heterophoria	100.0	['378', '378.1']	['381', '381.8']
H50.50	Unspecified heterophoria	heterophoria	HP_0032011	Heterophoria	100.0	['378', '378.1']	['381', '381.8']
H50.51	Esophoria	esophoria	HP_0025312	Esophoria	100.0	['378', '378.1']	['381', '381.8', '381.81']
H50.52	Exophoria	exophoria	HP_0025313	Exophoria	100.0	['378', '378.1']	['381', '381.8', '381.82']
H50.54	Cyclophoria	cyclophoria	HP_0031777	Cyclophoria	100.0	['378', '378.1']	['381', '381.8', '381.83']
H50.61	Brown's sheath syndrome	browns sheath syndrome	HP_0031622	Brown anomaly	80.0	['378', '378.1']	['381']
H50.9	Unspecified strabismus	strabismus	HP_0000486	Strabismus	100.0	['378']	['381', '381.6']
H51.1	Convergence insufficiency and excess	convergence insufficiency and excess	HP_0000619	Impaired convergence	83.72	['378']	['382', '382.1']
H51.11	Convergence insufficiency	convergence insufficiency	HP_0000619	Impaired convergence	100.0	['378']	['382', '382.1']
H51.2	Internuclear ophthalmoplegia	internuclear ophthalmoplegia	HP_0030773	Internuclear ophthalmoplegia	100.0	['378']	['381', '381.1', '381.11']
H51.20	Internuclear ophthalmoplegia, unspecified eye	internuclear ophthalmoplegiaeye	HP_0030773	Internuclear ophthalmoplegia	93.33	['378']	['381', '381.1', '381.11']
H51.21	Internuclear ophthalmoplegia, right eye	internuclear ophthalmoplegia right eye	HP_0030773	Internuclear ophthalmoplegia	86.57	['378']	['381', '381.1', '381.11']
H51.22	Internuclear ophthalmoplegia, left eye	internuclear ophthalmoplegia left eye	HP_0030773	Internuclear ophthalmoplegia	87.88	['378']	['381', '381.1', '381.11']
H51.23	Internuclear ophthalmoplegia, bilateral	internuclear ophthalmoplegia bilateral	HP_0030773	Internuclear ophthalmoplegia	87.88	['378']	['381', '381.1', '381.11']
H52.0	Hypermetropia	hypermetropia	HP_0000540	Hypermetropia	100.0	['367', '367.8']	['387', '387.1']
H52.00	Hypermetropia, unspecified eye	hypermetropiaeye	HP_0000540	Hypermetropia	86.67	['367', '367.8']	['387', '387.1']
H52.1	Myopia	myopia	HP_0000545	Myopia	100.0	['367', '367.1']	['387', '387.2']
H52.2	Astigmatism	astigmatism	HP_0000483	Astigmatism	100.0	['367', '367.2']	['387', '387.3']
H52.20	Unspecified astigmatism	astigmatism	HP_0000483	Astigmatism	100.0	['367', '367.2']	['387', '387.3']
H52.21	Irregular astigmatism	irregular astigmatism	HP_0031792	Irregular astigmatism	100.0	['367', '367.2']	['387', '387.3', '387.31']
H52.211	Irregular astigmatism, right eye	irregular astigmatism right eye	HP_0031792	Irregular astigmatism	80.85	['367', '367.2']	['387', '387.3', '387.31']
H52.212	Irregular astigmatism, left eye	irregular astigmatism left eye	HP_0031792	Irregular astigmatism	82.61	['367', '367.2']	['387', '387.3', '387.31']
H52.213	Irregular astigmatism, bilateral	irregular astigmatism bilateral	HP_0031792	Irregular astigmatism	82.61	['367', '367.2']	['387', '387.3', '387.31']
H52.219	Irregular astigmatism, unspecified eye	irregular astigmatismeye	HP_0031792	Irregular astigmatism	83.72	['367', '367.2']	['387', '387.3', '387.31']
H52.22	Regular astigmatism	regular astigmatism	HP_0031792	Irregular astigmatism	88.89	['367', '367.2']	['387', '387.3']
H52.31	Anisometropia	anisometropia	HP_0012803	Anisometropia	100.0	['368', '368.3']	['387', '387.5']
H53.00	Unspecified amblyopia	amblyopia	HP_0000646	Amblyopia	100.0	['368', '368.1']	['386', '386.1']
H53.009	Unspecified amblyopia, unspecified eye	amblyopiaeye	HP_0000646	Amblyopia	81.82	['368', '368.1']	['386', '386.1']
H53.11	Day blindness	day blindness	HP_0012047	Hemeralopia	100.0	['368', '368.9']	['386']
H53.13	Sudden visual loss	sudden visual loss	HP_0001117	Sudden loss of visual acuity	84.44	['368', '368.9']	['386', '386.8']
H53.2	Diplopia	diplopia	HP_0000651	Diplopia	100.0	['368', '368.2']	['386', '386.2']
H53.4	Visual field defects	visual field defects	HP_0001123	Visual field defect	100.0	['368', '368.4']	['386', '386.4']
H53.40	Unspecified visual field defects	visual field defects	HP_0001123	Visual field defect	100.0	['368', '368.4']	['386', '386.4']
H53.45	Other localized visual field defect	other localized visual field defect	HP_0001123	Visual field defect	86.96	['368', '368.4']	['386', '386.4']
H53.5	Color vision deficiencies	color vision deficiencies	HP_0000551	Color vision defect	80.0	['368', '368.5']	['386', '386.5']
H53.50	Unspecified color vision deficiencies	color vision deficiencies	HP_0000551	Color vision defect	80.0	['368', '368.5']	['386', '386.5']
H53.51	Achromatopsia	achromatopsia	HP_0011516	Achromatopsia	100.0	['368', '368.5']	['386', '386.5']
H53.53	Deuteranomaly	deuteranomaly	HP_0011520	Deuteranomaly	100.0	['368', '368.5']	['386', '386.5']
H53.54	Protanomaly	protanomaly	HP_0200018	Protanomaly	100.0	['368', '368.5']	['386', '386.5']
H53.55	Tritanomaly	tritanomaly	HP_0000552	Tritanomaly	100.0	['368', '368.5']	['386', '386.5']
H53.59	Other color vision deficiencies	other color vision deficiencies	HP_0000551	Color vision defect	80.0	['368', '368.5']	['386', '386.5']
H53.6	Night blindness	night blindness	HP_0000662	Nyctalopia	100.0	['368']	['386', '386.6']
H53.60	Unspecified night blindness	night blindness	HP_0000662	Nyctalopia	100.0	['368']	['386', '386.6']
H53.63	Congenital night blindness	congenital night blindness	HP_0007642	Congenital stationary night blindness	100.0	['368']	['386', '386.6']
H53.69	Other night blindness	other night blindness	HP_0000662	Nyctalopia	100.0	['368']	['386', '386.6']
H54.0	Blindness, both eyes	blindness both eyes	HP_0000618	Blindness	80.0	['367', '367.9']	['388', '388.1']
H54.7	Unspecified visual loss	visual loss	HP_0000572	Visual loss	100.0	['367', '367.9']	['388']
H55.0	Nystagmus	nystagmus	HP_0000639	Nystagmus	100.0	['378', '378.2']	['383', '383.1']
H55.00	Unspecified nystagmus	nystagmus	HP_0000639	Nystagmus	100.0	['378', '378.2']	['383', '383.1']
H55.01	Congenital nystagmus	congenital nystagmus	HP_0006934	Congenital nystagmus	100.0	['378', '378.2']	['383', '383.1']
H57.02	Anisocoria	anisocoria	HP_0009916	Anisocoria	100.0	['379', '379.4']	['384', '384.1']
H57.03	Miosis	miosis	HP_0000616	Miosis	100.0	['379', '379.4']	['384', '384.2']
H57.04	Mydriasis	mydriasis	HP_0011499	Mydriasis	100.0	['379', '379.4']	['384', '384.3']
H57.05	Tonic pupil	tonic pupil	HP_0012074	Tonic pupil	100.0	['379', '379.4']	['384', '384.4']
H57.059	Tonic pupil, unspecified eye	tonic pupileye	HP_0012074	Tonic pupil	84.62	['379', '379.4']	['384', '384.4']
H57.1	Ocular pain	ocular pain	HP_0200026	Ocular pain	100.0	['379', '379.9']	['389', '389.1']
H57.10	Ocular pain, unspecified eye	ocular paineye	HP_0200026	Ocular pain	84.62	['379', '379.9']	['389', '389.1']
H57.81	Brow ptosis	brow ptosis	HP_0031623	Brow ptosis	100.0		['361', '361.3', '361.36']
H57.812	Brow ptosis, left	brow ptosis left	HP_0031623	Brow ptosis	81.48		['361', '361.3', '361.36']
H57.813	Brow ptosis, bilateral	brow ptosis bilateral	HP_0001488	Bilateral ptosis	84.85		['361', '361.3', '361.36']
H57.819	Brow ptosis, unspecified	brow ptosis	HP_0031623	Brow ptosis	100.0		['361', '361.3', '361.36']
H60	Otitis externa	otitis externa	HP_0410017	Otitis externa	100.0	['380', '380.1']	['390', '390.1']
H60.2	Malignant otitis externa	malignant otitis externa	HP_0410017	Otitis externa	80.0	['380', '380.1']	['390', '390.1']
H60.3	Other infective otitis externa	other infective otitis externa	HP_0410017	Otitis externa	80.0	['380', '380.1']	['390', '390.1']
H60.31	Diffuse otitis externa	diffuse otitis externa	HP_0410017	Otitis externa	80.0	['380', '380.1']	['390', '390.1']
H60.33	Swimmer's ear	swimmers ear	HP_0410017	Otitis externa	100.0	['380', '380.1']	['390', '390.1']
H60.339	Swimmer's ear, unspecified ear	swimmers earear	HP_0410017	Otitis externa	88.89	['380', '380.1']	['390', '390.1']
H60.39	Other infective otitis externa	other infective otitis externa	HP_0410017	Otitis externa	80.0	['380', '380.1']	['390', '390.1']
H60.8	Other otitis externa	other otitis externa	HP_0410017	Otitis externa	100.0	['380', '380.1']	['390', '390.1']
H60.8X	Other otitis externa	other otitis externa	HP_0410017	Otitis externa	100.0	['380', '380.1']	['390', '390.1']
H60.8X9	Other otitis externa, unspecified ear	other otitis externaear	HP_0410017	Otitis externa	83.87	['380', '380.1']	['390', '390.1']
H60.9	Unspecified otitis externa	otitis externa	HP_0410017	Otitis externa	100.0	['380', '380.1']	['390', '390.1']
H60.90	Unspecified otitis externa, unspecified ear	otitis externaear	HP_0410017	Otitis externa	83.87	['380', '380.1']	['390', '390.1']
H61.2	Impacted cerumen	impacted cerumen	HP_0030788	Impacted cerumen	100.0	['380', '380.4']	['390', '390.4']
H61.20	Impacted cerumen, unspecified ear	impacted cerumenear	HP_0030788	Impacted cerumen	84.85	['380', '380.4']	['390', '390.4']
H61.81	Exostosis of external canal	exostosis of external canal	HP_0004459	Exostosis of the external auditory canal	83.02	['380']	['390', '390.2', '724', '724.5']
H65.0	Acute serous otitis media	acute serous otitis media	HP_0000371	Acute otitis media	85.0	['381', '381.1']	['391', '391.1', '391.11']
H65.2	Chronic serous otitis media	chronic serous otitis media	HP_0000389	Chronic otitis media	86.96	['381', '381.1']	['391', '391.1', '391.12']
H65.3	Chronic mucoid otitis media	chronic mucoid otitis media	HP_0000389	Chronic otitis media	85.11	['381', '381.1']	['391', '391.1', '391.12']
H65.4	Other chronic nonsuppurative otitis media	other chronic nonsuppurative otitis media	HP_0000389	Chronic otitis media	80.0	['381', '381.1']	['391', '391.1', '391.12']
H65.41	Chronic allergic otitis media	chronic allergic otitis media	HP_0000389	Chronic otitis media	85.11	['381', '381.1']	['391', '391.1', '391.12', '840', '840.8']
H65.49	Other chronic nonsuppurative otitis media	other chronic nonsuppurative otitis media	HP_0000389	Chronic otitis media	80.0	['381', '381.1']	['391', '391.1', '391.12']
H66.0	Acute suppurative otitis media	acute suppurative otitis media	HP_0000371	Acute otitis media	82.93	['381', '381.1', '381.11']	['391', '391.1', '391.11']
