CUI	ICD9_code	ICD9_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList	ICD9_simpleLabel	phecodeXupdated_codeList
C0012242	523	Gingival and periodontal diseases	HP_0011024	Abnormality of the gastrointestinal tract	['523']	['504']	gingival and periodontal diseases	['GI_504']
C0012242	523.0	Acute gingivitis	HP_0011024	Abnormality of the gastrointestinal tract	['523', '523.1']	['504', '504.1']	acute gingivitis	['GI_504.1']
C0012242	523.00	Acute gingivitis, plaque induced	HP_0011024	Abnormality of the gastrointestinal tract	['523', '523.1']	['504', '504.1']	acute gingivitis plaque induced	['GI_504.1']
C0012242	523.01	Acute gingivitis, non-plaque induced	HP_0011024	Abnormality of the gastrointestinal tract	['523', '523.1']	['504', '504.1']	acute gingivitis non-plaque induced	['GI_504.1']
C0012242	523.1	Chronic gingivitis	HP_0011024	Abnormality of the gastrointestinal tract	['523', '523.1']	['504', '504.1']	chronic gingivitis	['GI_504.1']
C0012242	523.10	Chronic gingivitis, plaque induced	HP_0011024	Abnormality of the gastrointestinal tract	['523', '523.1']	['504', '504.1']	chronic gingivitis plaque induced	['GI_504.1']
C0012242	523.11	Chronic gingivitis, non-plaque induced	HP_0011024	Abnormality of the gastrointestinal tract	['523', '523.1']	['504', '504.1']	chronic gingivitis non-plaque induced	['GI_504.1']
C0012242	523.2	Gingival recession	HP_0011024	Abnormality of the gastrointestinal tract	['523', '523.1']	['504', '504.2']	gingival recession	['GI_504.2']
C0012242	523.20	Gingival recession, unspecified	HP_0011024	Abnormality of the gastrointestinal tract	['523', '523.1']	['504', '504.2']	gingival recession	['GI_504.2']
C0012242	523.21	Gingival recession, minimal	HP_0011024	Abnormality of the gastrointestinal tract	['523', '523.1']	['504', '504.2']	gingival recession minimal	['GI_504.2']
C0012242	522.0	Pulpitis	HP_0011024	Abnormality of the gastrointestinal tract	['522', '522.1']	['503', '503.1']	pulpitis	['GI_502.31']
C0012242	522	Diseases of pulp and periapical tissues	HP_0011024	Abnormality of the gastrointestinal tract	['522']	['503']	diseases of pulp and periapical tissues	['GI_502.3']
C0012242	521.9	Unspecified disease of hard tissues of teeth	HP_0011024	Abnormality of the gastrointestinal tract	['521']	['502']	disease of hard tissues of teeth	['GI_502.1']
C0012242	521.89	Other specific diseases of hard tissues of teeth	HP_0011024	Abnormality of the gastrointestinal tract	['521']	['502']	other specific diseases of hard tissues of teeth	['GI_502.1']
C0012242	521.23	Abrasion, extending into pulp	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	abrasion extending into pulp	['GI_502.12']
C0012242	521.24	Abrasion, localized	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	abrasion localized	['GI_502.12']
C0012242	521.25	Abrasion, generalized	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	abrasion generalized	['GI_502.12']
C0012242	521.3	Erosion of teeth	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	erosion of teeth	['GI_502.12']
C0012242	521.30	Erosion, unspecified	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	erosion	['GI_502.12']
C0012242	521.31	Erosion, limited to enamel	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	erosion limited to enamel	['GI_502.12']
C0012242	521.32	Erosion, extending into dentine	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	erosion extending into dentine	['GI_502.12']
C0012242	521.33	Erosion, extending into pulp	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	erosion extending into pulp	['GI_502.12']
C0012242	521.34	Erosion, localized	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	erosion localized	['GI_502.12']
C0012242	521.21	Abrasion, limited to enamel	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	abrasion limited to enamel	['GI_502.12']
C0012242	521.35	Erosion, generalized	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.2']	['502', '502.1']	erosion generalized	['GI_502.12']
C0012242	521.40	Pathological resorption, unspecified	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.4']	['502', '502.4']	pathological resorption	['GI_502.15']
C0012242	521.41	Pathological resorption, internal	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.4']	['502', '502.4']	pathological resorption internal	['GI_502.15']
C0012242	521.42	Pathological resorption, external	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.4']	['502', '502.4']	pathological resorption external	['GI_502.15']
C0012242	521.49	Other pathological resorption	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.4']	['502', '502.4']	other pathological resorption	['GI_502.15']
C0012242	521.5	Hypercementosis	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.4']	['502', '502.5']	hypercementosis	['GI_502.17']
C0012242	521.6	Ankylosis of teeth	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.4']	['500', '500.6']	ankylosis of teeth	['GI_500.6']
C0012242	521.7	Intrinsic posteruptive color changes	HP_0011024	Abnormality of the gastrointestinal tract	['521']	['502']	intrinsic posteruptive color changes	['GI_502.1']
C0012242	521.8	Other specified diseases of hard tissues of teeth	HP_0011024	Abnormality of the gastrointestinal tract	['521']	['502']	other specified diseases of hard tissues of teeth	['GI_502.1']
C0012242	521.81	Cracked tooth	HP_0011024	Abnormality of the gastrointestinal tract	['521']	['502', '502.2']	cracked tooth	['GI_502.13']
C0012242	521.4	Pathological tooth resorption	HP_0011024	Abnormality of the gastrointestinal tract	['521', '521.4']	['502', '502.4']	pathological tooth resorption	['GI_502.15']
C0012242	525.20	Unspecified atrophy of edentulous alveolar ridge	HP_0011024	Abnormality of the gastrointestinal tract	['525', '525.2']	['502', '502.7']	atrophy of edentulous alveolar ridge	['GI_502.2']
C0012242	524.35	Rotation of tooth/teeth	HP_0011024	Abnormality of the gastrointestinal tract	['524', '524.3']	['733', '733.3']	rotation of toothteeth	['MS_733.3']
C0012242	525.22	Moderate atrophy of the mandible	HP_0011024	Abnormality of the gastrointestinal tract	['525', '525.2']	['502', '502.7']	moderate atrophy of the mandible	['GI_502.2']
C0012242	530.1	Esophagitis	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.1']	['510', '510.2']	esophagitis	['GI_510.2']
C0012242	530.10	Esophagitis, unspecified	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.1']	['510', '510.2']	esophagitis	['GI_510.2']
C0012242	525.21	Minimal atrophy of the mandible	HP_0011024	Abnormality of the gastrointestinal tract	['525', '525.2']	['502', '502.7']	minimal atrophy of the mandible	['GI_502.2']
C0012242	530.12	Acute esophagitis	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.1']	['510', '510.2']	acute esophagitis	['GI_510.2']
C0012242	530.13	Eosinophilic esophagitis	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.1', '530.15']	['510', '510.2', '522', '522.6', '522.61']	eosinophilic esophagitis	['GI_510.2', 'GI_522.61']
C0012242	530.19	Other esophagitis	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.1']	['510', '510.2']	other esophagitis	['GI_510.2']
C0012242	530.2	Ulcer of esophagus	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.1', '530.12']	['513', '513.1']	ulcer of esophagus	['GI_513.1']
C0012242	530.20	Ulcer of esophagus without bleeding	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.1', '530.12']	['513', '513.1']	ulcer of esophagus without bleeding	['GI_513.1']
C0012242	530.0	Achalasia and cardiospasm	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.5']	['510', '510.1']	achalasia and cardiospasm	['GI_510.1']
C0012242	530.21	Ulcer of esophagus with bleeding	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.1', '530.12']	['513', '513.1']	ulcer of esophagus with bleeding	['GI_513.1']
C0012242	530.5	Dyskinesia of esophagus	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.5']	['324', '324.3', '510', '510.5']	dyskinesia of esophagus	['GI_510.5']
C0012242	530.6	Diverticulum of esophagus, acquired	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.6']	['510', '510.6']	diverticulum of esophagus acquired	['GI_510.6']
C0012242	530.7	Gastroesophageal laceration-hemorrhage syndrome	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.7']	['510', '510.7']	gastroesophageal laceration-hemorrhage syndrome	['GI_510.7']
C0012242	530.8	Other specified disorders of esophagus	HP_0011024	Abnormality of the gastrointestinal tract	['530']	['510']	other specified disorders of esophagus	['GI_510']
C0012242	530.81	Esophageal reflux	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.1', '530.11']	['511']	esophageal reflux	['GI_511']
C0012242	530.82	Esophageal hemorrhage	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.2']	['510']	esophageal hemorrhage	['GI_510']
C0012242	530.83	Esophageal leukoplakia	HP_0011024	Abnormality of the gastrointestinal tract	['530']	['507', '507.3']	esophageal leukoplakia	['GI_507.3']
C0012242	530.84	Tracheoesophageal fistula	HP_0011024	Abnormality of the gastrointestinal tract	['530']	['492']	tracheoesophageal fistula	['RE_492']
C0012242	530.3	Stricture and stenosis of esophagus	HP_0011024	Abnormality of the gastrointestinal tract	['530', '530.3']	['514', '514.1']	stricture and stenosis of esophagus	['GI_514.1']
C0012242	530	Diseases of esophagus	HP_0011024	Abnormality of the gastrointestinal tract	['530']	['510']	diseases of esophagus	['GI_510']
C0012242	529.9	Unspecified condition of the tongue	HP_0011024	Abnormality of the gastrointestinal tract	['529']	['509']	condition of the tongue	['GI_509']
C0012242	529.8	Other specified conditions of the tongue	HP_0011024	Abnormality of the gastrointestinal tract	['529']	['509']	other specified conditions of the tongue	['GI_509']
C0012242	528.2	Oral aphthae	HP_0011024	Abnormality of the gastrointestinal tract	['528', '528.1', '528.12']	['507', '507.1', '507.11']	oral aphthae	['GI_507.11']
C0012242	528.3	Cellulitis and abscess of oral soft tissues	HP_0011024	Abnormality of the gastrointestinal tract	['528', '528.3']	['507', '507.2']	cellulitis and abscess of oral soft tissues	['GI_507.2']
C0012242	528.4	Cysts of oral soft tissues	HP_0011024	Abnormality of the gastrointestinal tract	['528', '528.4']	['505']	cysts of oral soft tissues	['GI_505']
C0012242	528.5	Diseases of lips	HP_0011024	Abnormality of the gastrointestinal tract	['528', '528.5']	['508']	diseases of lips	['GI_508']
C0012242	528.6	Leukoplakia of oral mucosa, including tongue	HP_0011024	Abnormality of the gastrointestinal tract	['528', '528.6']	['507', '507.3']	leukoplakia of oral mucosa including tongue	['GI_507.3']
C0012242	528.7	Other disturbances of oral epithelium, including tongue	HP_0011024	Abnormality of the gastrointestinal tract	['528']	['507']	other disturbances of oral epithelium including tongue	['GI_507']
C0012242	528.71	Minimal keratinized residual ridge mucosa	HP_0011024	Abnormality of the gastrointestinal tract	['528', '528.6']	['507']	minimal keratinized residual ridge mucosa	['GI_507']
C0012242	528.72	Excessive keratinized residual ridge mucosa	HP_0011024	Abnormality of the gastrointestinal tract	['528', '528.6']	['507']	excessive keratinized residual ridge mucosa	['GI_507']
C0012242	528.79	Other disturbances of oral epithelium, including tongue	HP_0011024	Abnormality of the gastrointestinal tract	['528']	['507']	other disturbances of oral epithelium including tongue	['GI_507']
C0012242	528.8	Oral submucosal fibrosis, including of tongue	HP_0011024	Abnormality of the gastrointestinal tract	['528']	['507', '507.5']	oral submucosal fibrosis including of tongue	['GI_507.5']
C0012242	528.9	Other and unspecified diseases of the oral soft tissues	HP_0011024	Abnormality of the gastrointestinal tract	['528']	['507']	other anddiseases of the oral soft tissues	['GI_507']
C0012242	529	Diseases and other conditions of the tongue	HP_0011024	Abnormality of the gastrointestinal tract	['529']	['509']	diseases and other conditions of the tongue	['GI_509']
C0012242	529.0	Glossitis	HP_0011024	Abnormality of the gastrointestinal tract	['529', '529.1']	['509', '509.1']	glossitis	['GI_509.1']
C0012242	529.1	Geographic tongue	HP_0011024	Abnormality of the gastrointestinal tract	['529', '529.1']	['509', '509.2']	geographic tongue	['GI_509.12']
C0012242	529.2	Median rhomboid glossitis	HP_0011024	Abnormality of the gastrointestinal tract	['529', '529.1']	['509', '509.1']	median rhomboid glossitis	['GI_509.1']
C0012242	529.3	Hypertrophy of tongue papillae	HP_0011024	Abnormality of the gastrointestinal tract	['529']	['509', '509.3']	hypertrophy of tongue papillae	['GI_509.3']
C0012242	529.4	Atrophy of tongue papillae	HP_0011024	Abnormality of the gastrointestinal tract	['529']	['509', '509.4']	atrophy of tongue papillae	['GI_509.4']
C0012242	529.5	Plicated tongue	HP_0011024	Abnormality of the gastrointestinal tract	['529']	['509', '509.5']	plicated tongue	['GI_509.5']
C0012242	529.6	Glossodynia	HP_0011024	Abnormality of the gastrointestinal tract	['529', '529.6']	['509', '509.1', '509.11']	glossodynia	['GI_509.11']
C0012242	530.86	Infection of esophagostomy	HP_0011024	Abnormality of the gastrointestinal tract	['080']	['C945']	infection of esophagostomy	
C0012242	528.1	Cancrum oris	HP_0011024	Abnormality of the gastrointestinal tract	['528']	['507', '507.1', '507.12']	cancrum oris	['GI_507.1']
C0012242	530.87	Mechanical complication of esophagostomy	HP_0011024	Abnormality of the gastrointestinal tract	['1011']	['C934']	mechanical complication of esophagostomy	
C0012242	530.9	Unspecified disorder of esophagus	HP_0011024	Abnormality of the gastrointestinal tract	['530']	['510']	disorder of esophagus	['GI_510']
C0012242	531.70	Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction	HP_0011024	Abnormality of the gastrointestinal tract	['531', '531.2']	['513', '513.1']	chronic gastric ulcer without mention of hemorrhage or perforation without mention of obstruction	['GI_513.2']
C0012242	531.71	Chronic gastric ulcer without mention of hemorrhage or perforation, with obstruction	HP_0011024	Abnormality of the gastrointestinal tract	['531', '531.2']	['513', '513.1']	chronic gastric ulcer without mention of hemorrhage or perforation with obstruction	['GI_513.2', 'GI_514']
C0012242	531.9	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation	HP_0011024	Abnormality of the gastrointestinal tract	['531', '531.2']	['513', '513.1']	gastric ulceras acute or chronic without mention of hemorrhage or perforation	['GI_513.2']
C0012242	531.90	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction	HP_0011024	Abnormality of the gastrointestinal tract	['531', '531.2']	['513', '513.1']	gastric ulceras acute or chronic without mention of hemorrhage or perforation without mention of obstruction	['GI_513.2']
