ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList	hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeXupdated_codeList
H60.33	Swimmer's ear	swimmers ear	['380', '380.1']	['390', '390.1']	HP_0410017	Swimmer's ear	swimmers ear	False	['SO_390.1']
H60.9	Unspecified otitis externa	otitis externa	['380', '380.1']	['390', '390.1']	HP_0410017	Otitis externa	otitis externa	True	['SO_390.1']
H61.2	Impacted cerumen	impacted cerumen	['380', '380.4']	['390', '390.4']	HP_0030788	Impacted cerumen	impacted cerumen	True	['SO_390.4']
H61.81	Exostosis of external canal	exostosis of external canal	['380']	['390', '390.2', '724', '724.5']	HP_0004459	Exostosis of the external auditory canal	exostosis of the external auditory canal	True	['SO_390.2', 'MS_724.5']
H66.9	Otitis media, unspecified	otitis media	['381', '381.1', '381.11']	['391', '391.1']	HP_0000388	Otitis media	otitis media	True	['SO_391.1']
H68.1	Obstruction of Eustachian tube	obstruction of eustachian tube	['381', '381.2']	['391', '391.2', '391.22']	HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	['SO_391.22']
H68.10	Unspecified obstruction of Eustachian tube	obstruction of eustachian tube	['381', '381.2']	['391', '391.2', '391.22']	HP_0040269	Obstruction of Eustachian tube	obstruction of eustachian tube	False	['SO_391.22']
H70.81	Postauricular fistula	postauricular fistula	['381', '381.3']	['393']	HP_0004464	Postauricular fistula	postauricular fistula	False	['SO_393']
H70.9	Unspecified mastoiditis	mastoiditis	['381', '381.3']	['393']	HP_0000265	Mastoiditis	mastoiditis	True	['SO_393']
H71.9	Unspecified cholesteatoma	cholesteatoma	['385', '385.3']	['391', '391.6']	HP_0009797	Cholesteatoma	cholesteatoma	True	['SO_391.6']
H74.0	Tympanosclerosis	tympanosclerosis	['385', '385.5']	['391', '391.4']	HP_0020123	Tympanosclerosis	tympanosclerosis	True	['SO_391.4']
H80	Otosclerosis	otosclerosis	['383']	['391', '391.8']	HP_0000362	Otosclerosis	otosclerosis	True	['SO_391.8']
H80.9	Unspecified otosclerosis	otosclerosis	['383']	['391', '391.8']	HP_0000362	Otosclerosis	otosclerosis	True	['SO_391.8']
H90.0	Conductive hearing loss, bilateral	conductive hearing loss bilateral	['389', '389.2']	['396', '396.1', '396.11']	HP_0008513	Bilateral conductive hearing loss	bilateral conductive hearing loss	False	['SO_396.1', 'SO_396.8']
H90.2	Conductive hearing loss, unspecified	conductive hearing loss	['389', '389.2']	['396', '396.1']	HP_0000405	Conductive hearing loss	conductive hearing loss	False	['SO_396.1']
H90.2	Conductive hearing loss, unspecified	conductive hearing loss	['389', '389.2']	['396', '396.1']	HP_0000405	Hearing loss, conductive	hearing loss conductive	False	['SO_396.1']
H90.2	Conductive hearing loss, unspecified	conductive hearing loss	['389', '389.2']	['396', '396.1']	HP_0008513	Bilateral conductive hearing loss	bilateral conductive hearing loss	False	['SO_396.1']
H90.2	Conductive hearing loss, unspecified	conductive hearing loss	['389', '389.2']	['396', '396.1']	HP_0008591	Congenital conductive hearing loss	congenital conductive hearing loss	False	['SO_396.1']
H90.2	Conductive hearing loss, unspecified	conductive hearing loss	['389', '389.2']	['396', '396.1']	HP_0008598	Conductive hearing loss, mild	conductive hearing loss mild	False	['SO_396.1']
H90.2	Conductive hearing loss, unspecified	conductive hearing loss	['389', '389.2']	['396', '396.1']	HP_0012716	Conductive hearing loss, moderate	conductive hearing loss moderate	False	['SO_396.1']
H90.2	Conductive hearing loss, unspecified	conductive hearing loss	['389', '389.2']	['396', '396.1']	HP_0012717	Conductive hearing loss, severe	conductive hearing loss severe	False	['SO_396.1']
H90.3	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	['389', '389.1']	['396', '396.2', '396.21']	HP_0000408	Bilateral progressive sensorineural hearing loss	bilateral progressive sensorineural hearing loss	False	['SO_396.2', 'SO_396.8']
H90.3	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	['389', '389.1']	['396', '396.2', '396.21']	HP_0000408	Hearing loss, sensorineural, bilateral, progressive	hearing loss sensorineural bilateral progressive	False	['SO_396.2', 'SO_396.8']
H90.3	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	['389', '389.1']	['396', '396.2', '396.21']	HP_0000408	Progressive bilateral sensorineural hearing loss	progressive bilateral sensorineural hearing loss	False	['SO_396.2', 'SO_396.8']
H90.3	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	['389', '389.1']	['396', '396.2', '396.21']	HP_0008619	Bilateral sensorineural hearing loss	bilateral sensorineural hearing loss	False	['SO_396.2', 'SO_396.8']
H90.3	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	['389', '389.1']	['396', '396.2', '396.21']	HP_0008619	Hearing loss, sensorineural, bilateral	hearing loss sensorineural bilateral	False	['SO_396.2', 'SO_396.8']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0000407	Hearing loss, sensorineural	hearing loss sensorineural	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0000407	Sensorineural hearing loss	sensorineural hearing loss	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0000408	Hearing loss, progressive sensorineural	hearing loss progressive sensorineural	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0000408	Hearing loss, sensorineural, progressive	hearing loss sensorineural progressive	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0000408	Sensorineural hearing loss, progressive	sensorineural hearing loss progressive	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0008527	Congenital sensorineural hearing loss	congenital sensorineural hearing loss	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0008527	Hearing loss, congenital sensorineural	hearing loss congenital sensorineural	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0008610	Infantile sensorineural hearing loss	infantile sensorineural hearing loss	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0008615	Late sensorineural hearing loss	late sensorineural hearing loss	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0008619	Bilateral sensorineural hearing loss	bilateral sensorineural hearing loss	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0008619	Hearing loss, sensorineural, bilateral	hearing loss sensorineural bilateral	False	['SO_396.2']
H90.5	Unspecified sensorineural hearing loss	sensorineural hearing loss	['389', '389.1']	['396', '396.2']	HP_0008625	Severe sensorineural hearing loss	severe sensorineural hearing loss	False	['SO_396.2']
H91.1	Presbycusis	presbycusis	['389', '389.3']	['396', '396.2', '396.22']	HP_0040113	Presbycusis	presbycusis	False	['SO_396.2']
H92.0	Otalgia	otalgia	['382']	['392']	HP_0030766	Otalgia	otalgia	False	['SO_392.1']
H93.1	Tinnitus	tinnitus	['389', '389.4']	['397', '397.1']	HP_0000360	Tinnitus	tinnitus	True	['SO_397.1']
H93.23	Hyperacusis	hyperacusis	['389', '389.5']	['397', '397.3']	HP_0010780	Hyperacusis	hyperacusis	True	['SO_397.3']
H93.A	Pulsatile tinnitus	pulsatile tinnitus	['389', '389.4']	['397', '397.1', '397.11']	HP_0008629	Pulsatile tinnitus	pulsatile tinnitus	True	['SO_397.11']
I15.0	Renovascular hypertension	renovascular hypertension	['401', '401.3']	['401', '401.6', '401.61']	HP_0100817	Renovascular hypertension	renovascular hypertension	True	['CV_401.61']
I16	Hypertensive crisis	hypertensive crisis	['401', '401.3']	['401', '401.7']	HP_0100735	Hypertensive crisis	hypertensive crisis	True	['CV_401.7']
I16.9	Hypertensive crisis, unspecified	hypertensive crisis	['401', '401.3']	['401', '401.7']	HP_0100735	Hypertensive crisis	hypertensive crisis	True	['CV_401.7']
I20	Angina pectoris	angina pectoris	['411', '411.3']	['403']	HP_0001681	Angina pectoris	angina pectoris	True	['CV_403']
I20.9	Angina pectoris, unspecified	angina pectoris	['411', '411.3']	['403']	HP_0001681	Angina pectoris	angina pectoris	True	['CV_403']
I25.41	Coronary artery aneurysm	coronary artery aneurysm	['411', '411.4', '411.41']	['438', '438.7']	HP_0030882	Coronary artery aneurysm	coronary artery aneurysm	True	['CV_438.5']
I25.42	Coronary artery dissection	coronary artery dissection	['411', '411.4', '411.41']	['438', '438.4', '438.43']	HP_0006702	Coronary artery dissection	coronary artery dissection	True	['CV_438.43']
I26	Pulmonary embolism	pulmonary embolism	['415', '415.1', '415.11']	['440', '440.3']	HP_0002204	Pulmonary embolism	pulmonary embolism	True	['CV_440.3']
I26	Pulmonary embolism	pulmonary embolism	['415', '415.1', '415.11']	['440', '440.3']	HP_0032008	Pulmonary fat embolism	pulmonary fat embolism	True	['CV_440.3']
I26	Pulmonary embolism	pulmonary embolism	['415', '415.1', '415.11']	['440', '440.3']	HP_0033426	Pulmonary air embolism	pulmonary air embolism	True	['CV_440.3']
I26	Pulmonary embolism	pulmonary embolism	['415', '415.1', '415.11']	['440', '440.3']	HP_0033639	Septic pulmonary embolism	septic pulmonary embolism	True	['CV_440.3']
I27.20	Pulmonary hypertension, unspecified	pulmonary hypertension	['415', '415.2']	['406', '406.1']	HP_0002092	Pulmonary arterial hypertension	pulmonary arterial hypertension	True	['CV_406.1']
I27.20	Pulmonary hypertension, unspecified	pulmonary hypertension	['415', '415.2']	['406', '406.1']	HP_0002092	Pulmonary artery hypertension	pulmonary artery hypertension	False	['CV_406.1']
I27.20	Pulmonary hypertension, unspecified	pulmonary hypertension	['415', '415.2']	['406', '406.1']	HP_0030950	Pulmonary venous hypertension	pulmonary venous hypertension	True	['CV_406.1']
I31.4	Cardiac tamponade	cardiac tamponade	['420', '420.2']	['411', '411.3']	HP_0033415	Cardiac tamponade	cardiac tamponade	True	['CV_411.3']
I42	Cardiomyopathy	cardiomyopathy	['425']	['414']	HP_0001638	Cardiomyopathy	cardiomyopathy	True	['CV_414']
I42.0	Dilated cardiomyopathy	dilated cardiomyopathy	['425', '425.1']	['414', '414.2']	HP_0001644	Dilated cardiomyopathy	dilated cardiomyopathy	True	['CV_414.2']
I42.0	Dilated cardiomyopathy	dilated cardiomyopathy	['425', '425.1']	['414', '414.2']	HP_0001644	Cardiomyopathy, dilated	cardiomyopathy dilated	False	['CV_414.2']
I42.4	Endocardial fibroelastosis	endocardial fibroelastosis	['425', '425.1']	['414', '414.7']	HP_0001706	Endocardial fibroelastosis	endocardial fibroelastosis	True	['CV_414.7']
I42.9	Cardiomyopathy, unspecified	cardiomyopathy	['425', '425.1']	['414']	HP_0001638	Cardiomyopathy	cardiomyopathy	True	['CV_414']
I44.0	Atrioventricular block, first degree	atrioventricular block first degree	['426', '426.2', '426.21']	['416', '416.4', '416.41']	HP_0011705	First degree atrioventricular block	first degree atrioventricular block	True	['CV_416.411']
I44.1	Atrioventricular block, second degree	atrioventricular block second degree	['426', '426.2', '426.23']	['416', '416.4', '416.41']	HP_0011706	Second degree atrioventricular block	second degree atrioventricular block	True	['CV_416.412']
I44.30	Unspecified atrioventricular block	atrioventricular block	['426', '426.2']	['416', '416.4', '416.41']	HP_0001678	Atrioventricular block	atrioventricular block	True	['CV_416.41']
I44.30	Unspecified atrioventricular block	atrioventricular block	['426', '426.2']	['416', '416.4', '416.41']	HP_0011707	Mobitz I atrioventricular block	mobitz i atrioventricular block	True	['CV_416.41']
I44.30	Unspecified atrioventricular block	atrioventricular block	['426', '426.2']	['416', '416.4', '416.41']	HP_0011708	Mobitz II atrioventricular block	mobitz ii atrioventricular block	True	['CV_416.41']
I44.4	Left anterior fascicular block	left anterior fascicular block	['426', '426.3', '426.32']	['416', '416.4', '416.42']	HP_0011711	Left anterior fascicular block	left anterior fascicular block	True	['CV_416.42']
I44.5	Left posterior fascicular block	left posterior fascicular block	['426', '426.3', '426.32']	['416', '416.4', '416.42']	HP_0005172	Left posterior fascicular block	left posterior fascicular block	True	['CV_416.42']
I45.10	Unspecified right bundle-branch block	right bundle-branch block	['426', '426.3', '426.31']	['416', '416.4', '416.43']	HP_0011712	Right bundle-branch block	right bundle-branch block	False	['CV_416.43']
I45.3	Trifascicular block	trifascicular block	['426', '426.3']	['416', '416.4']	HP_0011715	Trifascicular block	trifascicular block	True	['CV_416.4']
I45.6	Pre-excitation syndrome	pre-excitation syndrome	['426', '426.4']	['416', '416.8']	HP_0004309	Pre-excitation syndrome	pre-excitation syndrome	False	['CV_416.8']
I45.81	Long QT syndrome	long qt syndrome	['426', '426.8']	['416', '416.6']	HP_0001657	Long QT syndrome	long qt syndrome	False	['CV_416.6']
I45.9	Conduction disorder, unspecified	conduction disorder	['426']	['416']	HP_0031546	Heart conduction disorder	heart conduction disorder	False	['CV_416']
I46	Cardiac arrest	cardiac arrest	['427', '427.4', '427.42']	['420']	HP_0001695	Cardiac arrest	cardiac arrest	True	['CV_420']
I47	Paroxysmal tachycardia	paroxysmal tachycardia	['427', '427.1']	['416', '416.1']	HP_0006671	Paroxysmal atrial tachycardia	paroxysmal atrial tachycardia	True	['CV_416.1']
I47	Paroxysmal tachycardia	paroxysmal tachycardia	['427', '427.1']	['416', '416.1']	HP_0006688	Paroxysmal tachycardia	paroxysmal tachycardia	True	['CV_416.1']
I47.1	Supraventricular tachycardia	supraventricular tachycardia	['427', '427.1', '427.11']	['416', '416.1', '416.11']	HP_0004755	Supraventricular tachycardia	supraventricular tachycardia	True	['CV_416.11']
I47.1	Supraventricular tachycardia	supraventricular tachycardia	['427', '427.1', '427.11']	['416', '416.1', '416.11']	HP_0004763	Paroxysmal supraventricular tachycardia	paroxysmal supraventricular tachycardia	True	['CV_416.11']
I47.1	Supraventricular tachycardia	supraventricular tachycardia	['427', '427.1', '427.11']	['416', '416.1', '416.11']	HP_0004763	Episodic supraventricular tachycardia	episodic supraventricular tachycardia	False	['CV_416.11']
I47.2	Ventricular tachycardia	ventricular tachycardia	['427', '427.1', '427.12']	['416', '416.1', '416.12']	HP_0004751	Paroxysmal ventricular tachycardia	paroxysmal ventricular tachycardia	True	['CV_416.12']
I47.2	Ventricular tachycardia	ventricular tachycardia	['427', '427.1', '427.12']	['416', '416.1', '416.12']	HP_0004756	Ventricular tachycardia	ventricular tachycardia	True	['CV_416.12']
I47.9	Paroxysmal tachycardia, unspecified	paroxysmal tachycardia	['427', '427.1']	['416', '416.1']	HP_0006671	Paroxysmal atrial tachycardia	paroxysmal atrial tachycardia	True	['CV_416.1']
I47.9	Paroxysmal tachycardia, unspecified	paroxysmal tachycardia	['427', '427.1']	['416', '416.1']	HP_0006688	Paroxysmal tachycardia	paroxysmal tachycardia	True	['CV_416.1']
I48.0	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	['427', '427.2', '427.21']	['416', '416.2', '416.21', '416.211']	HP_0004757	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	True	['CV_416.211']
I48.0	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	['427', '427.2', '427.21']	['416', '416.2', '416.21', '416.211']	HP_0004757	Atrial fibrillation, paroxysmal	atrial fibrillation paroxysmal	False	['CV_416.211']
I48.21	Permanent atrial fibrillation	permanent atrial fibrillation		['416', '416.2', '416.21', '416.214']	HP_0004754	Permanent atrial fibrillation	permanent atrial fibrillation	True	['CV_416.214']
I48.3	Typical atrial flutter	typical atrial flutter	['427', '427.2', '427.22']	['416', '416.2', '416.22', '416.221']	HP_0031671	Typical atrial flutter	typical atrial flutter	True	['CV_416.221']
I48.3	Typical atrial flutter	typical atrial flutter	['427', '427.2', '427.22']	['416', '416.2', '416.22', '416.221']	HP_0031672	Reverse typical atrial flutter	reverse typical atrial flutter	True	['CV_416.221']
I48.91	Unspecified atrial fibrillation	atrial fibrillation	['427', '427.2', '427.21']	['416', '416.2', '416.21']	HP_0005110	Atrial fibrillation	atrial fibrillation	True	['CV_416.21']
I48.92	Unspecified atrial flutter	atrial flutter	['427', '427.2', '427.22']	['416', '416.2', '416.22']	HP_0004749	Atrial flutter	atrial flutter	True	['CV_416.22']
I49.01	Ventricular fibrillation	ventricular fibrillation	['427', '427.4', '427.41']	['416', '416.3', '416.31']	HP_0001663	Ventricular fibrillation	ventricular fibrillation	True	['CV_416.31']
I49.02	Ventricular flutter	ventricular flutter	['427', '427.4', '427.41']	['416', '416.3', '416.32']	HP_0011841	Ventricular flutter	ventricular flutter	True	['CV_416.32']
I49.5	Sick sinus syndrome	sick sinus syndrome	['427', '427.8']	['416', '416.7', '416.71']	HP_0011704	Sick sinus syndrome	sick sinus syndrome	True	['CV_416.71']
I49.9	Cardiac arrhythmia, unspecified	cardiac arrhythmia	['427', '427.5']	['416']	HP_0011675	Cardiac arrhythmia	cardiac arrhythmia	False	['CV_416']
I50	Heart failure	heart failure	['428', '428.2']	['424']	HP_0001635	Heart failure	heart failure	False	['CV_424']
