hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList
HP_0002027	Abdominal pain	abdominal pain	True	R10.8	Other abdominal pain	other abdominal pain		['527']
HP_0002027	Abdominal pain	abdominal pain	True	R10.9	Unspecified abdominal pain	abdominal pain	['785']	['527']
HP_0012531	Pain	pain	True	R52	Pain, unspecified	pain	['338', '338.1']	['809']
HP_0002035	Rectal prolapse	rectal prolapse	True	K62.3	Rectal prolapse	rectal prolapse	['565']	['530', '530.3']
HP_0002039	Anorexia	anorexia	True	R63.0	Anorexia	anorexia	['260', '260.6']	['230', '230.3']
HP_0002045	Hypothermia	hypothermia	True	T68	Hypothermia	hypothermia	['780']	['T910.2']
HP_0002066	Ataxic gait	ataxic gait	False	R26.0	Ataxic gait	ataxic gait	['350', '350.2']	['325', '325.2', '325.25']
HP_0002076	Migraine	migraine	True	G43	Migraine	migraine	['340']	['331', '331.6']
HP_0002076	Migraine	migraine	True	G43.9	Migraine, unspecified	migraine	['340']	['331', '331.6']
HP_0002315	Headache	headache	True	R51	Headache	headache	['339']	['331', '331.8']
HP_0002315	Headache	headache	True	R51.9	Headache, unspecified	headache		['331', '331.8']
HP_0002077	Migraine with aura	migraine with aura	True	G43.1	Migraine with aura	migraine with aura	['340', '340.1']	['331', '331.6', '331.61']
HP_0030186	Essential tremor	essential tremor	False	G25.0	Essential tremor	essential tremor	['333', '333.1']	['324', '324.4', '324.41']
HP_0002083	Migraine without aura	migraine without aura	True	G43.0	Migraine without aura	migraine without aura	['340']	['331', '331.6']
HP_0002083	Migraine without aura	migraine without aura	True	G43.7	Chronic migraine without aura	chronic migraine without aura	['340']	['331', '331.6', '331.64']
HP_0002084	Encephalocele	encephalocele	True	Q01	Encephalocele	encephalocele	['752', '752.1']	['751', '751.3']
HP_0002084	Encephalocele	encephalocele	True	Q01.9	Encephalocele, unspecified	encephalocele	['752', '752.1']	['751', '751.3']
HP_0002085	Occipital encephalocele	occipital encephalocele	True	Q01.2	Occipital encephalocele	occipital encephalocele	['752', '752.1']	['751', '751.3']
HP_0002092	Pulmonary arterial hypertension	pulmonary arterial hypertension	True	I27.21	Secondary pulmonary arterial hypertension	secondary pulmonary arterial hypertension	['415', '415.2']	['406', '406.1', '406.13']
HP_0002094	Dyspnea	dyspnea	True	R06.0	Dyspnea	dyspnea	['512', '512.7']	['488', '488.1']
HP_0002094	Dyspnea	dyspnea	True	R06.00	Dyspnea, unspecified	dyspnea	['512', '512.7', '512.9']	['488', '488.1']
HP_0002094	Shortness of breath	shortness of breath	False	R06.02	Shortness of breath	shortness of breath	['512', '512.7']	['488', '488.1']
HP_0002097	Emphysema	emphysema	True	J43	Emphysema	emphysema	['496', '496.1']	['474', '474.1']
HP_0002097	Emphysema	emphysema	True	J43.9	Emphysema, unspecified	emphysema	['496', '496.1']	['474', '474.1']
HP_0002098	Respiratory distress	respiratory distress	True	R06.03	Acute respiratory distress	acute respiratory distress	['509', '509.2']	['488', '488.1']
HP_0002099	Asthma	asthma	True	J45	Asthma	asthma	['495']	['475']
HP_0002099	Asthma	asthma	True	J45.90	Unspecified asthma	asthma	['495']	['475']
HP_0002102	Pleurisy	pleurisy	False	R09.1	Pleurisy	pleurisy	['507']	['491']
HP_0002105	Hemoptysis	hemoptysis	True	R04.2	Hemoptysis	hemoptysis	['516', '516.1']	['487', '487.3']
HP_0032016	Abnormal sputum	abnormal sputum	True	R09.3	Abnormal sputum	abnormal sputum	['516']	['486', '486.5']
HP_0002107	Pneumothorax	pneumothorax	True	J93.9	Pneumothorax, unspecified	pneumothorax	['506']	['484']
HP_0002108	Spontaneous pneumothorax	spontaneous pneumothorax	True	J93.0	Spontaneous tension pneumothorax	spontaneous tension pneumothorax	['506']	['484', '484.1']
HP_0002108	Spontaneous pneumothorax	spontaneous pneumothorax	True	J93.1	Other spontaneous pneumothorax	other spontaneous pneumothorax	['506']	['484', '484.1']
HP_0002108	Spontaneous pneumothorax	spontaneous pneumothorax	True	J93.11	Primary spontaneous pneumothorax	primary spontaneous pneumothorax	['506']	['484', '484.1']
HP_0002108	Spontaneous pneumothorax	spontaneous pneumothorax	True	J93.12	Secondary spontaneous pneumothorax	secondary spontaneous pneumothorax	['506']	['484', '484.1']
HP_0002110	Bronchiectasis	bronchiectasis	True	J47	Bronchiectasis	bronchiectasis	['496', '496.3']	['476']
HP_0002138	Subarachnoid hemorrhage	subarachnoid hemorrhage	True	S06.6	Traumatic subarachnoid hemorrhage	traumatic subarachnoid hemorrhage	['818']	['T851']
HP_0002138	Subarachnoid hemorrhage	subarachnoid hemorrhage	True	S06.6X	Traumatic subarachnoid hemorrhage	traumatic subarachnoid hemorrhage	['818']	['T851']
HP_0002138	Subarachnoid haemorrhage	subarachnoid hemorrhage	False	S06.6	Traumatic subarachnoid hemorrhage	traumatic subarachnoid hemorrhage	['818']	['T851']
HP_0002138	Subarachnoid haemorrhage	subarachnoid hemorrhage	False	S06.6X	Traumatic subarachnoid hemorrhage	traumatic subarachnoid hemorrhage	['818']	['T851']
HP_0002323	Anencephaly	anencephaly	True	Q00.0	Anencephaly	anencephaly	['752', '752.1']	['750', '750.1', '750.12']
HP_0002637	Cerebral ischemia	cerebral ischemia	True	I67.82	Cerebral ischemia	cerebral ischemia	['433', '433.3']	['433', '433.3']
HP_0002145	Frontotemporal dementia	frontotemporal dementia	True	G31.0	Frontotemporal dementia	frontotemporal dementia	['290', '290.1', '290.12']	['328', '328.3', '328.32']
HP_0002145	Frontotemporal dementia	frontotemporal dementia	True	G31.09	Other frontotemporal dementia	other frontotemporal dementia	['290', '290.1', '290.12']	['328', '328.3', '328.32']
HP_0002150	Hypercalciuria	hypercalciuria	True	R82.994	Hypercalciuria	hypercalciuria		['832', '832.9']
HP_0002153	Hyperkalemia	hyperkalemia	True	E87.5	Hyperkalemia	hyperkalemia	['276', '276.1', '276.13']	['256', '256.4']
HP_0003077	Hyperlipidemia	hyperlipidemia	True	E78.2	Mixed hyperlipidemia	mixed hyperlipidemia	['272', '272.1', '272.13']	['239', '239.1', '239.2', '239.3']
HP_0003077	Hyperlipidemia	hyperlipidemia	True	E78.4	Other hyperlipidemia	other hyperlipidemia	['272', '272.1']	['239']
HP_0003077	Hyperlipidemia	hyperlipidemia	True	E78.49	Other hyperlipidemia	other hyperlipidemia		['239']
HP_0003077	Hyperlipidemia	hyperlipidemia	True	E78.5	Hyperlipidemia, unspecified	hyperlipidemia	['272', '272.1']	['239']
HP_0002156	Homocystinuria	homocystinuria	True	E72.11	Homocystinuria	homocystinuria	['270', '270.1', '270.11']	['240', '240.4', '240.41']
HP_0002181	Cerebral edema	cerebral edema	True	G93.6	Cerebral edema	cerebral edema	['348', '348.2']	['346', '346.6']
HP_0002901	Hypocalcemia	hypocalcemia	True	E83.51	Hypocalcemia	hypocalcemia	['275', '275.5', '275.51']	['247', '247.5', '247.51']
HP_0002204	Pulmonary embolism	pulmonary embolism	True	I26	Pulmonary embolism	pulmonary embolism	['415', '415.1', '415.11']	['440', '440.3']
HP_0002204	Pulmonary embolism	pulmonary embolism	True	I27.82	Chronic pulmonary embolism	chronic pulmonary embolism	['415', '415.2']	['440', '440.3']
HP_0002206	Pulmonary fibrosis	pulmonary fibrosis	True	J84.10	Pulmonary fibrosis, unspecified	pulmonary fibrosis	['502']	['481', '481.4']
HP_0006530	Interstitial pulmonary disease	interstitial pulmonary disease	False	J84.9	Interstitial pulmonary disease, unspecified	interstitial pulmonary disease	['504']	['481']
HP_0002232	Alopecia areata	alopecia areata	False	L63	Alopecia areata	alopecia areata	['704', '704.1', '704.11']	['684', '684.1', '684.11']
HP_0002232	Alopecia areata	alopecia areata	False	L63.8	Other alopecia areata	other alopecia areata	['704', '704.1', '704.11']	['684', '684.1', '684.11']
HP_0002232	Alopecia areata	alopecia areata	False	L63.9	Alopecia areata, unspecified	alopecia areata	['704', '704.1', '704.11']	['684', '684.1', '684.11']
HP_0002239	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	True	K92.2	Gastrointestinal hemorrhage, unspecified	gastrointestinal hemorrhage	['578', '578.9']	['557']
HP_0002239	Gastrointestinal haemorrhage	gastrointestinal hemorrhage	False	K92.2	Gastrointestinal hemorrhage, unspecified	gastrointestinal hemorrhage	['578', '578.9']	['557']
HP_0002248	Hematemesis	hematemesis	True	K92.0	Hematemesis	hematemesis	['578', '578.1']	['557', '557.1']
HP_0002249	Melena	melena	True	K92.1	Melena	melena	['578', '578.2']	['557', '557.2']
HP_0002257	Chronic rhinitis	chronic rhinitis	True	J31.0	Chronic rhinitis	chronic rhinitis	['472']	['463', '463.1']
HP_0002277	Horner's syndrome	horners syndrome	False	G90.2	Horner's syndrome	horners syndrome	['337']	['343', '343.5']
HP_0002289	Alopecia universalis	alopecia universalis	True	L63.1	Alopecia universalis	alopecia universalis	['704', '704.1']	['684', '684.1', '684.11']
HP_0002301	Hemiplegia	hemiplegia	True	G81.9	Hemiplegia, unspecified	hemiplegia	['342']	['341', '341.2']
HP_0002326	Transient ischemic attack	transient ischemic attack	True	G45.9	Transient cerebral ischemic attack, unspecified	transient cerebral ischemic attack	['433', '433.3', '433.31']	['431', '431.2']
HP_0002343	Normal pressure hydrocephalus	normal pressure hydrocephalus	True	G91.2	(Idiopathic) normal pressure hydrocephalus	idiopathic normal pressure hydrocephalus	['331', '331.1']	['344', '344.1', '344.13']
HP_0002353	Abnormal electroencephalogram	abnormal electroencephalogram	False	R94.01	Abnormal electroencephalogram [EEG]	abnormal electroencephalogram eeg	['346', '346.2']	['349', '349.1', '349.12']
HP_0002353	Electroencephalogram abnormal	electroencephalogram abnormal	False	R94.01	Abnormal electroencephalogram [EEG]	abnormal electroencephalogram eeg	['346', '346.2']	['349', '349.1', '349.12']
HP_0002357	Dysphasia	dysphasia	True	R47.02	Dysphasia	dysphasia	['292', '292.1']	['356', '356.2']
HP_0002381	Aphasia	aphasia	True	R47.01	Aphasia	aphasia	['292', '292.1', '292.11']	['356', '356.2']
HP_0002367	Visual hallucinations	visual hallucinations	True	R44.1	Visual hallucinations	visual hallucinations	['368', '368.9', '368.91']	['353', '353.1', '353.12']
HP_0100026	Arteriovenous malformation	arteriovenous malformation	True	Q27.3	Arteriovenous malformation (peripheral)	arteriovenous malformation peripheral	['447']	['441', '781', '781.1']
HP_0100026	Arteriovenous malformation	arteriovenous malformation	True	Q27.30	Arteriovenous malformation, site unspecified	arteriovenous malformation site	['747']	['441', '781', '781.1']
HP_0100026	Arteriovenous malformation	arteriovenous malformation	True	Q27.39	Arteriovenous malformation, other site	arteriovenous malformation other site	['747', '747.2']	['441', '781', '781.1']
HP_0002408	Cerebral arteriovenous malformation	cerebral arteriovenous malformation	True	Q28.2	Arteriovenous malformation of cerebral vessels	arteriovenous malformation of cerebral vessels	['747', '747.2']	['441', '441.5', '781', '781.1']
HP_0002414	Spina bifida	spina bifida	True	Q05	Spina bifida	spina bifida	['752', '752.1', '752.11']	['751', '751.1']
HP_0002414	Spina bifida	spina bifida	True	Q05.9	Spina bifida, unspecified	spina bifida	['752', '752.1', '752.11']	['751', '751.1']
HP_0002445	Quadriplegia	quadriplegia	False	G82.5	Quadriplegia	quadriplegia	['344']	['342', '342.2']
HP_0002445	Quadriplegia	quadriplegia	False	G82.50	Quadriplegia, unspecified	quadriplegia	['344']	['342', '342.2']
HP_0002457	Abnormal head movements	abnormal head movements	True	R25.0	Abnormal head movements	abnormal head movements	['350', '350.1']	['325', '325.1', '325.11']
HP_0002516	Intracranial hypertension	intracranial hypertension	False	G93.2	Benign intracranial hypertension	benign intracranial hypertension	['348', '348.2']	['344', '344.2']
HP_0002558	Accessory nipple	accessory nipple	False	Q83.3	Accessory nipple	accessory nipple	['612', '612.3']	['791']
HP_0002561	Absent nipple	absent nipple	True	Q83.2	Absent nipple	absent nipple	['612', '612.3']	['791']
HP_0002563	Constrictive pericarditis	constrictive pericarditis	True	I31.1	Chronic constrictive pericarditis	chronic constrictive pericarditis	['420', '420.2', '420.22']	['410', '410.1']
HP_0002576	Intussusception	intussusception	True	K56.1	Intussusception	intussusception	['560', '560.4']	['532', '532.3']
HP_0002578	Gastroparesis	gastroparesis	True	K31.84	Gastroparesis	gastroparesis	['536', '536.3']	['516', '516.4']
HP_0002580	Volvulus	volvulus	True	K56.2	Volvulus	volvulus	['560', '560.4']	['532', '532.4']
HP_0002582	Atrophic gastritis	atrophic gastritis	True	K29.4	Chronic atrophic gastritis	chronic atrophic gastritis	['535', '535.2']	['522', '522.9', '522.91']
HP_0002582	Chronic atrophic gastritis	chronic atrophic gastritis	False	K29.4	Chronic atrophic gastritis	chronic atrophic gastritis	['535', '535.2']	['522', '522.9', '522.91']
HP_0005263	Gastritis	gastritis	True	K29.7	Gastritis, unspecified	gastritis	['535']	['522', '522.9']
HP_0002586	Peritonitis	peritonitis	True	K65	Peritonitis	peritonitis	['567']	['537', '537.1']
HP_0002586	Peritonitis	peritonitis	True	K65.9	Peritonitis, unspecified	peritonitis	['567']	['537', '537.1']
HP_0002587	Projectile vomiting	projectile vomiting	True	R11.12	Projectile vomiting	projectile vomiting	['789']	['528', '528.2']
HP_0002588	Duodenal ulcer	duodenal ulcer	True	K26	Duodenal ulcer	duodenal ulcer	['531', '531.3']	['513', '513.3']
HP_0002590	Paralytic ileus	paralytic ileus	True	K56.0	Paralytic ileus	paralytic ileus	['560', '560.1']	['514', '514.3', '514.31']
HP_0002595	Ileus	ileus	True	K56.7	Ileus, unspecified	ileus	['560', '560.1']	['514', '514.3']
HP_0002591	Polyphagia	polyphagia	True	R63.2	Polyphagia	polyphagia	['260', '260.7']	['293', '293.4']
HP_0002592	Gastric ulcer	gastric ulcer	True	K25	Gastric ulcer	gastric ulcer	['531', '531.2', '535', '535.1']	['513', '513.2']
HP_0004398	Peptic ulcer	peptic ulcer	True	K27	Peptic ulcer, site unspecified	peptic ulcer site	['531']	['513']
HP_0005214	Intestinal obstruction	intestinal obstruction	True	K56.60	Unspecified intestinal obstruction	intestinal obstruction	['560', '560.4']	['514', '514.2']
HP_0005214	Intestinal obstruction	intestinal obstruction	True	K56.69	Other intestinal obstruction	other intestinal obstruction	['560', '560.4']	['514', '514.2']
HP_0002607	Faecal incontinence	fecal incontinence	False	R15	Fecal incontinence	fecal incontinence	['561']	['529', '529.3']
HP_0002607	Fecal incontinence	fecal incontinence	False	R15	Fecal incontinence	fecal incontinence	['561']	['529', '529.3']
HP_0002608	Celiac disease	celiac disease	True	K90.0	Celiac disease	celiac disease	['557', '557.1']	['181', '525', '525.1']
HP_0002613	Biliary cirrhosis	biliary cirrhosis	True	K74.3	Primary biliary cirrhosis	primary biliary cirrhosis	['571', '571.6']	['544', '544.1']
HP_0002613	Biliary cirrhosis	biliary cirrhosis	True	K74.5	Biliary cirrhosis, unspecified	biliary cirrhosis	['571', '571.6']	['544']
HP_0012727	Thoracic aortic aneurysm	thoracic aortic aneurysm	True	I71.1	Thoracic aortic aneurysm, ruptured	thoracic aortic aneurysm ruptured	['442', '442.1']	['438', '438.1', '438.12', '438.14']
HP_0012020	Right aortic arch	right aortic arch	True	Q25.47	Right aortic arch	right aortic arch	['747', '747.1', '747.13']	['778', '778.4', '778.47']
HP_0002638	Superficial thrombophlebitis	superficial thrombophlebitis	True	O22.2	Superficial thrombophlebitis in pregnancy	superficial thrombophlebitis in pregnancy	['671']	['440', '440.1', '440.13', '912', '912.2']
HP_0002639	Budd-Chiari syndrome	budd-chiari syndrome	True	I82.0	Budd-Chiari syndrome	budd-chiari syndrome	['452']	['440', '440.1', '440.14']
HP_0004947	Arteriovenous fistula	arteriovenous fistula	True	I77.0	Arteriovenous fistula, acquired	arteriovenous fistula acquired	['447']	['441', '441.1']
HP_0002643	Newborn respiratory distress	newborn respiratory distress	False	P22	Respiratory distress of newborn	respiratory distress of newborn	['661']	['854', '854.1']
HP_0002643	Newborn respiratory distress	newborn respiratory distress	False	P22.0	Respiratory distress syndrome of newborn	respiratory distress syndrome of newborn	['661']	['854', '854.1', '854.11']
HP_0002643	Newborn respiratory distress	newborn respiratory distress	False	P22.8	Other respiratory distress of newborn	other respiratory distress of newborn	['656', '656.2']	['854', '854.1']
HP_0002643	Newborn respiratory distress	newborn respiratory distress	False	P22.9	Respiratory distress of newborn, unspecified	respiratory distress of newborn	['656', '656.2']	['854', '854.1']
HP_0002650	Scoliosis	scoliosis	True	M41	Scoliosis	scoliosis	['737', '737.3']	['714', '714.3']
HP_0002650	Scoliosis	scoliosis	True	M41.9	Scoliosis, unspecified	scoliosis	['737', '737.3']	['714', '714.3']
HP_0002655	Spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia	True	Q77.7	Spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia	['756']	['788', '788.1', '788.16']
HP_0002671	Basal cell carcinoma	basal cell carcinoma	True	C44.91	Basal cell carcinoma of skin, unspecified	basal cell carcinoma of skin	['172', '172.2', '172.21']	['103', '103.2', '103.21']
HP_0002721	Immunodeficiency	immunodeficiency	True	D84.9	Immunodeficiency, unspecified	immunodeficiency	['279', '279.1']	['179', '179.9']
HP_0002725	Systemic lupus erythematosus	systemic lupus erythematosus	True	M32	Systemic lupus erythematosus (SLE)	systemic lupus erythematosus sle	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
HP_0002725	Systemic lupus erythematosus	systemic lupus erythematosus	True	M32.0	Drug-induced systemic lupus erythematosus	drug-induced systemic lupus erythematosus	['695', '695.4', '695.42']	['181', '700', '700.1', '700.13']
HP_0002725	Systemic lupus erythematosus	systemic lupus erythematosus	True	M32.9	Systemic lupus erythematosus, unspecified	systemic lupus erythematosus	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
