CUI	ICD10_code	ICD10_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList
C0011849	E08.349	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.37X9	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E11.3523	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E11.3399	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3491	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E08.3493	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, bilateral	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E08.3531	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.4	Diabetes mellitus due to underlying condition with neurological complications	HP_0000819	Diabetes mellitus	['249']	['202', '202.3', '202.31']
C0011849	E11.3393	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.43	Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy	HP_0000819	Diabetes mellitus	['249']	['202', '202.3', '202.31']
C0011849	E11.3391	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E11.3539	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.42	Diabetes mellitus due to underlying condition with diabetic polyneuropathy	HP_0000819	Diabetes mellitus	['249', '250', '250.6']	['202', '202.3', '202.31', '337', '337.8']
C0011849	E08.339	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3391	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.3533	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3392	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.41	Diabetes mellitus due to underlying condition with diabetic mononeuropathy	HP_0000819	Diabetes mellitus	['249']	['202', '202.3', '202.31']
C0011849	E08.3393	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, bilateral	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E11.3532	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3399	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.3392	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.34	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.3531	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.40	Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified	HP_0000819	Diabetes mellitus	['249']	['202', '202.3', '202.31']
C0011849	E08.341	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3411	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E11.353	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3412	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, left eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E08.37X1	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E11.3522	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3499	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E11.339	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3549	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E08.3543	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E11.3493	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3542	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3541	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E08.3519	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, unspecified eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E11.3499	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.354	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.352	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.355	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3539	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.3513	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3521	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3522	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.3512	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3523	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3533	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3532	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3529	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.3511	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E11.351	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E11.35	Type 2 diabetes mellitus with proliferative diabetic retinopathy	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3551	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.3491	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3552	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, left eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.37	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E08.35	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.341	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E11.3521	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.351	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.36	Diabetes mellitus due to underlying condition with diabetic cataract	HP_0000819	Diabetes mellitus	['249', '250', '250.7', '366']	['202', '202.3', '202.31', '371']
C0011849	E08.3511	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.3411	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3599	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3593	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.352	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E11.3412	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3512	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3592	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.3513	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, bilateral	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31']
C0011849	E11.3413	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3591	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E08.359	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
C0011849	E11.3419	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye	HP_0000819	Diabetes mellitus	['250', '250.2', '250.23', '250.7']	['202', '202.2', '374', '374.4', '374.42']
C0011849	E08.3559	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye	HP_0000819	Diabetes mellitus	['249', '250', '250.7']	['202', '202.3', '202.31', '374', '374.4', '374.42']
