phecode1.2_code	phecode1.2_label	phecode1.2_category	CUI	hpo_code	hpo_label	PheMap_score
379.2	Disorders of vitreous body	sense organs	C0035305	HP_0000541	Retinal detachment	14.835643441908212
379.2	Disorders of vitreous body	sense organs	C0042909	HP_0007902	Vitreous hemorrhage	23.09282167355299
379.2	Disorders of vitreous body	sense organs	C0016242	HP_0100832	Vitreous floaters	158.2131467985657
379.4	Anomalies of pupillary function	sense organs	C0003079	HP_0009916	Anisocoria	106.11022504837672
379.4	Anomalies of pupillary function	sense organs	C0040416	HP_0012074	Tonic pupil	13.847299817203382
379.4	Anomalies of pupillary function	sense organs	C0028866	HP_0012246	Oculomotor nerve palsy	15.652723913979322
379.4	Anomalies of pupillary function	sense organs	C0019937	HP_0002277	Horner syndrome	19.431169854645592
379.5	Disorders of iris and ciliary body	sense organs	C0020581	HP_0011886	Hyphema	43.50210122269785
379.5	Disorders of iris and ciliary body	sense organs	C0042164	HP_0000554	Uveitis	47.02020002894064
379.9	Pain, swelling or discharge of eye	sense organs	C0030193	HP_0012531	Pain	20.41207622179304
379.9	Pain, swelling or discharge of eye	sense organs	C0013238	HP_0001097	Keratoconjunctivitis sicca	15.908330105381026
379.9	Pain, swelling or discharge of eye	sense organs	C0017601	HP_0000501	Glaucoma	23.00674267257943
379.9	Pain, swelling or discharge of eye	sense organs	C0018681	HP_0002315	Headache	15.559111130263302
379.9	Pain, swelling or discharge of eye	sense organs	C0151827	HP_0200026	Ocular pain	55.95014551114893
379.9	Pain, swelling or discharge of eye	sense organs	C0233763	HP_0002367	Visual hallucinations	18.267057221199142
379.9	Pain, swelling or discharge of eye	sense organs	C0004095	HP_0031590	Asthenopia	68.54600105308123
380	Disorders of external ear	sense organs	C0029878	HP_0410017	Otitis externa	93.2966623336868
380.1	Otitis externa	sense organs	C0029878	HP_0410017	Otitis externa	99.38704720553206
381.1	Otitis media	sense organs	C0029883	HP_0031353	Otitis media with effusion	68.20691439718438
381.1	Otitis media	sense organs	C0271429	HP_0000371	Acute otitis media	43.30165964656843
381.1	Otitis media	sense organs	C0029882	HP_0000388	Otitis media	47.57025877353684
381.1	Otitis media	sense organs	C0029883	HP_0040262	Glue ear	68.20691439718438
381.11	Suppurative and unspecified otitis media	sense organs	C0029883	HP_0031353	Otitis media with effusion	24.807988220287317
381.11	Suppurative and unspecified otitis media	sense organs	C0029882	HP_0000388	Otitis media	38.45517884201588
381.11	Suppurative and unspecified otitis media	sense organs	C0271429	HP_0000371	Acute otitis media	48.08063922191349
381.11	Suppurative and unspecified otitis media	sense organs	C0029883	HP_0040262	Glue ear	24.807988220287317
381.3	Mastoiditis & related conditions	sense organs	C0029882	HP_0000388	Otitis media	18.33555365982967
381.3	Mastoiditis & related conditions	sense organs	C0024904	HP_0000265	Mastoiditis	88.03497598941743
381.9	Otorrhea	sense organs	C3850067	HP_0032934	Spontaneous cerebrospinal fluid leak	26.819267043288864
382	Otalgia	sense organs	C0013456	HP_0030766	Ear pain	74.22162770510431
383	Otosclerosis	sense organs	C0018777	HP_0000405	Conductive hearing impairment	15.587125649441607
383	Otosclerosis	sense organs	C1384666	HP_0000365	Hearing impairment	30.335652453526897
383	Otosclerosis	sense organs	C0029899	HP_0000362	Otosclerosis	108.19292270121993
384.1	Myringitis	sense organs	C0271429	HP_0000371	Acute otitis media	18.287122076614054
384.4	Perforation of tympanic membrane	sense organs	C1384666	HP_0000365	Hearing impairment	24.75390783087917
384.4	Perforation of tympanic membrane	sense organs	C0013456	HP_0030766	Ear pain	16.111300693593144
385.3	Cholesteatoma	sense organs	C0008373	HP_0009797	Cholesteatoma	145.87097173109063
386.1	Meniere's disease	sense organs	C1384666	HP_0000365	Hearing impairment	18.269270418083924
386.1	Meniere's disease	sense organs	C0040264	HP_0000360	Tinnitus	20.842654075904868
386.1	Meniere's disease	sense organs	C0042571	HP_0002321	Vertigo	16.944405557348592
386.2	Peripheral or central vertigo	sense organs	C0042571	HP_0002321	Vertigo	18.922292926903822
386.21	Central origin vertigo	sense organs	C0042571	HP_0002321	Vertigo	19.32122896568401
386.21	Central origin vertigo	sense organs	C1384666	HP_0000365	Hearing impairment	22.202801809887
386.3	Labyrinthitis	sense organs	C0042571	HP_0002321	Vertigo	14.79376986358581
386.3	Labyrinthitis	sense organs	C1384666	HP_0000365	Hearing impairment	18.44663938943064
386.9	Dizziness and giddiness (Light-headedness and vertigo)	sense organs	C0012833	HP_0002321	Vertigo	16.434037751092866
386.9	Dizziness and giddiness (Light-headedness and vertigo)	sense organs	C0042571	HP_0002321	Vertigo	49.66914190270769
388	Other disorders of ear	sense organs	C0040264	HP_0000360	Tinnitus	57.38432515048874
388	Other disorders of ear	sense organs	C0011053	HP_0000365	Hearing impairment	18.117824107416435
389	Hearing loss	sense organs	C0011053	HP_0000365	Hearing impairment	29.574502875439038
389	Hearing loss	sense organs	C1384666	HP_0000365	Hearing impairment	18.437515636346365
389.1	Sensorineural hearing loss	sense organs	C0018784	HP_0000407	Sensorineural hearing impairment	25.275926651675864
389.1	Sensorineural hearing loss	sense organs	C1384666	HP_0000365	Hearing impairment	21.87678450155293
389.3	Degenerative and vascular disorders of ear	sense organs	C1384666	HP_0000365	Hearing impairment	29.814115748269128
389.3	Degenerative and vascular disorders of ear	sense organs	C0033074	HP_0040113	Old-aged sensorineural hearing impairment	47.08680299563567
389.4	Tinnitus	sense organs	C0040264	HP_0000360	Tinnitus	164.5939086617051
394	Rheumatic disease of the heart valves	circulatory system	C0018824	HP_0001654	Abnormal heart valve morphology	17.844667039727952
394.2	Mitral valve disease	circulatory system	C0026269	HP_0001718	Mitral stenosis	85.71553750007389
394.7	Disease of tricuspid valve	circulatory system	C0040961	HP_0005180	Tricuspid regurgitation	36.814811508709774
394.7	Disease of tricuspid valve	circulatory system	C0018824	HP_0001654	Abnormal heart valve morphology	20.009313058145867
394.7	Disease of tricuspid valve	circulatory system	C0013481	HP_0010316	Ebstein anomaly of the tricuspid valve	44.78846375426299
394.7	Disease of tricuspid valve	circulatory system	C0243002	HP_0011662	Tricuspid atresia	51.3114526949467
394.7	Disease of tricuspid valve	circulatory system	C0040963	HP_0010446	Tricuspid stenosis	27.563578308932733
395	Heart valve disorders	circulatory system	C0014118	HP_0100584	Endocarditis	18.428412377499143
395	Heart valve disorders	circulatory system	C0014121	HP_0006689	Bacterial endocarditis	27.488576322766523
395.1	Nonrheumatic mitral valve disorders	circulatory system	C0026266	HP_0001653	Mitral regurgitation	15.111247221146016
395.4	Nonrheumatic pulmonary valve disorders	circulatory system	C0034088	HP_0010444	Pulmonary insufficiency	154.52534848545508
395.4	Nonrheumatic pulmonary valve disorders	circulatory system	C0265831	HP_0005134	Absence of the pulmonary valve	16.29227176895187
395.4	Nonrheumatic pulmonary valve disorders	circulatory system	C0034089	HP_0001642	Pulmonic stenosis	19.742256572274968
396	Abnormal heart sounds	circulatory system	C0018808	HP_0030148	Heart murmur	96.10369454166236
401	Hypertension	circulatory system	C0020538	HP_0000822	Hypertension	28.7495258028647
401.1	Essential hypertension	circulatory system	C0020538	HP_0000822	Hypertension	28.74232723581417
401.21	Hypertensive heart disease	circulatory system	C0020538	HP_0000822	Hypertension	20.01333279799941
401.22	Hypertensive chronic kidney disease	circulatory system	C0022658	HP_0000112	Nephropathy	15.18092840483068
401.3	Other hypertensive complications	circulatory system	C0020538	HP_0000822	Hypertension	17.58538277588291
401.3	Other hypertensive complications	circulatory system	C0020545	HP_0100817	Renovascular hypertension	13.893083535455599
402	Elevated blood pressure reading without diagnosis of hypertension	circulatory system	C0020538	HP_0000822	Hypertension	30.95702215649394
402	Elevated blood pressure reading without diagnosis of hypertension	circulatory system	C0497247	HP_0032263	Increased blood pressure	74.25485668902742
411.1	Unstable angina (intermediate coronary syndrome)	circulatory system	C0027051	HP_0001658	Myocardial infarction	16.441855109116606
411.2	Myocardial infarction	circulatory system	C0027051	HP_0001658	Myocardial infarction	50.18581231663988
411.3	Angina pectoris	circulatory system	C0002962	HP_0001681	Angina pectoris	46.474339630299404
411.3	Angina pectoris	circulatory system	C0010073	HP_0025497	Coronary artery spasm	21.567626606622923
411.4	Coronary atherosclerosis	circulatory system	C1956346	HP_0001677	Coronary artery atherosclerosis	20.09077483892345
411.41	Aneurysm and dissection of heart	circulatory system	C0265898	HP_0011641	Coronary artery fistula	104.35747437845328
411.41	Aneurysm and dissection of heart	circulatory system	C0152101	HP_0004383	Hypoplastic left heart	15.943256262106614
411.8	Other chronic ischemic heart disease, unspecified	circulatory system	C1956346	HP_0001677	Coronary artery atherosclerosis	27.245219634791614
411.9	Other acute and subacute forms of ischemic heart disease	circulatory system	C0010073	HP_0025497	Coronary artery spasm	14.233339470163688
414	Other forms of chronic heart disease	circulatory system	C0878544	HP_0001638	Cardiomyopathy	36.8236421181965
415	Pulmonary heart disease	circulatory system	C0034072	HP_0001648	Cor pulmonale	17.60038382207385
415	Pulmonary heart disease	circulatory system	C0034065	HP_0002204	Pulmonary embolism	41.76096937640812
415.11	Pulmonary embolism and infarction, acute	circulatory system	C0034065	HP_0002204	Pulmonary embolism	70.1255960922912
415.2	Chronic pulmonary heart disease	circulatory system	C0034065	HP_0002204	Pulmonary embolism	25.139940732166128
415.21	Primary pulmonary hypertension	circulatory system	C0152171	HP_0002092	Pulmonary arterial hypertension	21.951212898400573
416	Cardiomegaly	circulatory system	C0149721	HP_0001712	Left ventricular hypertrophy	41.00815324582555
416	Cardiomegaly	circulatory system	C0018800	HP_0001640	Cardiomegaly	75.53324225138985
418	Nonspecific chest pain	circulatory system	C0008031	HP_0100749	Chest pain	31.613635317375692
420.1	Myocarditis	circulatory system	C0027059	HP_0012819	Myocarditis	81.85257664502903
420.2	Pericarditis	circulatory system	C0007177	HP_0033415	Cardiac tamponade	34.47957421670218
420.2	Pericarditis	circulatory system	C0031046	HP_0001701	Pericarditis	61.78348980145361
420.21	Acute pericarditis	circulatory system	C0031039	HP_0001698	Pericardial effusion	14.474837781866764
420.21	Acute pericarditis	circulatory system	C0031046	HP_0001701	Pericarditis	49.59226185235773
420.22	Chronic pericarditis	circulatory system	C0007177	HP_0033415	Cardiac tamponade	15.598708530501954
420.22	Chronic pericarditis	circulatory system	C0031048	HP_0002563	Constrictive pericarditis	122.72839366522145
420.22	Chronic pericarditis	circulatory system	C0031046	HP_0001701	Pericarditis	32.117744348677704
420.3	Endocarditis	circulatory system	C0014121	HP_0006689	Bacterial endocarditis	16.361989874379862
420.3	Endocarditis	circulatory system	C0014118	HP_0100584	Endocarditis	25.089043633458136
425	Cardiomyopathy	circulatory system	C0878544	HP_0001638	Cardiomyopathy	46.3402803636533
425	Cardiomyopathy	circulatory system	C0007194	HP_0001639	Hypertrophic cardiomyopathy	30.798104598763015
425.1	Primary/intrinsic cardiomyopathies	circulatory system	C0007194	HP_0001639	Hypertrophic cardiomyopathy	30.595715241707843
425.1	Primary/intrinsic cardiomyopathies	circulatory system	C0878544	HP_0001638	Cardiomyopathy	22.754260648574416
425.1	Primary/intrinsic cardiomyopathies	circulatory system	C0007193	HP_0001644	Dilated cardiomyopathy	16.10744373680534
425.11	Hypertrophic obstructive cardiomyopathy	circulatory system	C0007194	HP_0001639	Hypertrophic cardiomyopathy	61.02210342019265
425.11	Hypertrophic obstructive cardiomyopathy	circulatory system	C0878544	HP_0001638	Cardiomyopathy	32.09653773499281
425.12	Other hypertrophic cardiomyopathy	circulatory system	C0007194	HP_0001639	Hypertrophic cardiomyopathy	109.73650929856814
425.8	Other cardiomyopathy	circulatory system	C1739395	HP_0011665	Takotsubo cardiomyopathy	75.31049772948904
426	Cardiac conduction disorders	circulatory system	C0003811	HP_0011675	Arrhythmia	35.18533298473512
426	Cardiac conduction disorders	circulatory system	C0018794	HP_0012722	Heart block	33.91997741212941
426.2	Atrioventricular [AV] block	circulatory system	C0085614	HP_0011705	First degree atrioventricular block	13.879594367173588
426.2	Atrioventricular [AV] block	circulatory system	C0151517	HP_0001709	Third degree atrioventricular block	17.569575612097136
426.2	Atrioventricular [AV] block	circulatory system	C0018794	HP_0012722	Heart block	61.51879024165071
426.2	Atrioventricular [AV] block	circulatory system	C0264906	HP_0011706	Second degree atrioventricular block	14.415876495118516
426.2	Atrioventricular [AV] block	circulatory system	C0004245	HP_0001678	Atrioventricular block	24.06708958075336
426.21	First degree AV block	circulatory system	C0018794	HP_0012722	Heart block	23.115218075219808
426.21	First degree AV block	circulatory system	C0155707	HP_0011715	Trifascicular block	15.838354798898955
426.21	First degree AV block	circulatory system	C0085614	HP_0011705	First degree atrioventricular block	126.51572784620402
426.21	First degree AV block	circulatory system	C1841659	HP_0001678	Atrioventricular block	19.586540612580517
426.21	First degree AV block	circulatory system	C0264912	HP_0011711	Left anterior fascicular block	15.838354798898955
426.21	First degree AV block	circulatory system	C0004245	HP_0001678	Atrioventricular block	21.1542217049725
426.23	Second degree AV block	circulatory system	C0155700	HP_0011708	Mobitz II atrioventricular block	46.552285734822576
426.23	Second degree AV block	circulatory system	C0264906	HP_0011706	Second degree atrioventricular block	25.128366943385377
426.23	Second degree AV block	circulatory system	C0264907	HP_0011707	Mobitz I atrioventricular block	68.27668574440645
426.23	Second degree AV block	circulatory system	C0004245	HP_0001678	Atrioventricular block	44.68356276081353
426.25	Other heart block	circulatory system	C0085614	HP_0011705	First degree atrioventricular block	17.167903433128814
426.25	Other heart block	circulatory system	C0264906	HP_0011706	Second degree atrioventricular block	19.257738990559908
426.25	Other heart block	circulatory system	C0018794	HP_0012722	Heart block	77.58064555084533
426.3	Bundle branch block	circulatory system	C0264912	HP_0011711	Left anterior fascicular block	16.71189266130906
426.4	Anomalous atrioventricular excitation	circulatory system	C0043202	HP_0001716	Wolff-Parkinson-White syndrome	71.34827972268748
426.4	Anomalous atrioventricular excitation	circulatory system	C0039240	HP_0004755	Supraventricular tachycardia	22.084031739549246
426.4	Anomalous atrioventricular excitation	circulatory system	C0520878	HP_0005165	Shortened PR interval	19.278766140933023
426.4	Anomalous atrioventricular excitation	circulatory system	C0039231	HP_0001649	Tachycardia	21.485124883927174
426.8	Other cardiac conduction disorders	circulatory system	C0003811	HP_0011675	Arrhythmia	24.26916228316676
426.8	Other cardiac conduction disorders	circulatory system	C0018794	HP_0012722	Heart block	19.756161552438524
426.9	Cardiac pacemaker/device in situ	circulatory system	C0003811	HP_0011675	Arrhythmia	22.589529729920397
427.11	Paroxysmal supraventricular tachycardia	circulatory system	C0039240	HP_0004755	Supraventricular tachycardia	49.26298977472135
427.11	Paroxysmal supraventricular tachycardia	circulatory system	C0030590	HP_0004763	Paroxysmal supraventricular tachycardia	16.123866007692282
427.12	Paroxysmal ventricular tachycardia	circulatory system	C0042514	HP_0004756	Ventricular tachycardia	103.9490066430155
427.12	Paroxysmal ventricular tachycardia	circulatory system	C0042510	HP_0001663	Ventricular fibrillation	13.917238271792385
427.21	Atrial fibrillation	circulatory system	C0004238	HP_0005110	Atrial fibrillation	74.35327607696526
427.21	Atrial fibrillation	circulatory system	C0004239	HP_0004749	Atrial flutter	28.110549469693236
